"estado","nome","partido","coligacao","votos","porcentagem","cargo","ano","turno"
"Paraíba","Antônio Pedreira ","PPB","PPB",2993,0.0044266414479735,"Presidente",1989,"Turno 1"
"Pernambuco","Antônio Pedreira ","PPB","PPB",4549,0.00672796256158752,"Presidente",1989,"Turno 1"
"Alagoas","Antônio Pedreira ","PPB","PPB",1566,0.00231611109506398,"Presidente",1989,"Turno 1"
"Sergipe","Antônio Pedreira ","PPB","PPB",1295,0.00191530259777002,"Presidente",1989,"Turno 1"
"Bahia","Antônio Pedreira ","PPB","PPB",8529,0.0126143751786722,"Presidente",1989,"Turno 1"
"Minas Gerais","Antônio Pedreira ","PPB","PPB",11481,0.0169803777027009,"Presidente",1989,"Turno 1"
"Espírito Santo","Antônio Pedreira ","PPB","PPB",1598,0.00236343903570386,"Presidente",1989,"Turno 1"
"Rio de Janeiro","Antônio Pedreira ","PPB","PPB",5481,0.00810638883272393,"Presidente",1989,"Turno 1"
"São Paulo","Antônio Pedreira ","PPB","PPB",11147,0.0164863923222722,"Presidente",1989,"Turno 1"
"Paraná","Antônio Pedreira ","PPB","PPB",5954,0.00880595495530712,"Presidente",1989,"Turno 1"
"Santa Catarina","Antônio Pedreira ","PPB","PPB",2762,0.00408499287647938,"Presidente",1989,"Turno 1"
"R. G. do Sul","Antônio Pedreira ","PPB","PPB",4780,0.00706961113308163,"Presidente",1989,"Turno 1"
"M. G. do Sul","Antônio Pedreira ","PPB","PPB",1071,0.00158400701329088,"Presidente",1989,"Turno 1"
"Mato Grosso","Antônio Pedreira ","PPB","PPB",1082,0.00160027599288584,"Presidente",1989,"Turno 1"
"Goiás","Antônio Pedreira ","PPB","PPB",2090,0.00309110612304197,"Presidente",1989,"Turno 1"
"Distrito Federal","Antônio Pedreira ","PPB","PPB",522,0.000772037031687994,"Presidente",1989,"Turno 1"
"Rondônia","Manoel Horta ","PDCdoB","PDCdoB",552,0.000816406976037878,"Presidente",1989,"Turno 1"
"Acre","Manoel Horta ","PDCdoB","PDCdoB",290,0.000428909462048885,"Presidente",1989,"Turno 1"
"Amazonas","Manoel Horta ","PDCdoB","PDCdoB",745,0.00110185361802214,"Presidente",1989,"Turno 1"
"Roraima","Manoel Horta ","PDCdoB","PDCdoB",86,0.000127193840469669,"Presidente",1989,"Turno 1"
"Pará","Manoel Horta ","PDCdoB","PDCdoB",2422,0.00358213350718069,"Presidente",1989,"Turno 1"
"Amapá","Manoel Horta ","PDCdoB","PDCdoB",136,0.000201143747719477,"Presidente",1989,"Turno 1"
"Tocantins","Manoel Horta ","PDCdoB","PDCdoB",496,0.000733583079918094,"Presidente",1989,"Turno 1"
"Maranhão","Manoel Horta ","PDCdoB","PDCdoB",3309,0.00489400486179228,"Presidente",1989,"Turno 1"
"Piauí","Manoel Horta ","PDCdoB","PDCdoB",2783,0.0041160518375243,"Presidente",1989,"Turno 1"
"Ceará","Manoel Horta ","PDCdoB","PDCdoB",7263,0.0107419635271071,"Presidente",1989,"Turno 1"
"R. G. do Norte","Manoel Horta ","PDCdoB","PDCdoB",1984,0.00293433231967237,"Presidente",1989,"Turno 1"
"Paraíba","Manoel Horta ","PDCdoB","PDCdoB",3163,0.00467807113262284,"Presidente",1989,"Turno 1"
"Pernambuco","Manoel Horta ","PDCdoB","PDCdoB",4081,0.00603579142972932,"Presidente",1989,"Turno 1"
"Alagoas","Manoel Horta ","PDCdoB","PDCdoB",1542,0.00228061513958407,"Presidente",1989,"Turno 1"
"Sergipe","Manoel Horta ","PDCdoB","PDCdoB",1184,0.00175113380367545,"Presidente",1989,"Turno 1"
"Bahia","Manoel Horta ","PDCdoB","PDCdoB",7942,0.0117462032675595,"Presidente",1989,"Turno 1"
"Minas Gerais","Manoel Horta ","PDCdoB","PDCdoB",10197,0.0150813440845258,"Presidente",1989,"Turno 1"
"Espírito Santo","Manoel Horta ","PDCdoB","PDCdoB",1376,0.00203510144751471,"Presidente",1989,"Turno 1"
"Rio de Janeiro","Manoel Horta ","PDCdoB","PDCdoB",4539,0.00671317258013756,"Presidente",1989,"Turno 1"
"São Paulo","Manoel Horta ","PDCdoB","PDCdoB",12060,0.0178367176286536,"Presidente",1989,"Turno 1"
"Paraná","Manoel Horta ","PDCdoB","PDCdoB",5128,0.00758430248754029,"Presidente",1989,"Turno 1"
"Santa Catarina","Manoel Horta ","PDCdoB","PDCdoB",2488,0.00367974738475044,"Presidente",1989,"Turno 1"
"R. G. do Sul","Manoel Horta ","PDCdoB","PDCdoB",5365,0.00793482504790438,"Presidente",1989,"Turno 1"
"M. G. do Sul","Manoel Horta ","PDCdoB","PDCdoB",850,0.00125714842324673,"Presidente",1989,"Turno 1"
"Mato Grosso","Manoel Horta ","PDCdoB","PDCdoB",1029,0.00152188909120104,"Presidente",1989,"Turno 1"
"Goiás","Manoel Horta ","PDCdoB","PDCdoB",1899,0.0028086174773477,"Presidente",1989,"Turno 1"
"Distrito Federal","Manoel Horta ","PDCdoB","PDCdoB",371,0.000548708311793574,"Presidente",1989,"Turno 1"
"Rondônia","Fernando Collor de Mello ","PRR","PRR PST PSL",234272,0.35411954113259,"Presidente",1989,"Turno 2"
"Acre","Fernando Collor de Mello ","PRR","PRR PST PSL",89103,0.134685807409922,"Presidente",1989,"Turno 2"
"Amazonas","Fernando Collor de Mello ","PRR","PRR PST PSL",397103,0.600250700648712,"Presidente",1989,"Turno 2"
"Roraima","Fernando Collor de Mello ","PRR","PRR PST PSL",39916,0.0603360009042842,"Presidente",1989,"Turno 2"
"Pará","Fernando Collor de Mello ","PRR","PRR PST PSL",1105829,1.67154272832908,"Presidente",1989,"Turno 2"
"Amapá","Fernando Collor de Mello ","PRR","PRR PST PSL",53780,0.0812924673973446,"Presidente",1989,"Turno 2"
"Tocantins","Fernando Collor de Mello ","PRR","PRR PST PSL",227029,0.343171208269835,"Presidente",1989,"Turno 2"
"Maranhão","Fernando Collor de Mello ","PRR","PRR PST PSL",867254,1.31091888286011,"Presidente",1989,"Turno 2"
"Piauí","Fernando Collor de Mello ","PRR","PRR PST PSL",590593,0.892725217508366,"Presidente",1989,"Turno 2"
"Ceará","Fernando Collor de Mello ","PRR","PRR PST PSL",1478449,2.2347855546883,"Presidente",1989,"Turno 2"
"R. G. do Norte","Fernando Collor de Mello ","PRR","PRR PST PSL",535195,0.808987022847189,"Presidente",1989,"Turno 2"
"Paraíba","Fernando Collor de Mello ","PRR","PRR PST PSL",740208,1.11887941069642,"Presidente",1989,"Turno 2"
"Pernambuco","Fernando Collor de Mello ","PRR","PRR PST PSL",1455753,2.20047886372418,"Presidente",1989,"Turno 2"
"Alagoas","Fernando Collor de Mello ","PRR","PRR PST PSL",682989,1.03238863918269,"Presidente",1989,"Turno 2"
"Sergipe","Fernando Collor de Mello ","PRR","PRR PST PSL",403480,0.609890010142815,"Presidente",1989,"Turno 2"
"Bahia","Fernando Collor de Mello ","PRR","PRR PST PSL",2118307,3.20197848149994,"Presidente",1989,"Turno 2"
"Minas Gerais","Fernando Collor de Mello ","PRR","PRR PST PSL",4186656,6.32844173268682,"Presidente",1989,"Turno 2"
"Espírito Santo","Fernando Collor de Mello ","PRR","PRR PST PSL",689981,1.04295756688894,"Presidente",1989,"Turno 2"
"Rio de Janeiro","Fernando Collor de Mello ","PRR","PRR PST PSL",1941598,2.93486969345016,"Presidente",1989,"Turno 2"
"São Paulo","Fernando Collor de Mello ","PRR","PRR PST PSL",9270503,14.013054348912,"Presidente",1989,"Turno 2"
"Paraná","Fernando Collor de Mello ","PRR","PRR PST PSL",2793426,4.22247103071578,"Presidente",1989,"Turno 2"
"Santa Catarina","Fernando Collor de Mello ","PRR","PRR PST PSL",1167689,1.7650487163023,"Presidente",1989,"Turno 2"
"R. G. do Sul","Fernando Collor de Mello ","PRR","PRR PST PSL",1532826,2.31698043195988,"Presidente",1989,"Turno 2"
"M. G. do Sul","Fernando Collor de Mello ","PRR","PRR PST PSL",579064,0.875298277072814,"Presidente",1989,"Turno 2"
"Mato Grosso","Fernando Collor de Mello ","PRR","PRR PST PSL",475046,0.718067338550371,"Presidente",1989,"Turno 2"
"Goiás","Fernando Collor de Mello ","PRR","PRR PST PSL",1160446,1.75410038343955,"Presidente",1989,"Turno 2"
"Distrito Federal","Fernando Collor de Mello ","PRR","PRR PST PSL",268962,0.406556054595102,"Presidente",1989,"Turno 2"
"Rondônia","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",136123,0.205760032345272,"Presidente",1989,"Turno 2"
"Acre","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",39695,0.0600019429776421,"Presidente",1989,"Turno 2"
"Amazonas","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",197431,0.29843163128905,"Presidente",1989,"Turno 2"
"Roraima","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",12364,0.0186891050000143,"Presidente",1989,"Turno 2"
"Pará","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",419656,0.634341236483824,"Presidente",1989,"Turno 2"
"Amapá","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",29926,0.0452353733605975,"Presidente",1989,"Turno 2"
"Tocantins","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",62576,0.0945882751925666,"Presidente",1989,"Turno 2"
"Maranhão","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",521854,0.788821109728037,"Presidente",1989,"Turno 2"
"Piauí","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",411812,0.622484447449521,"Presidente",1989,"Turno 2"
"Ceará","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",1119521,1.69223920403761,"Presidente",1989,"Turno 2"
"R. G. do Norte","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",482465,0.729281708494977,"Presidente",1989,"Turno 2"
"Paraíba","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",606446,0.916688205341205,"Presidente",1989,"Turno 2"
"Pernambuco","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",1509085,2.28109414582227,"Presidente",1989,"Turno 2"
"Alagoas","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",214890,0.324822207493778,"Presidente",1989,"Turno 2"
"Sergipe","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",208829,0.315660555487543,"Presidente",1989,"Turno 2"
"Bahia","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",1980907,2.99428816873692,"Presidente",1989,"Turno 2"
"Minas Gerais","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",3355121,5.07151477327345,"Presidente",1989,"Turno 2"
"Espírito Santo","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",473597,0.715877067348088,"Presidente",1989,"Turno 2"
"Rio de Janeiro","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",5228265,7.90291115762696,"Presidente",1989,"Turno 2"
"São Paulo","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",6739378,10.1870707761878,"Presidente",1989,"Turno 2"
"Paraná","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",1357994,2.05270886892506,"Presidente",1989,"Turno 2"
"Santa Catarina","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",1152730,1.74243707591932,"Presidente",1989,"Turno 2"
"R. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",3366802,5.08917147300696,"Presidente",1989,"Turno 2"
"M. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",215859,0.326286923018286,"Presidente",1989,"Turno 2"
"Mato Grosso","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",240486,0.363512464011116,"Presidente",1989,"Turno 2"
"Goiás","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",535142,0.808906909407768,"Presidente",1989,"Turno 2"
"Distrito Federal","Luiz Inácio Lula da Silva ","PT","PT PSB PCdoB",451780,0.682899050218898,"Presidente",1989,"Turno 2"
"Rondônia","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",259418,0.409916102127003,"Presidente",1994,"Turno 1"
"Acre","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",90132,0.142420950423297,"Presidente",1994,"Turno 1"
"Amazonas","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",419742,0.663250061826829,"Presidente",1994,"Turno 1"
"Roraima","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",60693,0.0959032834513957,"Presidente",1994,"Turno 1"
"Pará","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",809793,1.27958426203938,"Presidente",1994,"Turno 1"
"Amapá","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",76397,0.120717762276313,"Presidente",1994,"Turno 1"
"Tocantins","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",234699,0.37085668401231,"Presidente",1994,"Turno 1"
"Maranhão","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",785417,1.24106683107681,"Presidente",1994,"Turno 1"
"Piauí","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",476404,0.752783811137672,"Presidente",1994,"Turno 1"
"Ceará","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",1517698,2.39817147756111,"Presidente",1994,"Turno 1"
"R. G. do Norte","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",606681,0.95863938028399,"Presidente",1994,"Turno 1"
"Paraíba","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",761876,1.20386881490148,"Presidente",1994,"Turno 1"
"Pernambuco","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",1381756,2.18336442964867,"Presidente",1994,"Turno 1"
"Alagoas","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",525036,0.829629056566441,"Presidente",1994,"Turno 1"
"Sergipe","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",270984,0.428191972102104,"Presidente",1994,"Turno 1"
"Bahia","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",1951179,3.0831310480848,"Presidente",1994,"Turno 1"
"Minas Gerais","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",4536780,7.16873607000186,"Presidente",1994,"Turno 1"
"Espírito Santo","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",714958,1.12973192509586,"Presidente",1994,"Turno 1"
"Rio de Janeiro","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",3102664,4.9026356424372,"Presidente",1994,"Turno 1"
"São Paulo","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",8679287,13.7144665993939,"Presidente",1994,"Turno 1"
"Paraná","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",2382093,3.76403440572365,"Presidente",1994,"Turno 1"
"Santa Catarina","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",789001,1.24673004376839,"Presidente",1994,"Turno 1"
"R. G. do Sul","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",1422390,2.2475717355944,"Presidente",1994,"Turno 1"
"M. G. do Sul","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",512527,0.809863116957367,"Presidente",1994,"Turno 1"
"Mato Grosso","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",495956,0.783678658946178,"Presidente",1994,"Turno 1"
"Goiás","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",1171550,1.85121005268289,"Presidente",1994,"Turno 1"
"Distrito Federal","Fernando Henrique Cardoso ","PSDB","PSDB PFL PTB",315106,0.497910797542311,"Presidente",1994,"Turno 1"
"Rondônia","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",89838,0.141956390007192,"Presidente",1994,"Turno 1"
"Acre","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",39656,0.0626619315003138,"Presidente",1994,"Turno 1"
"Amazonas","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",161390,0.255018386242577,"Presidente",1994,"Turno 1"
"Roraima","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",11575,0.0182900912123293,"Presidente",1994,"Turno 1"
"Pará","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",453794,0.717056902946677,"Presidente",1994,"Turno 1"
"Amapá","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",34623,0.0547090996150738,"Presidente",1994,"Turno 1"
"Tocantins","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",54989,0.0868901793239549,"Presidente",1994,"Turno 1"
"Maranhão","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",292057,0.461490209002097,"Presidente",1994,"Turno 1"
"Piauí","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",296077,0.467842361630483,"Presidente",1994,"Turno 1"
"Ceará","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",669425,1.05778352568584,"Presidente",1994,"Turno 1"
"R. G. do Norte","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",227252,0.359089400275099,"Presidente",1994,"Turno 1"
"Paraíba","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",311142,0.491647132612231,"Presidente",1994,"Turno 1"
"Pernambuco","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",949865,1.50091727770188,"Presidente",1994,"Turno 1"
"Alagoas","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",84929,0.1341994951682,"Presidente",1994,"Turno 1"
"Sergipe","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",211320,0.333914650107079,"Presidente",1994,"Turno 1"
"Bahia","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",1310823,2.07128053850706,"Presidente",1994,"Turno 1"
"Minas Gerais","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",1532740,2.42193990538105,"Presidente",1994,"Turno 1"
"Espírito Santo","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",331798,0.524286452187339,"Presidente",1994,"Turno 1"
"Rio de Janeiro","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",1689772,2.67007205253047,"Presidente",1994,"Turno 1"
"São Paulo","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",4205530,6.64531553314794,"Presidente",1994,"Turno 1"
"Paraná","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",898231,1.41932845958892,"Presidente",1994,"Turno 1"
"Santa Catarina","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",630999,0.997065163273314,"Presidente",1994,"Turno 1"
"R. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",1610379,2.54462019839479,"Presidente",1994,"Turno 1"
"M. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",179296,0.283312327775879,"Presidente",1994,"Turno 1"
"Mato Grosso","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",147307,0.232765310256121,"Presidente",1994,"Turno 1"
"Goiás","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",322907,0.510237449943813,"Presidente",1994,"Turno 1"
"Distrito Federal","Luiz Inácio Lula da Silva ","PT","PT PPS PV PSTU",364541,0.576024893359287,"Presidente",1994,"Turno 1"
"Rondônia","Êneas Carneiro ","PRONA","PRONA",25811,0.0407849282316573,"Presidente",1994,"Turno 1"
"Acre","Êneas Carneiro ","PRONA","PRONA",12636,0.0199666170677316,"Presidente",1994,"Turno 1"
"Amazonas","Êneas Carneiro ","PRONA","PRONA",59444,0.0939296917516808,"Presidente",1994,"Turno 1"
"Roraima","Êneas Carneiro ","PRONA","PRONA",7313,0.0115555453162648,"Presidente",1994,"Turno 1"
"Pará","Êneas Carneiro ","PRONA","PRONA",115955,0.183224840304592,"Presidente",1994,"Turno 1"
"Amapá","Êneas Carneiro ","PRONA","PRONA",11727,0.018530272107731,"Presidente",1994,"Turno 1"
"Tocantins","Êneas Carneiro ","PRONA","PRONA",12566,0.0198560074448493,"Presidente",1994,"Turno 1"
"Maranhão","Êneas Carneiro ","PRONA","PRONA",72687,0.114855452263549,"Presidente",1994,"Turno 1"
"Piauí","Êneas Carneiro ","PRONA","PRONA",27083,0.0427948630931763,"Presidente",1994,"Turno 1"
"Ceará","Êneas Carneiro ","PRONA","PRONA",74382,0.117533785274772,"Presidente",1994,"Turno 1"
"R. G. do Norte","Êneas Carneiro ","PRONA","PRONA",41383,0.0653908289105681,"Presidente",1994,"Turno 1"
"Paraíba","Êneas Carneiro ","PRONA","PRONA",44088,0.0696651007662355,"Presidente",1994,"Turno 1"
"Pernambuco","Êneas Carneiro ","PRONA","PRONA",99061,0.156529997890675,"Presidente",1994,"Turno 1"
"Alagoas","Êneas Carneiro ","PRONA","PRONA",31131,0.0491912595707149,"Presidente",1994,"Turno 1"
"Sergipe","Êneas Carneiro ","PRONA","PRONA",32999,0.0521429563642036,"Presidente",1994,"Turno 1"
"Bahia","Êneas Carneiro ","PRONA","PRONA",164451,0.259855187037475,"Presidente",1994,"Turno 1"
"Minas Gerais","Êneas Carneiro ","PRONA","PRONA",478926,0.756768917836375,"Presidente",1994,"Turno 1"
"Espírito Santo","Êneas Carneiro ","PRONA","PRONA",79532,0.125671493243972,"Presidente",1994,"Turno 1"
"Rio de Janeiro","Êneas Carneiro ","PRONA","PRONA",767702,1.21307469580023,"Presidente",1994,"Turno 1"
"São Paulo","Êneas Carneiro ","PRONA","PRONA",1380690,2.18168000310592,"Presidente",1994,"Turno 1"
"Paraná","Êneas Carneiro ","PRONA","PRONA",256071,0.404627382015757,"Presidente",1994,"Turno 1"
"Santa Catarina","Êneas Carneiro ","PRONA","PRONA",162721,0.257121549214812,"Presidente",1994,"Turno 1"
"R. G. do Sul","Êneas Carneiro ","PRONA","PRONA",450153,0.711303622419325,"Presidente",1994,"Turno 1"
"M. G. do Sul","Êneas Carneiro ","PRONA","PRONA",49527,0.0782594684641931,"Presidente",1994,"Turno 1"
"Mato Grosso","Êneas Carneiro ","PRONA","PRONA",40304,0.0636858605807103,"Presidente",1994,"Turno 1"
"Goiás","Êneas Carneiro ","PRONA","PRONA",93314,0.147448947852035,"Presidente",1994,"Turno 1"
"Distrito Federal","Êneas Carneiro ","PRONA","PRONA",79237,0.125205352690397,"Presidente",1994,"Turno 1"
"Rondônia","Orestes Quércia ","PMDB","PMDB PSD",17085,0.026996648670639,"Presidente",1994,"Turno 1"
"Acre","Orestes Quércia ","PMDB","PMDB PSD",17708,0.0279810743142918,"Presidente",1994,"Turno 1"
"Amazonas","Orestes Quércia ","PMDB","PMDB PSD",31066,0.0490885506351813,"Presidente",1994,"Turno 1"
"Roraima","Orestes Quércia ","PMDB","PMDB PSD",2242,0.00354266820717429,"Presidente",1994,"Turno 1"
"Pará","Orestes Quércia ","PMDB","PMDB PSD",59021,0.0932612936019776,"Presidente",1994,"Turno 1"
"Amapá","Orestes Quércia ","PMDB","PMDB PSD",2955,0.00466930622310438,"Presidente",1994,"Turno 1"
"Tocantins","Orestes Quércia ","PMDB","PMDB PSD",30950,0.0489052546886906,"Presidente",1994,"Turno 1"
"Maranhão","Orestes Quércia ","PMDB","PMDB PSD",48771,0.0770648845370639,"Presidente",1994,"Turno 1"
"Piauí","Orestes Quércia ","PMDB","PMDB PSD",82867,0.130941251705581,"Presidente",1994,"Turno 1"
"Ceará","Orestes Quércia ","PMDB","PMDB PSD",110705,0.174929118588416,"Presidente",1994,"Turno 1"
"R. G. do Norte","Orestes Quércia ","PMDB","PMDB PSD",37590,0.0593973674878151,"Presidente",1994,"Turno 1"
"Paraíba","Orestes Quércia ","PMDB","PMDB PSD",56408,0.0891323943935269,"Presidente",1994,"Turno 1"
"Pernambuco","Orestes Quércia ","PMDB","PMDB PSD",62823,0.0992689762619582,"Presidente",1994,"Turno 1"
"Alagoas","Orestes Quércia ","PMDB","PMDB PSD",24675,0.0389898920660239,"Presidente",1994,"Turno 1"
"Sergipe","Orestes Quércia ","PMDB","PMDB PSD",35268,0.055728288283061,"Presidente",1994,"Turno 1"
"Bahia","Orestes Quércia ","PMDB","PMDB PSD",167417,0.264541874772747,"Presidente",1994,"Turno 1"
"Minas Gerais","Orestes Quércia ","PMDB","PMDB PSD",232528,0.367426205565487,"Presidente",1994,"Turno 1"
"Espírito Santo","Orestes Quércia ","PMDB","PMDB PSD",31403,0.0496210569624863,"Presidente",1994,"Turno 1"
"Rio de Janeiro","Orestes Quércia ","PMDB","PMDB PSD",152738,0.24134703685432,"Presidente",1994,"Turno 1"
"São Paulo","Orestes Quércia ","PMDB","PMDB PSD",895318,1.41472551913955,"Presidente",1994,"Turno 1"
"Paraná","Orestes Quércia ","PMDB","PMDB PSD",102058,0.161265669887508,"Presidente",1994,"Turno 1"
"Santa Catarina","Orestes Quércia ","PMDB","PMDB PSD",191772,0.303026122848451,"Presidente",1994,"Turno 1"
"R. G. do Sul","Orestes Quércia ","PMDB","PMDB PSD",179210,0.283176435953481,"Presidente",1994,"Turno 1"
"M. G. do Sul","Orestes Quércia ","PMDB","PMDB PSD",31206,0.049309769880946,"Presidente",1994,"Turno 1"
"Mato Grosso","Orestes Quércia ","PMDB","PMDB PSD",39214,0.0619635107386854,"Presidente",1994,"Turno 1"
"Goiás","Orestes Quércia ","PMDB","PMDB PSD",107628,0.170067035594003,"Presidente",1994,"Turno 1"
"Distrito Federal","Orestes Quércia ","PMDB","PMDB PSD",21162,0.0334388691348003,"Presidente",1994,"Turno 1"
"Rondônia","Leonel Brizola ","PDT","PDT",8143,0.0128670594161553,"Presidente",1994,"Turno 1"
"Acre","Leonel Brizola ","PDT","PDT",2238,0.0035363476572953,"Presidente",1994,"Turno 1"
"Amazonas","Leonel Brizola ","PDT","PDT",5970,0.00943342069439362,"Presidente",1994,"Turno 1"
"Roraima","Leonel Brizola ","PDT","PDT",1316,0.00207946091018794,"Presidente",1994,"Turno 1"
"Pará","Leonel Brizola ","PDT","PDT",11093,0.017528464951911,"Presidente",1994,"Turno 1"
"Amapá","Leonel Brizola ","PDT","PDT",1013,0.0016006792568544,"Presidente",1994,"Turno 1"
"Tocantins","Leonel Brizola ","PDT","PDT",3847,0.00607878884611931,"Presidente",1994,"Turno 1"
"Maranhão","Leonel Brizola ","PDT","PDT",21191,0.033484693121423,"Presidente",1994,"Turno 1"
"Piauí","Leonel Brizola ","PDT","PDT",9257,0.0146273325574542,"Presidente",1994,"Turno 1"
"Ceará","Leonel Brizola ","PDT","PDT",26119,0.0412716105723395,"Presidente",1994,"Turno 1"
"R. G. do Norte","Leonel Brizola ","PDT","PDT",11670,0.0184402042719554,"Presidente",1994,"Turno 1"
"Paraíba","Leonel Brizola ","PDT","PDT",15985,0.0252584974539166,"Presidente",1994,"Turno 1"
"Pernambuco","Leonel Brizola ","PDT","PDT",29236,0.046196899065543,"Presidente",1994,"Turno 1"
"Alagoas","Leonel Brizola ","PDT","PDT",6339,0.0100164914207305,"Presidente",1994,"Turno 1"
"Sergipe","Leonel Brizola ","PDT","PDT",9522,0.0150460689869374,"Presidente",1994,"Turno 1"
"Bahia","Leonel Brizola ","PDT","PDT",35636,0.0563097788719282,"Presidente",1994,"Turno 1"
"Minas Gerais","Leonel Brizola ","PDT","PDT",66834,0.105606907653116,"Presidente",1994,"Turno 1"
"Espírito Santo","Leonel Brizola ","PDT","PDT",11388,0.0179946055054865,"Presidente",1994,"Turno 1"
"Rio de Janeiro","Leonel Brizola ","PDT","PDT",702182,1.10954408878236,"Presidente",1994,"Turno 1"
"São Paulo","Leonel Brizola ","PDT","PDT",67747,0.107049573162996,"Presidente",1994,"Turno 1"
"Paraná","Leonel Brizola ","PDT","PDT",109908,0.173669749025028,"Presidente",1994,"Turno 1"
"Santa Catarina","Leonel Brizola ","PDT","PDT",67654,0.106902620378309,"Presidente",1994,"Turno 1"
