"estado","nome","partido","coligacao","votos","porcentagem","cargo","ano","turno"
"Piauí","Sérgio Bueno ","PSC","PSC",3770,0.00556855714356593,"Presidente",1998,"Turno 1"
"Ceará","Sérgio Bueno ","PSC","PSC",5986,0.00884174617012881,"Presidente",1998,"Turno 1"
"R. G. do Norte","Sérgio Bueno ","PSC","PSC",2175,0.00321262912128803,"Presidente",1998,"Turno 1"
"Paraíba","Sérgio Bueno ","PSC","PSC",2200,0.00324955589279709,"Presidente",1998,"Turno 1"
"Pernambuco","Sérgio Bueno ","PSC","PSC",9435,0.0139361635675184,"Presidente",1998,"Turno 1"
"Alagoas","Sérgio Bueno ","PSC","PSC",467,0.000689792091789201,"Presidente",1998,"Turno 1"
"Sergipe","Sérgio Bueno ","PSC","PSC",2198,0.00324660175107637,"Presidente",1998,"Turno 1"
"Bahia","Sérgio Bueno ","PSC","PSC",15688,0.023172287657364,"Presidente",1998,"Turno 1"
"Minas Gerais","Sérgio Bueno ","PSC","PSC",14230,0.0210187183429557,"Presidente",1998,"Turno 1"
"Espírito Santo","Sérgio Bueno ","PSC","PSC",2263,0.00334261135699992,"Presidente",1998,"Turno 1"
"Rio de Janeiro","Sérgio Bueno ","PSC","PSC",11041,0.0163083393692603,"Presidente",1998,"Turno 1"
"São Paulo","Sérgio Bueno ","PSC","PSC",17084,0.0252342785784298,"Presidente",1998,"Turno 1"
"Paraná","Sérgio Bueno ","PSC","PSC",9243,0.0136525659623289,"Presidente",1998,"Turno 1"
"Santa Catarina","Sérgio Bueno ","PSC","PSC",2962,0.00437508388839318,"Presidente",1998,"Turno 1"
"R. G. do Sul","Sérgio Bueno ","PSC","PSC",4517,0.00667192907625658,"Presidente",1998,"Turno 1"
"M. G. do Sul","Sérgio Bueno ","PSC","PSC",812,0.0011993815386142,"Presidente",1998,"Turno 1"
"Mato Grosso","Sérgio Bueno ","PSC","PSC",1114,0.00164545693844362,"Presidente",1998,"Turno 1"
"Goiás","Sérgio Bueno ","PSC","PSC",2842,0.0041978353851497,"Presidente",1998,"Turno 1"
"Distrito Federal","Sérgio Bueno ","PSC","PSC",1409,0.0020811928422505,"Presidente",1998,"Turno 1"
"Rondônia","Vasco Neto ","PSN","PSN",607,0.000896582012239925,"Presidente",1998,"Turno 1"
"Acre","Vasco Neto ","PSN","PSN",603,0.000890673728798476,"Presidente",1998,"Turno 1"
"Amazonas","Vasco Neto ","PSN","PSN",959,0.00141651095508746,"Presidente",1998,"Turno 1"
"Roraima","Vasco Neto ","PSN","PSN",42,0.0000620369761352172,"Presidente",1998,"Turno 1"
"Pará","Vasco Neto ","PSN","PSN",3028,0.00447257056517709,"Presidente",1998,"Turno 1"
"Amapá","Vasco Neto ","PSN","PSN",102,0.000150661227756956,"Presidente",1998,"Turno 1"
"Tocantins","Vasco Neto ","PSN","PSN",854,0.00126141851474942,"Presidente",1998,"Turno 1"
"Maranhão","Vasco Neto ","PSN","PSN",4638,0.00685065465036042,"Presidente",1998,"Turno 1"
"Piauí","Vasco Neto ","PSN","PSN",4251,0.0062790282274002,"Presidente",1998,"Turno 1"
"Ceará","Vasco Neto ","PSN","PSN",6030,0.00890673728798476,"Presidente",1998,"Turno 1"
"R. G. do Norte","Vasco Neto ","PSN","PSN",2699,0.00398661425211789,"Presidente",1998,"Turno 1"
"Paraíba","Vasco Neto ","PSN","PSN",3663,0.00541051056150716,"Presidente",1998,"Turno 1"
"Pernambuco","Vasco Neto ","PSN","PSN",6233,0.00920658267263831,"Presidente",1998,"Turno 1"
"Alagoas","Vasco Neto ","PSN","PSN",1173,0.001732604119205,"Presidente",1998,"Turno 1"
"Sergipe","Vasco Neto ","PSN","PSN",2190,0.00323478518419347,"Presidente",1998,"Turno 1"
"Bahia","Vasco Neto ","PSN","PSN",10669,0.0157588690092055,"Presidente",1998,"Turno 1"
"Minas Gerais","Vasco Neto ","PSN","PSN",14139,0.0208843048946628,"Presidente",1998,"Turno 1"
"Espírito Santo","Vasco Neto ","PSN","PSN",2336,0.00345043752980637,"Presidente",1998,"Turno 1"
"Rio de Janeiro","Vasco Neto ","PSN","PSN",6676,0.00986092506377881,"Presidente",1998,"Turno 1"
"São Paulo","Vasco Neto ","PSN","PSN",17647,0.0260658694728138,"Presidente",1998,"Turno 1"
"Paraná","Vasco Neto ","PSN","PSN",7263,0.0107279656588115,"Presidente",1998,"Turno 1"
"Santa Catarina","Vasco Neto ","PSN","PSN",3085,0.00455676360421774,"Presidente",1998,"Turno 1"
"R. G. do Sul","Vasco Neto ","PSN","PSN",4889,0.00722139943631136,"Presidente",1998,"Turno 1"
"M. G. do Sul","Vasco Neto ","PSN","PSN",1425,0.0021048259760163,"Presidente",1998,"Turno 1"
"Mato Grosso","Vasco Neto ","PSN","PSN",810,0.00119642739689347,"Presidente",1998,"Turno 1"
"Goiás","Vasco Neto ","PSN","PSN",2471,0.00364984209595528,"Presidente",1998,"Turno 1"
"Distrito Federal","Vasco Neto ","PSN","PSN",487,0.000719333508996447,"Presidente",1998,"Turno 1"
"Rondônia","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",283279,0.334111829539525,"Presidente",2002,"Turno 1"
"Acre","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",123999,0.14624992587192,"Presidente",2002,"Turno 1"
"Amazonas","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",530246,0.625395674109323,"Presidente",2002,"Turno 1"
"Roraima","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",71952,0.0848633833041908,"Presidente",2002,"Turno 1"
"Pará","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",1070416,1.26249615442154,"Presidente",2002,"Turno 1"
"Amapá","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",116507,0.13741352844426,"Presidente",2002,"Turno 1"
"Tocantins","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",225291,0.265718207804987,"Presidente",2002,"Turno 1"
"Maranhão","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",843132,0.994427313931913,"Presidente",2002,"Turno 1"
"Piauí","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",615576,0.726037664566108,"Presidente",2002,"Turno 1"
"Ceará","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",1353339,1.59618810175548,"Presidente",2002,"Turno 1"
"R. G. do Norte","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",581544,0.685898812823165,"Presidente",2002,"Turno 1"
"Paraíba","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",754329,0.889689113081874,"Presidente",2002,"Turno 1"
"Pernambuco","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",1657476,1.95490078254249,"Presidente",2002,"Turno 1"
"Alagoas","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",307751,0.362975192840338,"Presidente",2002,"Turno 1"
"Sergipe","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",357557,0.421718600512794,"Presidente",2002,"Turno 1"
"Bahia","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",2899280,3.41953955339913,"Presidente",2002,"Turno 1"
"Minas Gerais","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",4990085,5.88552779735787,"Presidente",2002,"Turno 1"
"Espírito Santo","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",717646,0.846423554240596,"Presidente",2002,"Turno 1"
"Rio de Janeiro","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",3284258,3.87359969874159,"Presidente",2002,"Turno 1"
"São Paulo","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",9106914,10.7410986977471,"Presidente",2002,"Turno 1"
"Paraná","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",2540328,2.99617562795153,"Presidente",2002,"Turno 1"
"Santa Catarina","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",1719739,2.02833652907724,"Presidente",2002,"Turno 1"
"R. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",2667451,3.1461101381219,"Presidente",2002,"Turno 1"
"M. G. do Sul","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",446438,0.526548798025855,"Presidente",2002,"Turno 1"
"Mato Grosso","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",509151,0.600515294539583,"Presidente",2002,"Turno 1"
"Goiás","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",1069398,1.26129548002467,"Presidente",2002,"Turno 1"
"Distrito Federal","Luiz Inácio Lula da Silva ","PT","PT PCB PL PMN PCdoB",592977,0.699383400622209,"Presidente",2002,"Turno 1"
"Acre","José Serra ","PSDB","PSDB PMDB",50250,0.0592670809850399,"Presidente",2002,"Turno 1"
"Amazonas","José Serra ","PSDB","PSDB PMDB",166145,0.1959587894579,"Presidente",2002,"Turno 1"
"Roraima","José Serra ","PSDB","PSDB PMDB",19195,0.0226394352140864,"Presidente",2002,"Turno 1"
"Pará","José Serra ","PSDB","PSDB PMDB",673488,0.794341648526419,"Presidente",2002,"Turno 1"
"Amapá","José Serra ","PSDB","PSDB PMDB",20537,0.0242222495958162,"Presidente",2002,"Turno 1"
"Tocantins","José Serra ","PSDB","PSDB PMDB",177547,0.209406814480614,"Presidente",2002,"Turno 1"
"Maranhão","José Serra ","PSDB","PSDB PMDB",248621,0.293234645603614,"Presidente",2002,"Turno 1"
"Piauí","José Serra ","PSDB","PSDB PMDB",358229,0.422511187148057,"Presidente",2002,"Turno 1"
"Ceará","José Serra ","PSDB","PSDB PMDB",293425,0.346078472398713,"Presidente",2002,"Turno 1"
"R. G. do Norte","José Serra ","PSDB","PSDB PMDB",296856,0.350125146127264,"Presidente",2002,"Turno 1"
"Paraíba","José Serra ","PSDB","PSDB PMDB",466346,0.550029177095511,"Presidente",2002,"Turno 1"
"Pernambuco","José Serra ","PSDB","PSDB PMDB",1015496,1.19772106809919,"Presidente",2002,"Turno 1"
"Alagoas","José Serra ","PSDB","PSDB PMDB",314739,0.371217150291552,"Presidente",2002,"Turno 1"
"Sergipe","José Serra ","PSDB","PSDB PMDB",160348,0.189121550284362,"Presidente",2002,"Turno 1"
"Bahia","José Serra ","PSDB","PSDB PMDB",884291,1.04297206589735,"Presidente",2002,"Turno 1"
"Minas Gerais","José Serra ","PSDB","PSDB PMDB",2151597,2.53768902778446,"Presidente",2002,"Turno 1"
"Espírito Santo","José Serra ","PSDB","PSDB PMDB",334697,0.394756501581092,"Presidente",2002,"Turno 1"
"Rio de Janeiro","José Serra ","PSDB","PSDB PMDB",721081,0.850474945746737,"Presidente",2002,"Turno 1"
"São Paulo","José Serra ","PSDB","PSDB PMDB",5633365,6.64424078951819,"Presidente",2002,"Turno 1"
"Paraná","José Serra ","PSDB","PSDB PMDB",1367384,1.61275339832135,"Presidente",2002,"Turno 1"
"Santa Catarina","José Serra ","PSDB","PSDB PMDB",707239,0.834149076393604,"Presidente",2002,"Turno 1"
"R. G. do Sul","José Serra ","PSDB","PSDB PMDB",1913186,2.25649650948148,"Presidente",2002,"Turno 1"
"M. G. do Sul","José Serra ","PSDB","PSDB PMDB",308905,0.364336271675298,"Presidente",2002,"Turno 1"
"Mato Grosso","José Serra ","PSDB","PSDB PMDB",372068,0.438833518167996,"Presidente",2002,"Turno 1"
"Goiás","José Serra ","PSDB","PSDB PMDB",709025,0.836255564087918,"Presidente",2002,"Turno 1"
"Distrito Federal","José Serra ","PSDB","PSDB PMDB",202410,0.238731340540934,"Presidente",2002,"Turno 1"
"Rondônia","Anthony Garotinho ","PSB","PSB PGT PTC",154074,0.181721716133115,"Presidente",2002,"Turno 1"
"Acre","Anthony Garotinho ","PSB","PSB PGT PTC",46229,0.054524535061839,"Presidente",2002,"Turno 1"
"Amazonas","Anthony Garotinho ","PSB","PSB PGT PTC",249007,0.293689911141131,"Presidente",2002,"Turno 1"
"Roraima","Anthony Garotinho ","PSB","PSB PGT PTC",39974,0.0471471103541489,"Presidente",2002,"Turno 1"
"Pará","Anthony Garotinho ","PSB","PSB PGT PTC",510470,0.602070981700165,"Presidente",2002,"Turno 1"
"Amapá","Anthony Garotinho ","PSB","PSB PGT PTC",61026,0.0719767738147869,"Presidente",2002,"Turno 1"
"Tocantins","Anthony Garotinho ","PSB","PSB PGT PTC",72256,0.0852219344010954,"Presidente",2002,"Turno 1"
"Maranhão","Anthony Garotinho ","PSB","PSB PGT PTC",508006,0.599164830704202,"Presidente",2002,"Turno 1"
"Piauí","Anthony Garotinho ","PSB","PSB PGT PTC",141574,0.166978661161712,"Presidente",2002,"Turno 1"
"Ceará","Anthony Garotinho ","PSB","PSB PGT PTC",256879,0.302974497439922,"Presidente",2002,"Turno 1"
"R. G. do Norte","Anthony Garotinho ","PSB","PSB PGT PTC",229896,0.271149549256452,"Presidente",2002,"Turno 1"
"Paraíba","Anthony Garotinho ","PSB","PSB PGT PTC",215207,0.253824690498457,"Presidente",2002,"Turno 1"
"Pernambuco","Anthony Garotinho ","PSB","PSB PGT PTC",651445,0.768343155667648,"Presidente",2002,"Turno 1"
"Alagoas","Anthony Garotinho ","PSB","PSB PGT PTC",281015,0.331441567423104,"Presidente",2002,"Turno 1"
"Sergipe","Anthony Garotinho ","PSB","PSB PGT PTC",151155,0.178278917936193,"Presidente",2002,"Turno 1"
"Bahia","Anthony Garotinho ","PSB","PSB PGT PTC",703738,0.830019841557214,"Presidente",2002,"Turno 1"
"Minas Gerais","Anthony Garotinho ","PSB","PSB PGT PTC",1359073,1.60295103593196,"Presidente",2002,"Turno 1"
"Espírito Santo","Anthony Garotinho ","PSB","PSB PGT PTC",436028,0.514270781845671,"Presidente",2002,"Turno 1"
"Rio de Janeiro","Anthony Garotinho ","PSB","PSB PGT PTC",3449001,4.0679049071539,"Presidente",2002,"Turno 1"
"São Paulo","Anthony Garotinho ","PSB","PSB PGT PTC",2781712,3.2808746344489,"Presidente",2002,"Turno 1"
"Paraná","Anthony Garotinho ","PSB","PSB PGT PTC",722438,0.852075451794433,"Presidente",2002,"Turno 1"
"Santa Catarina","Anthony Garotinho ","PSB","PSB PGT PTC",373683,0.440738320870302,"Presidente",2002,"Turno 1"
"R. G. do Sul","Anthony Garotinho ","PSB","PSB PGT PTC",709904,0.837292295713507,"Presidente",2002,"Turno 1"
"M. G. do Sul","Anthony Garotinho ","PSB","PSB PGT PTC",170957,0.201634275899691,"Presidente",2002,"Turno 1"
"Mato Grosso","Anthony Garotinho ","PSB","PSB PGT PTC",187598,0.22126141012202,"Presidente",2002,"Turno 1"
"Goiás","Anthony Garotinho ","PSB","PSB PGT PTC",493038,0.581510906959246,"Presidente",2002,"Turno 1"
"Distrito Federal","Anthony Garotinho ","PSB","PSB PGT PTC",220989,0.260644238006029,"Presidente",2002,"Turno 1"
"Rondônia","Ciro Gomes ","PPS","PPS PDT PTB",60663,0.0715486354984174,"Presidente",2002,"Turno 1"
"Acre","Ciro Gomes ","PPS","PPS PDT PTB",43995,0.0518896562773498,"Presidente",2002,"Turno 1"
"Amazonas","Ciro Gomes ","PPS","PPS PDT PTB",160132,0.188866790294456,"Presidente",2002,"Turno 1"
"Roraima","Ciro Gomes ","PPS","PPS PDT PTB",28063,0.0330987481329985,"Presidente",2002,"Turno 1"
"Pará","Ciro Gomes ","PPS","PPS PDT PTB",269687,0.31808082128582,"Presidente",2002,"Turno 1"
"Amapá","Ciro Gomes ","PPS","PPS PDT PTB",34007,0.040109365633,"Presidente",2002,"Turno 1"
"Tocantins","Ciro Gomes ","PPS","PPS PDT PTB",46562,0.0549172900462771,"Presidente",2002,"Turno 1"
"Maranhão","Ciro Gomes ","PPS","PPS PDT PTB",455860,0.5376615231411,"Presidente",2002,"Turno 1"
"Piauí","Ciro Gomes ","PPS","PPS PDT PTB",195854,0.230998903069532,"Presidente",2002,"Turno 1"
"Ceará","Ciro Gomes ","PPS","PPS PDT PTB",1529623,1.80410527796178,"Presidente",2002,"Turno 1"
"R. G. do Norte","Ciro Gomes ","PPS","PPS PDT PTB",218880,0.258156789771254,"Presidente",2002,"Turno 1"
"Paraíba","Ciro Gomes ","PPS","PPS PDT PTB",138789,0.163693908514084,"Presidente",2002,"Turno 1"
"Pernambuco","Ciro Gomes ","PPS","PPS PDT PTB",235145,0.277340452900044,"Presidente",2002,"Turno 1"
"Alagoas","Ciro Gomes ","PPS","PPS PDT PTB",168925,0.19923764488354,"Presidente",2002,"Turno 1"
"Sergipe","Ciro Gomes ","PPS","PPS PDT PTB",133887,0.157912272076498,"Presidente",2002,"Turno 1"
"Bahia","Ciro Gomes ","PPS","PPS PDT PTB",738949,0.871549258245059,"Presidente",2002,"Turno 1"
"Minas Gerais","Ciro Gomes ","PPS","PPS PDT PTB",862231,1.01695352248382,"Presidente",2002,"Turno 1"
"Espírito Santo","Ciro Gomes ","PPS","PPS PDT PTB",114308,0.13481993021369,"Presidente",2002,"Turno 1"
"Rio de Janeiro","Ciro Gomes ","PPS","PPS PDT PTB",657725,0.775750066485281,"Presidente",2002,"Turno 1"
"São Paulo","Ciro Gomes ","PPS","PPS PDT PTB",2087617,2.46222817521883,"Presidente",2002,"Turno 1"
"Paraná","Ciro Gomes ","PPS","PPS PDT PTB",409135,0.482551983657996,"Presidente",2002,"Turno 1"
"Santa Catarina","Ciro Gomes ","PPS","PPS PDT PTB",217695,0.256759148159965,"Presidente",2002,"Turno 1"
"R. G. do Sul","Ciro Gomes ","PPS","PPS PDT PTB",588560,0.694173794717514,"Presidente",2002,"Turno 1"
"M. G. do Sul","Ciro Gomes ","PPS","PPS PDT PTB",145271,0.171339067100054,"Presidente",2002,"Turno 1"
"Mato Grosso","Ciro Gomes ","PPS","PPS PDT PTB",181028,0.213512460429051,"Presidente",2002,"Turno 1"
"Goiás","Ciro Gomes ","PPS","PPS PDT PTB",259088,0.305579890114468,"Presidente",2002,"Turno 1"
"Distrito Federal","Ciro Gomes ","PPS","PPS PDT PTB",184558,0.217675899152975,"Presidente",2002,"Turno 1"
"Rondônia","José Maria ","PSTU","PSTU",2785,0.00328475264762858,"Presidente",2002,"Turno 1"
"Acre","José Maria ","PSTU","PSTU",366,0.000431676649562678,"Presidente",2002,"Turno 1"
"Amazonas","José Maria ","PSTU","PSTU",5216,0.00615198197846702,"Presidente",2002,"Turno 1"
"Roraima","José Maria ","PSTU","PSTU",693,0.00081735496761458,"Presidente",2002,"Turno 1"
"Pará","José Maria ","PSTU","PSTU",7584,0.0089449063122496,"Presidente",2002,"Turno 1"
"Amapá","José Maria ","PSTU","PSTU",1134,0.00133748994700568,"Presidente",2002,"Turno 1"
"Tocantins","José Maria ","PSTU","PSTU",881,0.00103909051438448,"Presidente",2002,"Turno 1"
"Maranhão","José Maria ","PSTU","PSTU",5985,0.00705897472030774,"Presidente",2002,"Turno 1"
"Piauí","José Maria ","PSTU","PSTU",1935,0.00228222490957318,"Presidente",2002,"Turno 1"
"Ceará","José Maria ","PSTU","PSTU",4456,0.00525560423620572,"Presidente",2002,"Turno 1"
"R. G. do Norte","José Maria ","PSTU","PSTU",3720,0.00438753315948952,"Presidente",2002,"Turno 1"
"Paraíba","José Maria ","PSTU","PSTU",3863,0.00455619370836237,"Presidente",2002,"Turno 1"
"Pernambuco","José Maria ","PSTU","PSTU",8838,0.0104239295869807,"Presidente",2002,"Turno 1"
"Alagoas","José Maria ","PSTU","PSTU",3329,0.00392637039998403,"Presidente",2002,"Turno 1"
"Sergipe","José Maria ","PSTU","PSTU",4324,0.00509991757570771,"Presidente",2002,"Turno 1"
"Bahia","José Maria ","PSTU","PSTU",15847,0.0186906553705458,"Presidente",2002,"Turno 1"
"Minas Gerais","José Maria ","PSTU","PSTU",43881,0.0517551996160106,"Presidente",2002,"Turno 1"
"Espírito Santo","José Maria ","PSTU","PSTU",8140,0.0096006773973776,"Presidente",2002,"Turno 1"
"Rio de Janeiro","José Maria ","PSTU","PSTU",59244,0.0698750038980637,"Presidente",2002,"Turno 1"
"São Paulo","José Maria ","PSTU","PSTU",130981,0.154484806656746,"Presidente",2002,"Turno 1"
"Paraná","José Maria ","PSTU","PSTU",25900,0.0305476099007469,"Presidente",2002,"Turno 1"
"Santa Catarina","José Maria ","PSTU","PSTU",18678,0.0220296624604692,"Presidente",2002,"Turno 1"
"R. G. do Sul","José Maria ","PSTU","PSTU",21930,0.0258652156418293,"Presidente",2002,"Turno 1"
"M. G. do Sul","José Maria ","PSTU","PSTU",4144,0.00488761758411951,"Presidente",2002,"Turno 1"
"Mato Grosso","José Maria ","PSTU","PSTU",2585,0.00304886376808613,"Presidente",2002,"Turno 1"
"Goiás","José Maria ","PSTU","PSTU",8907,0.0105053112504229,"Presidente",2002,"Turno 1"
"Distrito Federal","José Maria ","PSTU","PSTU",6684,0.00788340635430859,"Presidente",2002,"Turno 1"
"Rondônia","Rui Pimenta ","PCO","PCO",170,0.00020050554761108,"Presidente",2002,"Turno 1"
"Acre","Rui Pimenta ","PCO","PCO",50,0.0000589722198856118,"Presidente",2002,"Turno 1"
"Amazonas","Rui Pimenta ","PCO","PCO",296,0.000349115541722822,"Presidente",2002,"Turno 1"
"Roraima","Rui Pimenta ","PCO","PCO",140,0.000165122215679713,"Presidente",2002,"Turno 1"
"Pará","Rui Pimenta ","PCO","PCO",496,0.000585004421265269,"Presidente",2002,"Turno 1"
"Amapá","Rui Pimenta ","PCO","PCO",62,0.0000731255526581587,"Presidente",2002,"Turno 1"
"Tocantins","Rui Pimenta ","PCO","PCO",130,0.000153327771702591,"Presidente",2002,"Turno 1"
"Maranhão","Rui Pimenta ","PCO","PCO",788,0.000929402185397242,"Presidente",2002,"Turno 1"
"Piauí","Rui Pimenta ","PCO","PCO",423,0.000498904980232276,"Presidente",2002,"Turno 1"
"Ceará","Rui Pimenta ","PCO","PCO",652,0.000768997747308378,"Presidente",2002,"Turno 1"
"R. G. do Norte","Rui Pimenta ","PCO","PCO",514,0.00060623442042409,"Presidente",2002,"Turno 1"
"Paraíba","Rui Pimenta ","PCO","PCO",666,0.00078550996887635,"Presidente",2002,"Turno 1"
"Pernambuco","Rui Pimenta ","PCO","PCO",922,0.00108744773469068,"Presidente",2002,"Turno 1"
"Alagoas","Rui Pimenta ","PCO","PCO",427,0.000503622757823125,"Presidente",2002,"Turno 1"
"Sergipe","Rui Pimenta ","PCO","PCO",360,0.000424599983176405,"Presidente",2002,"Turno 1"
"Bahia","Rui Pimenta ","PCO","PCO",2942,0.0034699254180694,"Presidente",2002,"Turno 1"
"Minas Gerais","Rui Pimenta ","PCO","PCO",6264,0.00738803970726945,"Presidente",2002,"Turno 1"
"Espírito Santo","Rui Pimenta ","PCO","PCO",1177,0.0013882060561073,"Presidente",2002,"Turno 1"
"Rio de Janeiro","Rui Pimenta ","PCO","PCO",4696,0.00553867089165666,"Presidente",2002,"Turno 1"
"São Paulo","Rui Pimenta ","PCO","PCO",8814,0.0103956229214357,"Presidente",2002,"Turno 1"
"Paraná","Rui Pimenta ","PCO","PCO",2044,0.00241078434892381,"Presidente",2002,"Turno 1"
"Santa Catarina","Rui Pimenta ","PCO","PCO",1423,0.00167834937794451,"Presidente",2002,"Turno 1"
"R. G. do Sul","Rui Pimenta ","PCO","PCO",2729,0.00321870376135669,"Presidente",2002,"Turno 1"
"M. G. do Sul","Rui Pimenta ","PCO","PCO",393,0.000463521648300909,"Presidente",2002,"Turno 1"
"Mato Grosso","Rui Pimenta ","PCO","PCO",314,0.000370345540881642,"Presidente",2002,"Turno 1"
"Goiás","Rui Pimenta ","PCO","PCO",827,0.00097540051690802,"Presidente",2002,"Turno 1"
"Distrito Federal","Rui Pimenta ","PCO","PCO",797,0.000940017184976653,"Presidente",2002,"Turno 1"
"Rondônia","Lula","PT","PT",334264,0.388102079308697,"Presidente",2002,"Turno 2"
"Acre","Lula","PT","PT",140363,0.162970502830118,"Presidente",2002,"Turno 2"
"Amazonas","Lula","PT","PT",722034,0.838328078200391,"Presidente",2002,"Turno 2"
"Roraima","Lula","PT","PT",104087,0.12085172536978,"Presidente",2002,"Turno 2"
"Pará","Lula","PT","PT",1317472,1.52967002917151,"Presidente",2002,"Turno 2"
"Amapá","Lula","PT","PT",171850,0.199528942181029,"Presidente",2002,"Turno 2"
"Tocantins","Lula","PT","PT",288405,0.334856820306777,"Presidente",2002,"Turno 2"
"Maranhão","Lula","PT","PT",1229559,1.42759736176412,"Presidente",2002,"Turno 2"
"Piauí","Lula","PT","PT",824412,0.957195544261545,"Presidente",2002,"Turno 2"
"Ceará","Lula","PT","PT",2497143,2.89934420287903,"Presidente",2002,"Turno 2"
"R. G. do Norte","Lula","PT","PT",781947,0.907890938327781,"Presidente",2002,"Turno 2"
"Paraíba","Lula","PT","PT",984944,1.14358355791418,"Presidente",2002,"Turno 2"
"Pernambuco","Lula","PT","PT",2198673,2.55280126791964,"Presidente",2002,"Turno 2"
"Alagoas","Lula","PT","PT",477009,0.553838237886706,"Presidente",2002,"Turno 2"
"Sergipe","Lula","PT","PT",490989,0.570069920235795,"Presidente",2002,"Turno 2"
"Bahia","Lula","PT","PT",3710900,4.30859442269177,"Presidente",2002,"Turno 2"
"Minas Gerais","Lula","PT","PT",6384690,7.41303719437762,"Presidente",2002,"Turno 2"
"Espírito Santo","Lula","PT","PT",944172,1.09624463425631,"Presidente",2002,"Turno 2"
"Rio de Janeiro","Lula","PT","PT",6318104,7.33572655053668,"Presidente",2002,"Turno 2"
"São Paulo","Lula","PT","PT",11264282,13.0785584631295,"Presidente",2002,"Turno 2"
"Paraná","Lula","PT","PT",2929427,3.40125382895866,"Presidente",2002,"Turno 2"
"Santa Catarina","Lula","PT","PT",1914684,2.22307170864674,"Presidente",2002,"Turno 2"
"R. G. do Sul","Lula","PT","PT",3297354,3.82844082406974,"Presidente",2002,"Turno 2"
"M. G. do Sul","Lula","PT","PT",593939,0.689601515217098,"Presidente",2002,"Turno 2"
"Mato Grosso","Lula","PT","PT",649100,0.753646996623253,"Presidente",2002,"Turno 2"
"Goiás","Lula","PT","PT",1424236,1.65362992433017,"Presidente",2002,"Turno 2"
"Distrito Federal","Lula","PT","PT",777708,0.902969185718497,"Presidente",2002,"Turno 2"
"Rondônia","José Serra ","PSDB","PSDB",267320,0.310375774360388,"Presidente",2002,"Turno 2"
"Acre","José Serra ","PSDB","PSDB",93803,0.108911337581653,"Presidente",2002,"Turno 2"
"Amazonas","José Serra ","PSDB","PSDB",311175,0.361294260012696,"Presidente",2002,"Turno 2"
"Roraima","José Serra ","PSDB","PSDB",54692,0.063500942134215,"Presidente",2002,"Turno 2"
"Pará","José Serra ","PSDB","PSDB",1184624,1.37542492640244,"Presidente",2002,"Turno 2"
"Amapá","José Serra ","PSDB","PSDB",55723,0.0646979996808466,"Presidente",2002,"Turno 2"
"Tocantins","José Serra ","PSDB","PSDB",245349,0.284866025226496,"Presidente",2002,"Turno 2"
"Maranhão","José Serra ","PSDB","PSDB",872880,1.01347002066323,"Presidente",2002,"Turno 2"
"Piauí","José Serra ","PSDB","PSDB",532715,0.618516499470276,"Presidente",2002,"Turno 2"
"Ceará","José Serra ","PSDB","PSDB",981609,1.13971140765422,"Presidente",2002,"Turno 2"
"R. G. do Norte","José Serra ","PSDB","PSDB",551628,0.640475713223373,"Presidente",2002,"Turno 2"
"Paraíba","José Serra ","PSDB","PSDB",742486,0.862074170289343,"Presidente",2002,"Turno 2"
"Pernambuco","José Serra ","PSDB","PSDB",1654132,1.92055401913174,"Presidente",2002,"Turno 2"
"Alagoas","José Serra ","PSDB","PSDB",616902,0.716263040380339,"Presidente",2002,"Turno 2"
