estado,candidato,votos,cargo,ano,turno
Alagoas,José Maria Eymael PSDC,371,Presidente,1998,Turno 1
Sergipe,José Maria Eymael PSDC,2205,Presidente,1998,Turno 1
Bahia,José Maria Eymael PSDC,11305,Presidente,1998,Turno 1
Minas Gerais,José Maria Eymael PSDC,19839,Presidente,1998,Turno 1
Espírito Santo,José Maria Eymael PSDC,2505,Presidente,1998,Turno 1
Rio de Janeiro,José Maria Eymael PSDC,8581,Presidente,1998,Turno 1
São Paulo,José Maria Eymael PSDC,41457,Presidente,1998,Turno 1
Paraná,José Maria Eymael PSDC,7275,Presidente,1998,Turno 1
Santa Catarina,José Maria Eymael PSDC,4892,Presidente,1998,Turno 1
R. G. do Sul,José Maria Eymael PSDC,12880,Presidente,1998,Turno 1
M. G. do Sul,José Maria Eymael PSDC,1665,Presidente,1998,Turno 1
Mato Grosso,José Maria Eymael PSDC,1591,Presidente,1998,Turno 1
Goiás,José Maria Eymael PSDC,3569,Presidente,1998,Turno 1
Distrito Federal,José Maria Eymael PSDC,908,Presidente,1998,Turno 1
Rondônia,Theresa Ruiz PTN,1793,Presidente,1998,Turno 1
Acre,Theresa Ruiz PTN,467,Presidente,1998,Turno 1
Amazonas,Theresa Ruiz PTN,2726,Presidente,1998,Turno 1
Roraima,Theresa Ruiz PTN,442,Presidente,1998,Turno 1
Pará,Theresa Ruiz PTN,5387,Presidente,1998,Turno 1
Amapá,Theresa Ruiz PTN,588,Presidente,1998,Turno 1
Tocantins,Theresa Ruiz PTN,814,Presidente,1998,Turno 1
Maranhão,Theresa Ruiz PTN,4221,Presidente,1998,Turno 1
Piauí,Theresa Ruiz PTN,3960,Presidente,1998,Turno 1
Ceará,Theresa Ruiz PTN,4113,Presidente,1998,Turno 1
R. G. do Norte,Theresa Ruiz PTN,3146,Presidente,1998,Turno 1
Paraíba,Theresa Ruiz PTN,2885,Presidente,1998,Turno 1
Pernambuco,Theresa Ruiz PTN,7035,Presidente,1998,Turno 1
Alagoas,Theresa Ruiz PTN,915,Presidente,1998,Turno 1
Sergipe,Theresa Ruiz PTN,2238,Presidente,1998,Turno 1
Bahia,Theresa Ruiz PTN,8787,Presidente,1998,Turno 1
Minas Gerais,Theresa Ruiz PTN,25673,Presidente,1998,Turno 1
Espírito Santo,Theresa Ruiz PTN,3210,Presidente,1998,Turno 1
Rio de Janeiro,Theresa Ruiz PTN,18967,Presidente,1998,Turno 1
São Paulo,Theresa Ruiz PTN,28388,Presidente,1998,Turno 1
Paraná,Theresa Ruiz PTN,12273,Presidente,1998,Turno 1
Santa Catarina,Theresa Ruiz PTN,5770,Presidente,1998,Turno 1
R. G. do Sul,Theresa Ruiz PTN,9650,Presidente,1998,Turno 1
M. G. do Sul,Theresa Ruiz PTN,3025,Presidente,1998,Turno 1
Mato Grosso,Theresa Ruiz PTN,2198,Presidente,1998,Turno 1
Goiás,Theresa Ruiz PTN,5142,Presidente,1998,Turno 1
Distrito Federal,Theresa Ruiz PTN,2240,Presidente,1998,Turno 1
Rondônia,Sérgio Bueno PSC,4409,Presidente,1998,Turno 1
Acre,Sérgio Bueno PSC,283,Presidente,1998,Turno 1
Amazonas,Sérgio Bueno PSC,1209,Presidente,1998,Turno 1
Roraima,Sérgio Bueno PSC,40,Presidente,1998,Turno 1
Pará,Sérgio Bueno PSC,3273,Presidente,1998,Turno 1
Amapá,Sérgio Bueno PSC,226,Presidente,1998,Turno 1
Tocantins,Sérgio Bueno PSC,787,Presidente,1998,Turno 1
Maranhão,Sérgio Bueno PSC,4883,Presidente,1998,Turno 1
Piauí,Sérgio Bueno PSC,3770,Presidente,1998,Turno 1
Ceará,Sérgio Bueno PSC,5986,Presidente,1998,Turno 1
R. G. do Norte,Sérgio Bueno PSC,2175,Presidente,1998,Turno 1
Paraíba,Sérgio Bueno PSC,2200,Presidente,1998,Turno 1
Pernambuco,Sérgio Bueno PSC,9435,Presidente,1998,Turno 1
Alagoas,Sérgio Bueno PSC,467,Presidente,1998,Turno 1
Sergipe,Sérgio Bueno PSC,2198,Presidente,1998,Turno 1
Bahia,Sérgio Bueno PSC,15688,Presidente,1998,Turno 1
Minas Gerais,Sérgio Bueno PSC,14230,Presidente,1998,Turno 1
Espírito Santo,Sérgio Bueno PSC,2263,Presidente,1998,Turno 1
Rio de Janeiro,Sérgio Bueno PSC,11041,Presidente,1998,Turno 1
São Paulo,Sérgio Bueno PSC,17084,Presidente,1998,Turno 1
Paraná,Sérgio Bueno PSC,9243,Presidente,1998,Turno 1
Santa Catarina,Sérgio Bueno PSC,2962,Presidente,1998,Turno 1
R. G. do Sul,Sérgio Bueno PSC,4517,Presidente,1998,Turno 1
M. G. do Sul,Sérgio Bueno PSC,812,Presidente,1998,Turno 1
Mato Grosso,Sérgio Bueno PSC,1114,Presidente,1998,Turno 1
Goiás,Sérgio Bueno PSC,2842,Presidente,1998,Turno 1
Distrito Federal,Sérgio Bueno PSC,1409,Presidente,1998,Turno 1
Rondônia,Vasco Neto PSN,607,Presidente,1998,Turno 1
Acre,Vasco Neto PSN,603,Presidente,1998,Turno 1
Amazonas,Vasco Neto PSN,959,Presidente,1998,Turno 1
Roraima,Vasco Neto PSN,42,Presidente,1998,Turno 1
Pará,Vasco Neto PSN,3028,Presidente,1998,Turno 1
Amapá,Vasco Neto PSN,102,Presidente,1998,Turno 1
Tocantins,Vasco Neto PSN,854,Presidente,1998,Turno 1
Maranhão,Vasco Neto PSN,4638,Presidente,1998,Turno 1
Piauí,Vasco Neto PSN,4251,Presidente,1998,Turno 1
Ceará,Vasco Neto PSN,6030,Presidente,1998,Turno 1
R. G. do Norte,Vasco Neto PSN,2699,Presidente,1998,Turno 1
Paraíba,Vasco Neto PSN,3663,Presidente,1998,Turno 1
Pernambuco,Vasco Neto PSN,6233,Presidente,1998,Turno 1
Alagoas,Vasco Neto PSN,1173,Presidente,1998,Turno 1
Sergipe,Vasco Neto PSN,2190,Presidente,1998,Turno 1
Bahia,Vasco Neto PSN,10669,Presidente,1998,Turno 1
Minas Gerais,Vasco Neto PSN,14139,Presidente,1998,Turno 1
Espírito Santo,Vasco Neto PSN,2336,Presidente,1998,Turno 1
Rio de Janeiro,Vasco Neto PSN,6676,Presidente,1998,Turno 1
São Paulo,Vasco Neto PSN,17647,Presidente,1998,Turno 1
Paraná,Vasco Neto PSN,7263,Presidente,1998,Turno 1
Santa Catarina,Vasco Neto PSN,3085,Presidente,1998,Turno 1
R. G. do Sul,Vasco Neto PSN,4889,Presidente,1998,Turno 1
M. G. do Sul,Vasco Neto PSN,1425,Presidente,1998,Turno 1
Mato Grosso,Vasco Neto PSN,810,Presidente,1998,Turno 1
Goiás,Vasco Neto PSN,2471,Presidente,1998,Turno 1
Distrito Federal,Vasco Neto PSN,487,Presidente,1998,Turno 1
Rondônia,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),283279,Presidente,2002,Turno 1
Acre,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),123999,Presidente,2002,Turno 1
Amazonas,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),530246,Presidente,2002,Turno 1
Roraima,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),71952,Presidente,2002,Turno 1
Pará,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1070416,Presidente,2002,Turno 1
Amapá,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),116507,Presidente,2002,Turno 1
Tocantins,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),225291,Presidente,2002,Turno 1
Maranhão,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),843132,Presidente,2002,Turno 1
Piauí,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),615576,Presidente,2002,Turno 1
Ceará,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1353339,Presidente,2002,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),581544,Presidente,2002,Turno 1
Paraíba,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),754329,Presidente,2002,Turno 1
Pernambuco,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1657476,Presidente,2002,Turno 1
Alagoas,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),307751,Presidente,2002,Turno 1
Sergipe,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),357557,Presidente,2002,Turno 1
Bahia,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2899280,Presidente,2002,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),4990085,Presidente,2002,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),717646,Presidente,2002,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),3284258,Presidente,2002,Turno 1
São Paulo,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),9106914,Presidente,2002,Turno 1
Paraná,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2540328,Presidente,2002,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1719739,Presidente,2002,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2667451,Presidente,2002,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),446438,Presidente,2002,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),509151,Presidente,2002,Turno 1
Goiás,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1069398,Presidente,2002,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),592977,Presidente,2002,Turno 1
Rondônia,José Serra PSDB (PMDB),128e3,Presidente,2002,Turno 1
Acre,José Serra PSDB (PMDB),50250,Presidente,2002,Turno 1
Amazonas,José Serra PSDB (PMDB),166145,Presidente,2002,Turno 1
Roraima,José Serra PSDB (PMDB),19195,Presidente,2002,Turno 1
Pará,José Serra PSDB (PMDB),673488,Presidente,2002,Turno 1
Amapá,José Serra PSDB (PMDB),20537,Presidente,2002,Turno 1
Tocantins,José Serra PSDB (PMDB),177547,Presidente,2002,Turno 1
Maranhão,José Serra PSDB (PMDB),248621,Presidente,2002,Turno 1
Piauí,José Serra PSDB (PMDB),358229,Presidente,2002,Turno 1
Ceará,José Serra PSDB (PMDB),293425,Presidente,2002,Turno 1
R. G. do Norte,José Serra PSDB (PMDB),296856,Presidente,2002,Turno 1
Paraíba,José Serra PSDB (PMDB),466346,Presidente,2002,Turno 1
Pernambuco,José Serra PSDB (PMDB),1015496,Presidente,2002,Turno 1
Alagoas,José Serra PSDB (PMDB),314739,Presidente,2002,Turno 1
Sergipe,José Serra PSDB (PMDB),160348,Presidente,2002,Turno 1
Bahia,José Serra PSDB (PMDB),884291,Presidente,2002,Turno 1
Minas Gerais,José Serra PSDB (PMDB),2151597,Presidente,2002,Turno 1
Espírito Santo,José Serra PSDB (PMDB),334697,Presidente,2002,Turno 1
Rio de Janeiro,José Serra PSDB (PMDB),721081,Presidente,2002,Turno 1
São Paulo,José Serra PSDB (PMDB),5633365,Presidente,2002,Turno 1
Paraná,José Serra PSDB (PMDB),1367384,Presidente,2002,Turno 1
Santa Catarina,José Serra PSDB (PMDB),707239,Presidente,2002,Turno 1
R. G. do Sul,José Serra PSDB (PMDB),1913186,Presidente,2002,Turno 1
M. G. do Sul,José Serra PSDB (PMDB),308905,Presidente,2002,Turno 1
Mato Grosso,José Serra PSDB (PMDB),372068,Presidente,2002,Turno 1
Goiás,José Serra PSDB (PMDB),709025,Presidente,2002,Turno 1
Distrito Federal,José Serra PSDB (PMDB),202410,Presidente,2002,Turno 1
Rondônia,Anthony Garotinho PSB (PGT-PTC),154074,Presidente,2002,Turno 1
Acre,Anthony Garotinho PSB (PGT-PTC),46229,Presidente,2002,Turno 1
Amazonas,Anthony Garotinho PSB (PGT-PTC),249007,Presidente,2002,Turno 1
Roraima,Anthony Garotinho PSB (PGT-PTC),39974,Presidente,2002,Turno 1
Pará,Anthony Garotinho PSB (PGT-PTC),510470,Presidente,2002,Turno 1
Amapá,Anthony Garotinho PSB (PGT-PTC),61026,Presidente,2002,Turno 1
Tocantins,Anthony Garotinho PSB (PGT-PTC),72256,Presidente,2002,Turno 1
Maranhão,Anthony Garotinho PSB (PGT-PTC),508006,Presidente,2002,Turno 1
Piauí,Anthony Garotinho PSB (PGT-PTC),141574,Presidente,2002,Turno 1
Ceará,Anthony Garotinho PSB (PGT-PTC),256879,Presidente,2002,Turno 1
R. G. do Norte,Anthony Garotinho PSB (PGT-PTC),229896,Presidente,2002,Turno 1
Paraíba,Anthony Garotinho PSB (PGT-PTC),215207,Presidente,2002,Turno 1
Pernambuco,Anthony Garotinho PSB (PGT-PTC),651445,Presidente,2002,Turno 1
Alagoas,Anthony Garotinho PSB (PGT-PTC),281015,Presidente,2002,Turno 1
Sergipe,Anthony Garotinho PSB (PGT-PTC),151155,Presidente,2002,Turno 1
Bahia,Anthony Garotinho PSB (PGT-PTC),703738,Presidente,2002,Turno 1
Minas Gerais,Anthony Garotinho PSB (PGT-PTC),1359073,Presidente,2002,Turno 1
Espírito Santo,Anthony Garotinho PSB (PGT-PTC),436028,Presidente,2002,Turno 1
Rio de Janeiro,Anthony Garotinho PSB (PGT-PTC),3449001,Presidente,2002,Turno 1
São Paulo,Anthony Garotinho PSB (PGT-PTC),2781712,Presidente,2002,Turno 1
Paraná,Anthony Garotinho PSB (PGT-PTC),722438,Presidente,2002,Turno 1
Santa Catarina,Anthony Garotinho PSB (PGT-PTC),373683,Presidente,2002,Turno 1
R. G. do Sul,Anthony Garotinho PSB (PGT-PTC),709904,Presidente,2002,Turno 1
M. G. do Sul,Anthony Garotinho PSB (PGT-PTC),170957,Presidente,2002,Turno 1
Mato Grosso,Anthony Garotinho PSB (PGT-PTC),187598,Presidente,2002,Turno 1
Goiás,Anthony Garotinho PSB (PGT-PTC),493038,Presidente,2002,Turno 1
Distrito Federal,Anthony Garotinho PSB (PGT-PTC),220989,Presidente,2002,Turno 1
Rondônia,Ciro Gomes PPS PDT-PTB,60663,Presidente,2002,Turno 1
Acre,Ciro Gomes PPS PDT-PTB,43995,Presidente,2002,Turno 1
Amazonas,Ciro Gomes PPS PDT-PTB,160132,Presidente,2002,Turno 1
Roraima,Ciro Gomes PPS PDT-PTB,28063,Presidente,2002,Turno 1
Pará,Ciro Gomes PPS PDT-PTB,269687,Presidente,2002,Turno 1
Amapá,Ciro Gomes PPS PDT-PTB,34007,Presidente,2002,Turno 1
Tocantins,Ciro Gomes PPS PDT-PTB,46562,Presidente,2002,Turno 1
Maranhão,Ciro Gomes PPS PDT-PTB,455860,Presidente,2002,Turno 1
Piauí,Ciro Gomes PPS PDT-PTB,195854,Presidente,2002,Turno 1
Ceará,Ciro Gomes PPS PDT-PTB,1529623,Presidente,2002,Turno 1
R. G. do Norte,Ciro Gomes PPS PDT-PTB,218880,Presidente,2002,Turno 1
Paraíba,Ciro Gomes PPS PDT-PTB,138789,Presidente,2002,Turno 1
Pernambuco,Ciro Gomes PPS PDT-PTB,235145,Presidente,2002,Turno 1
Alagoas,Ciro Gomes PPS PDT-PTB,168925,Presidente,2002,Turno 1
Sergipe,Ciro Gomes PPS PDT-PTB,133887,Presidente,2002,Turno 1
Bahia,Ciro Gomes PPS PDT-PTB,738949,Presidente,2002,Turno 1
Minas Gerais,Ciro Gomes PPS PDT-PTB,862231,Presidente,2002,Turno 1
Espírito Santo,Ciro Gomes PPS PDT-PTB,114308,Presidente,2002,Turno 1
Rio de Janeiro,Ciro Gomes PPS PDT-PTB,657725,Presidente,2002,Turno 1
São Paulo,Ciro Gomes PPS PDT-PTB,2087617,Presidente,2002,Turno 1
Paraná,Ciro Gomes PPS PDT-PTB,409135,Presidente,2002,Turno 1
Santa Catarina,Ciro Gomes PPS PDT-PTB,217695,Presidente,2002,Turno 1
R. G. do Sul,Ciro Gomes PPS PDT-PTB,588560,Presidente,2002,Turno 1
M. G. do Sul,Ciro Gomes PPS PDT-PTB,145271,Presidente,2002,Turno 1
Mato Grosso,Ciro Gomes PPS PDT-PTB,181028,Presidente,2002,Turno 1
Goiás,Ciro Gomes PPS PDT-PTB,259088,Presidente,2002,Turno 1
Distrito Federal,Ciro Gomes PPS PDT-PTB,184558,Presidente,2002,Turno 1
Rondônia,José Maria PSTU,2785,Presidente,2002,Turno 1
Acre,José Maria PSTU,366,Presidente,2002,Turno 1
Amazonas,José Maria PSTU,5216,Presidente,2002,Turno 1
Roraima,José Maria PSTU,693,Presidente,2002,Turno 1
Pará,José Maria PSTU,7584,Presidente,2002,Turno 1
Amapá,José Maria PSTU,1134,Presidente,2002,Turno 1
Tocantins,José Maria PSTU,881,Presidente,2002,Turno 1
Maranhão,José Maria PSTU,5985,Presidente,2002,Turno 1
Piauí,José Maria PSTU,1935,Presidente,2002,Turno 1
Ceará,José Maria PSTU,4456,Presidente,2002,Turno 1
R. G. do Norte,José Maria PSTU,3720,Presidente,2002,Turno 1
Paraíba,José Maria PSTU,3863,Presidente,2002,Turno 1
Pernambuco,José Maria PSTU,8838,Presidente,2002,Turno 1
Alagoas,José Maria PSTU,3329,Presidente,2002,Turno 1
Sergipe,José Maria PSTU,4324,Presidente,2002,Turno 1
Bahia,José Maria PSTU,15847,Presidente,2002,Turno 1
Minas Gerais,José Maria PSTU,43881,Presidente,2002,Turno 1
Espírito Santo,José Maria PSTU,8140,Presidente,2002,Turno 1
Rio de Janeiro,José Maria PSTU,59244,Presidente,2002,Turno 1
São Paulo,José Maria PSTU,130981,Presidente,2002,Turno 1
Paraná,José Maria PSTU,25900,Presidente,2002,Turno 1
Santa Catarina,José Maria PSTU,18678,Presidente,2002,Turno 1
R. G. do Sul,José Maria PSTU,21930,Presidente,2002,Turno 1
M. G. do Sul,José Maria PSTU,4144,Presidente,2002,Turno 1
Mato Grosso,José Maria PSTU,2585,Presidente,2002,Turno 1
Goiás,José Maria PSTU,8907,Presidente,2002,Turno 1
Distrito Federal,José Maria PSTU,6684,Presidente,2002,Turno 1
Rondônia,Rui Pimenta PCO,170,Presidente,2002,Turno 1
Acre,Rui Pimenta PCO,50,Presidente,2002,Turno 1
Amazonas,Rui Pimenta PCO,296,Presidente,2002,Turno 1
Roraima,Rui Pimenta PCO,140,Presidente,2002,Turno 1
Pará,Rui Pimenta PCO,496,Presidente,2002,Turno 1
Amapá,Rui Pimenta PCO,62,Presidente,2002,Turno 1
Tocantins,Rui Pimenta PCO,130,Presidente,2002,Turno 1
Maranhão,Rui Pimenta PCO,788,Presidente,2002,Turno 1
Piauí,Rui Pimenta PCO,423,Presidente,2002,Turno 1
Ceará,Rui Pimenta PCO,652,Presidente,2002,Turno 1
R. G. do Norte,Rui Pimenta PCO,514,Presidente,2002,Turno 1
Paraíba,Rui Pimenta PCO,666,Presidente,2002,Turno 1
Pernambuco,Rui Pimenta PCO,922,Presidente,2002,Turno 1
Alagoas,Rui Pimenta PCO,427,Presidente,2002,Turno 1
Sergipe,Rui Pimenta PCO,360,Presidente,2002,Turno 1
Bahia,Rui Pimenta PCO,2942,Presidente,2002,Turno 1
Minas Gerais,Rui Pimenta PCO,6264,Presidente,2002,Turno 1
Espírito Santo,Rui Pimenta PCO,1177,Presidente,2002,Turno 1
Rio de Janeiro,Rui Pimenta PCO,4696,Presidente,2002,Turno 1
São Paulo,Rui Pimenta PCO,8814,Presidente,2002,Turno 1
Paraná,Rui Pimenta PCO,2044,Presidente,2002,Turno 1
Santa Catarina,Rui Pimenta PCO,1423,Presidente,2002,Turno 1
R. G. do Sul,Rui Pimenta PCO,2729,Presidente,2002,Turno 1
M. G. do Sul,Rui Pimenta PCO,393,Presidente,2002,Turno 1
Mato Grosso,Rui Pimenta PCO,314,Presidente,2002,Turno 1
Goiás,Rui Pimenta PCO,827,Presidente,2002,Turno 1
Distrito Federal,Rui Pimenta PCO,797,Presidente,2002,Turno 1
Rondônia,Lula(PT),334264,Presidente,2002,Turno 2
Acre,Lula(PT),140363,Presidente,2002,Turno 2
Amazonas,Lula(PT),722034,Presidente,2002,Turno 2
Roraima,Lula(PT),104087,Presidente,2002,Turno 2
Pará,Lula(PT),1317472,Presidente,2002,Turno 2
Amapá,Lula(PT),171850,Presidente,2002,Turno 2
Tocantins,Lula(PT),288405,Presidente,2002,Turno 2
Maranhão,Lula(PT),1229559,Presidente,2002,Turno 2
Piauí,Lula(PT),824412,Presidente,2002,Turno 2
Ceará,Lula(PT),2497143,Presidente,2002,Turno 2
R. G. do Norte,Lula(PT),781947,Presidente,2002,Turno 2
Paraíba,Lula(PT),984944,Presidente,2002,Turno 2
Pernambuco,Lula(PT),2198673,Presidente,2002,Turno 2
Alagoas,Lula(PT),477009,Presidente,2002,Turno 2
Sergipe,Lula(PT),490989,Presidente,2002,Turno 2
Bahia,Lula(PT),3710900,Presidente,2002,Turno 2
Minas Gerais,Lula(PT),6384690,Presidente,2002,Turno 2
Espírito Santo,Lula(PT),944172,Presidente,2002,Turno 2
Rio de Janeiro,Lula(PT),6318104,Presidente,2002,Turno 2
São Paulo,Lula(PT),11264282,Presidente,2002,Turno 2
Paraná,Lula(PT),2929427,Presidente,2002,Turno 2
Santa Catarina,Lula(PT),1914684,Presidente,2002,Turno 2
R. G. do Sul,Lula(PT),3297354,Presidente,2002,Turno 2
M. G. do Sul,Lula(PT),593939,Presidente,2002,Turno 2
Mato Grosso,Lula(PT),649100,Presidente,2002,Turno 2
Goiás,Lula(PT),1424236,Presidente,2002,Turno 2
Distrito Federal,Lula(PT),777708,Presidente,2002,Turno 2
Rondônia,José Serra (PSDB) ,267320,Presidente,2002,Turno 2
Acre,José Serra (PSDB) ,93803,Presidente,2002,Turno 2
Amazonas,José Serra (PSDB) ,311175,Presidente,2002,Turno 2
Roraima,José Serra (PSDB) ,54692,Presidente,2002,Turno 2
Pará,José Serra (PSDB) ,1184624,Presidente,2002,Turno 2
Amapá,José Serra (PSDB) ,55723,Presidente,2002,Turno 2
Tocantins,José Serra (PSDB) ,245349,Presidente,2002,Turno 2
Maranhão,José Serra (PSDB) ,872880,Presidente,2002,Turno 2
Piauí,José Serra (PSDB) ,532715,Presidente,2002,Turno 2
Ceará,José Serra (PSDB) ,981609,Presidente,2002,Turno 2
R. G. do Norte,José Serra (PSDB) ,551628,Presidente,2002,Turno 2
Paraíba,José Serra (PSDB) ,742486,Presidente,2002,Turno 2
Pernambuco,José Serra (PSDB) ,1654132,Presidente,2002,Turno 2
Alagoas,José Serra (PSDB) ,616902,Presidente,2002,Turno 2
Sergipe,José Serra (PSDB) ,362923,Presidente,2002,Turno 2
Bahia,José Serra (PSDB) ,1937780,Presidente,2002,Turno 2
Minas Gerais,José Serra (PSDB) ,3223960,Presidente,2002,Turno 2
Espírito Santo,José Serra (PSDB) ,646494,Presidente,2002,Turno 2
Rio de Janeiro,José Serra (PSDB) ,1682472,Presidente,2002,Turno 2
São Paulo,José Serra (PSDB) ,9073187,Presidente,2002,Turno 2
Paraná,José Serra (PSDB) ,2017198,Presidente,2002,Turno 2
Santa Catarina,José Serra (PSDB) ,1070502,Presidente,2002,Turno 2
R. G. do Sul,José Serra (PSDB) ,2608109,Presidente,2002,Turno 2
M. G. do Sul,José Serra (PSDB) ,483196,Presidente,2002,Turno 2
Mato Grosso,José Serra (PSDB) ,542695,Presidente,2002,Turno 2
Goiás,José Serra (PSDB) ,1071070,Presidente,2002,Turno 2
Distrito Federal,José Serra (PSDB) ,471485,Presidente,2002,Turno 2
Rondônia, Luiz Inácio Lula da Silva PT (PRB-PCdoB),329598,Presidente,2006,Turno 1
Acre, Luiz Inácio Lula da Silva PT (PRB-PCdoB),133221,Presidente,2006,Turno 1
Amazonas, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1070656,Presidente,2006,Turno 1
Roraima, Luiz Inácio Lula da Silva PT (PRB-PCdoB),49433,Presidente,2006,Turno 1
Pará, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1631569,Presidente,2006,Turno 1
Amapá, Luiz Inácio Lula da Silva PT (PRB-PCdoB),160675,Presidente,2006,Turno 1
Tocantins, Luiz Inácio Lula da Silva PT (PRB-PCdoB),392151,Presidente,2006,Turno 1
Maranhão, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2128103,Presidente,2006,Turno 1
Piauí, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1055600,Presidente,2006,Turno 1
Ceará, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2852895,Presidente,2006,Turno 1
R. G. do Norte, Luiz Inácio Lula da Silva PT (PRB-PCdoB),952796,Presidente,2006,Turno 1
Paraíba, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1258341,Presidente,2006,Turno 1
Pernambuco, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2993618,Presidente,2006,Turno 1
Alagoas, Luiz Inácio Lula da Silva PT (PRB-PCdoB),625162,Presidente,2006,Turno 1
Sergipe, Luiz Inácio Lula da Silva PT (PRB-PCdoB),476399,Presidente,2006,Turno 1
Bahia, Luiz Inácio Lula da Silva PT (PRB-PCdoB),4293200,Presidente,2006,Turno 1
Minas Gerais, Luiz Inácio Lula da Silva PT (PRB-PCdoB),5192439,Presidente,2006,Turno 1
Espirito Santo, Luiz Inácio Lula da Silva PT (PRB-PCdoB),953609,Presidente,2006,Turno 1
Rio de Janeiro , Luiz Inácio Lula da Silva PT (PRB-PCdoB),4092648,Presidente,2006,Turno 1
São Paulo, Luiz Inácio Lula da Silva PT (PRB-PCdoB),8091867,Presidente,2006,Turno 1
Paraná, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2111589,Presidente,2006,Turno 1
Santa Catarina, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1108851,Presidente,2006,Turno 1
R. G. do Sul, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2052656,Presidente,2006,Turno 1
Mato Grosso, Luiz Inácio Lula da Silva PT (PRB-PCdoB),557244,Presidente,2006,Turno 1
Mato Grosso do Sul, Luiz Inácio Lula da Silva PT (PRB-PCdoB),439965,Presidente,2006,Turno 1
Goiás, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1143122,Presidente,2006,Turno 1
Distrito Federal, Luiz Inácio Lula da Silva PT (PRB-PCdoB),499407,Presidente,2006,Turno 1
Rondônia,Geraldo Alckmin PSDB (PFL),344096,Presidente,2006,Turno 1
Acre,Geraldo Alckmin PSDB (PFL),161889,Presidente,2006,Turno 1
Amazonas,Geraldo Alckmin PSDB (PFL),170785,Presidente,2006,Turno 1
Roraima,Geraldo Alckmin PSDB (PFL),112908,Presidente,2006,Turno 1
Pará,Geraldo Alckmin PSDB (PFL),1310437,Presidente,2006,Turno 1
Amapá,Geraldo Alckmin PSDB (PFL),95070,Presidente,2006,Turno 1
Tocantins,Geraldo Alckmin PSDB (PFL),249544,Presidente,2006,Turno 1
Maranhão,Geraldo Alckmin PSDB (PFL),530164,Presidente,2006,Turno 1
Piauí,Geraldo Alckmin PSDB (PFL),440063,Presidente,2006,Turno 1
Ceará,Geraldo Alckmin PSDB (PFL),912726,Presidente,2006,Turno 1
R. G. do Norte,Geraldo Alckmin PSDB (PFL),499934,Presidente,2006,Turno 1
Paraíba,Geraldo Alckmin PSDB (PFL),537042,Presidente,2006,Turno 1
Pernambuco,Geraldo Alckmin PSDB (PFL),964730,Presidente,2006,Turno 1
Alagoas,Geraldo Alckmin PSDB (PFL),506722,Presidente,2006,Turno 1
