estado,situacao,votos,eleicao,ano,turno
Minas Gerais,ABSTENÇÃO,2675492,Nulos e Brancos 2010 Turno 1,2010, 1
Espirito Santo,ABSTENÇÃO,438946,Nulos e Brancos 2010 Turno 1,2010, 1
Rio de Janeiro ,ABSTENÇÃO,2011597,Nulos e Brancos 2010 Turno 1,2010, 1
São Paulo,ABSTENÇÃO,4979456,Nulos e Brancos 2010 Turno 1,2010, 1
Paraná,ABSTENÇÃO,1250376,Nulos e Brancos 2010 Turno 1,2010, 1
Santa Catarina,ABSTENÇÃO,636654,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Sul,ABSTENÇÃO,1204648,Nulos e Brancos 2010 Turno 1,2010, 1
M. G. do Sul,ABSTENÇÃO,308448,Nulos e Brancos 2010 Turno 1,2010, 1
Mato Grosso,ABSTENÇÃO,438820,Nulos e Brancos 2010 Turno 1,2010, 1
Goiás,ABSTENÇÃO,729276,Nulos e Brancos 2010 Turno 1,2010, 1
Distrito Federal,ABSTENÇÃO,283177,Nulos e Brancos 2010 Turno 1,2010, 1
Rondônia,VOTOS EM BRANCO,16533,Nulos e Brancos 2010 Turno 1,2010, 1
Acre,VOTOS EM BRANCO,3818,Nulos e Brancos 2010 Turno 1,2010, 1
Amazonas,VOTOS EM BRANCO,21312,Nulos e Brancos 2010 Turno 1,2010, 1
Roraima,VOTOS EM BRANCO,2725,Nulos e Brancos 2010 Turno 1,2010, 1
Pará,VOTOS EM BRANCO,66727,Nulos e Brancos 2010 Turno 1,2010, 1
Amapá,VOTOS EM BRANCO,3630,Nulos e Brancos 2010 Turno 1,2010, 1
Tocantins,VOTOS EM BRANCO,9951,Nulos e Brancos 2010 Turno 1,2010, 1
Maranhão,VOTOS EM BRANCO,67827,Nulos e Brancos 2010 Turno 1,2010, 1
Piauí,VOTOS EM BRANCO,36380,Nulos e Brancos 2010 Turno 1,2010, 1
Ceará,VOTOS EM BRANCO,140365,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Norte,VOTOS EM BRANCO,75552,Nulos e Brancos 2010 Turno 1,2010, 1
Paraíba,VOTOS EM BRANCO,80528,Nulos e Brancos 2010 Turno 1,2010, 1
Pernambuco,VOTOS EM BRANCO,204176,Nulos e Brancos 2010 Turno 1,2010, 1
Alagoas,VOTOS EM BRANCO,57821,Nulos e Brancos 2010 Turno 1,2010, 1
Sergipe,VOTOS EM BRANCO,43054,Nulos e Brancos 2010 Turno 1,2010, 1
Bahia,VOTOS EM BRANCO,221801,Nulos e Brancos 2010 Turno 1,2010, 1
Minas Gerais,VOTOS EM BRANCO,418468,Nulos e Brancos 2010 Turno 1,2010, 1
Espirito Santo,VOTOS EM BRANCO,62569,Nulos e Brancos 2010 Turno 1,2010, 1
Rio de Janeiro ,VOTOS EM BRANCO,368193,Nulos e Brancos 2010 Turno 1,2010, 1
São Paulo,VOTOS EM BRANCO,856433,Nulos e Brancos 2010 Turno 1,2010, 1
Paraná,VOTOS EM BRANCO,163486,Nulos e Brancos 2010 Turno 1,2010, 1
Santa Catarina,VOTOS EM BRANCO,110605,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Sul,VOTOS EM BRANCO,266304,Nulos e Brancos 2010 Turno 1,2010, 1
M. G. do Sul,VOTOS EM BRANCO,26786,Nulos e Brancos 2010 Turno 1,2010, 1
Mato Grosso,VOTOS EM BRANCO,32728,Nulos e Brancos 2010 Turno 1,2010, 1
Goiás,VOTOS EM BRANCO,84858,Nulos e Brancos 2010 Turno 1,2010, 1
Distrito Federal,VOTOS EM BRANCO,33674,Nulos e Brancos 2010 Turno 1,2010, 1
Rondônia,VOTOS NULOS,40154,Nulos e Brancos 2010 Turno 1,2010, 1
Acre,VOTOS NULOS,13931,Nulos e Brancos 2010 Turno 1,2010, 1
Amazonas,VOTOS NULOS,75462,Nulos e Brancos 2010 Turno 1,2010, 1
Roraima,VOTOS NULOS,8270,Nulos e Brancos 2010 Turno 1,2010, 1
Pará,VOTOS NULOS,141361,Nulos e Brancos 2010 Turno 1,2010, 1
Amapá,VOTOS NULOS,13422,Nulos e Brancos 2010 Turno 1,2010, 1
Tocantins,VOTOS NULOS,51829,Nulos e Brancos 2010 Turno 1,2010, 1
Maranhão,VOTOS NULOS,273494,Nulos e Brancos 2010 Turno 1,2010, 1
Piauí,VOTOS NULOS,154903,Nulos e Brancos 2010 Turno 1,2010, 1
Ceará,VOTOS NULOS,360559,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Norte,VOTOS NULOS,166966,Nulos e Brancos 2010 Turno 1,2010, 1
Paraíba,VOTOS NULOS,213747,Nulos e Brancos 2010 Turno 1,2010, 1
Pernambuco,VOTOS NULOS,385828,Nulos e Brancos 2010 Turno 1,2010, 1
Alagoas,VOTOS NULOS,131944,Nulos e Brancos 2010 Turno 1,2010, 1
Sergipe,VOTOS NULOS,78561,Nulos e Brancos 2010 Turno 1,2010, 1
Bahia,VOTOS NULOS,577033,Nulos e Brancos 2010 Turno 1,2010, 1
Minas Gerais,VOTOS NULOS,634386,Nulos e Brancos 2010 Turno 1,2010, 1
Espirito Santo,VOTOS NULOS,94585,Nulos e Brancos 2010 Turno 1,2010, 1
Rio de Janeiro ,VOTOS NULOS,659218,Nulos e Brancos 2010 Turno 1,2010, 1
São Paulo,VOTOS NULOS,1027535,Nulos e Brancos 2010 Turno 1,2010, 1
Paraná,VOTOS NULOS,249136,Nulos e Brancos 2010 Turno 1,2010, 1
Santa Catarina,VOTOS NULOS,166330,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Sul,VOTOS NULOS,230837,Nulos e Brancos 2010 Turno 1,2010, 1
M. G. do Sul,VOTOS NULOS,63829,Nulos e Brancos 2010 Turno 1,2010, 1
Mato Grosso,VOTOS NULOS,85891,Nulos e Brancos 2010 Turno 1,2010, 1
Goiás,VOTOS NULOS,161985,Nulos e Brancos 2010 Turno 1,2010, 1
Distrito Federal,VOTOS NULOS,60032,Nulos e Brancos 2010 Turno 1,2010, 1
Rondônia,VOTOS NOS CANDIDATOS,789664,Nulos e Brancos 2010 Turno 1,2010, 1
Acre,VOTOS NOS CANDIDATOS,345821,Nulos e Brancos 2010 Turno 1,2010, 1
Amazonas,VOTOS NOS CANDIDATOS,1525174,Nulos e Brancos 2010 Turno 1,2010, 1
Roraima,VOTOS NOS CANDIDATOS,222621,Nulos e Brancos 2010 Turno 1,2010, 1
Pará,VOTOS NOS CANDIDATOS,3546584,Nulos e Brancos 2010 Turno 1,2010, 1
Amapá,VOTOS NOS CANDIDATOS,340740,Nulos e Brancos 2010 Turno 1,2010, 1
Tocantins,VOTOS NOS CANDIDATOS,710864,Nulos e Brancos 2010 Turno 1,2010, 1
Maranhão,VOTOS NOS CANDIDATOS,2943779,Nulos e Brancos 2010 Turno 1,2010, 1
Piauí,VOTOS NOS CANDIDATOS,1622041,Nulos e Brancos 2010 Turno 1,2010, 1
Ceará,VOTOS NOS CANDIDATOS,4198511,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Norte,VOTOS NOS CANDIDATOS,1635163,Nulos e Brancos 2010 Turno 1,2010, 1
Paraíba,VOTOS NOS CANDIDATOS,1937986,Nulos e Brancos 2010 Turno 1,2010, 1
Pernambuco,VOTOS NOS CANDIDATOS,4451932,Nulos e Brancos 2010 Turno 1,2010, 1
Alagoas,VOTOS NOS CANDIDATOS,1394079,Nulos e Brancos 2010 Turno 1,2010, 1
Sergipe,VOTOS NOS CANDIDATOS,1063254,Nulos e Brancos 2010 Turno 1,2010, 1
Bahia,VOTOS NOS CANDIDATOS,6687901,Nulos e Brancos 2010 Turno 1,2010, 1
Minas Gerais,VOTOS NOS CANDIDATOS,10785588,Nulos e Brancos 2010 Turno 1,2010, 1
Espirito Santo,VOTOS NOS CANDIDATOS,1925891,Nulos e Brancos 2010 Turno 1,2010, 1
Rio de Janeiro ,VOTOS NOS CANDIDATOS,8545075,Nulos e Brancos 2010 Turno 1,2010, 1
São Paulo,VOTOS NOS CANDIDATOS,23426299,Nulos e Brancos 2010 Turno 1,2010, 1
Paraná,VOTOS NOS CANDIDATOS,5935001,Nulos e Brancos 2010 Turno 1,2010, 1
Santa Catarina,VOTOS NOS CANDIDATOS,3623129,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Sul,VOTOS NOS CANDIDATOS,6405761,Nulos e Brancos 2010 Turno 1,2010, 1
M. G. do Sul,VOTOS NOS CANDIDATOS,1301849,Nulos e Brancos 2010 Turno 1,2010, 1
Mato Grosso,VOTOS NOS CANDIDATOS,1536593,Nulos e Brancos 2010 Turno 1,2010, 1
Goiás,VOTOS NOS CANDIDATOS,3082793,Nulos e Brancos 2010 Turno 1,2010, 1
Distrito Federal,VOTOS NOS CANDIDATOS,1457059,Nulos e Brancos 2010 Turno 1,2010, 1
Rondônia,COMPARECIMENTO,801952,Nulos e Brancos 2010 Turno 2,2010, 2
Acre,COMPARECIMENTO,335883,Nulos e Brancos 2010 Turno 2,2010, 2
Amazonas,COMPARECIMENTO,1484513,Nulos e Brancos 2010 Turno 2,2010, 2
Roraima,COMPARECIMENTO,221679,Nulos e Brancos 2010 Turno 2,2010, 2
Pará,COMPARECIMENTO,3487580,Nulos e Brancos 2010 Turno 2,2010, 2
Amapá,COMPARECIMENTO,338553,Nulos e Brancos 2010 Turno 2,2010, 2
Tocantins,COMPARECIMENTO,696563,Nulos e Brancos 2010 Turno 2,2010, 2
Maranhão,COMPARECIMENTO,3045073,Nulos e Brancos 2010 Turno 2,2010, 2
Piauí,COMPARECIMENTO,1744686,Nulos e Brancos 2010 Turno 2,2010, 2
Ceará,COMPARECIMENTO,4519588,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Norte,COMPARECIMENTO,1761265,Nulos e Brancos 2010 Turno 2,2010, 2
Paraíba,COMPARECIMENTO,2217140,Nulos e Brancos 2010 Turno 2,2010, 2
Pernambuco,COMPARECIMENTO,4882441,Nulos e Brancos 2010 Turno 2,2010, 2
Alagoas,COMPARECIMENTO,1496646,Nulos e Brancos 2010 Turno 2,2010, 2
Sergipe,COMPARECIMENTO,1130391,Nulos e Brancos 2010 Turno 2,2010, 2
Bahia,COMPARECIMENTO,7175205,Nulos e Brancos 2010 Turno 2,2010, 2
Minas Gerais,COMPARECIMENTO,11469141,Nulos e Brancos 2010 Turno 2,2010, 2
Espirito Santo,COMPARECIMENTO,1994327,Nulos e Brancos 2010 Turno 2,2010, 2
Rio de Janeiro ,COMPARECIMENTO,9148177,Nulos e Brancos 2010 Turno 2,2010, 2
São Paulo,COMPARECIMENTO,24488829,Nulos e Brancos 2010 Turno 2,2010, 2
Paraná,COMPARECIMENTO,6106683,Nulos e Brancos 2010 Turno 2,2010, 2
Santa Catarina,COMPARECIMENTO,3770583,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Sul,COMPARECIMENTO,6671600,Nulos e Brancos 2010 Turno 2,2010, 2
M. G. do Sul,COMPARECIMENTO,1290433,Nulos e Brancos 2010 Turno 2,2010, 2
Mato Grosso,COMPARECIMENTO,1548459,Nulos e Brancos 2010 Turno 2,2010, 2
Goiás,COMPARECIMENTO,3158104,Nulos e Brancos 2010 Turno 2,2010, 2
Distrito Federal,COMPARECIMENTO,1479989,Nulos e Brancos 2010 Turno 2,2010, 2
Rondônia,ABSTENÇÃO,276450,Nulos e Brancos 2010 Turno 2,2010, 2
Acre,ABSTENÇÃO,134317,Nulos e Brancos 2010 Turno 2,2010, 2
Amazonas,ABSTENÇÃO,543726,Nulos e Brancos 2010 Turno 2,2010, 2
Roraima,ABSTENÇÃO,49924,Nulos e Brancos 2010 Turno 2,2010, 2
Pará,ABSTENÇÃO,1275991,Nulos e Brancos 2010 Turno 2,2010, 2
Amapá,ABSTENÇÃO,81796,Nulos e Brancos 2010 Turno 2,2010, 2
Tocantins,ABSTENÇÃO,251365,Nulos e Brancos 2010 Turno 2,2010, 2
Maranhão,ABSTENÇÃO,1275532,Nulos e Brancos 2010 Turno 2,2010, 2
Piauí,ABSTENÇÃO,517245,Nulos e Brancos 2010 Turno 2,2010, 2
Ceará,ABSTENÇÃO,1358604,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Norte,ABSTENÇÃO,483909,Nulos e Brancos 2010 Turno 2,2010, 2
Paraíba,ABSTENÇÃO,521249,Nulos e Brancos 2010 Turno 2,2010, 2
Pernambuco,ABSTENÇÃO,1373943,Nulos e Brancos 2010 Turno 2,2010, 2
Alagoas,ABSTENÇÃO,536872,Nulos e Brancos 2010 Turno 2,2010, 2
Sergipe,ABSTENÇÃO,294968,Nulos e Brancos 2010 Turno 2,2010, 2
Bahia,ABSTENÇÃO,2369486,Nulos e Brancos 2010 Turno 2,2010, 2
Minas Gerais,ABSTENÇÃO,3045244,Nulos e Brancos 2010 Turno 2,2010, 2
Espirito Santo,ABSTENÇÃO,527745,Nulos e Brancos 2010 Turno 2,2010, 2
Rio de Janeiro ,ABSTENÇÃO,2436258,Nulos e Brancos 2010 Turno 2,2010, 2
São Paulo,ABSTENÇÃO,5801614,Nulos e Brancos 2010 Turno 2,2010, 2
Paraná,ABSTENÇÃO,1491451,Nulos e Brancos 2010 Turno 2,2010, 2
Santa Catarina,ABSTENÇÃO,766246,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Sul,ABSTENÇÃO,1436185,Nulos e Brancos 2010 Turno 2,2010, 2
M. G. do Sul,ABSTENÇÃO,410546,Nulos e Brancos 2010 Turno 2,2010, 2
Mato Grosso,ABSTENÇÃO,545646,Nulos e Brancos 2010 Turno 2,2010, 2
Goiás,ABSTENÇÃO,900924,Nulos e Brancos 2010 Turno 2,2010, 2
Distrito Federal,ABSTENÇÃO,354146,Nulos e Brancos 2010 Turno 2,2010, 2
Rondônia,VOTOS EM BRANCO,12997,Nulos e Brancos 2010 Turno 2,2010, 2
Acre,VOTOS EM BRANCO,3563,Nulos e Brancos 2010 Turno 2,2010, 2
Amazonas,VOTOS EM BRANCO,30369,Nulos e Brancos 2010 Turno 2,2010, 2
Roraima,VOTOS EM BRANCO,2507,Nulos e Brancos 2010 Turno 2,2010, 2
Pará,VOTOS EM BRANCO,40412,Nulos e Brancos 2010 Turno 2,2010, 2
Amapá,VOTOS EM BRANCO,4443,Nulos e Brancos 2010 Turno 2,2010, 2
Tocantins,VOTOS EM BRANCO,9455,Nulos e Brancos 2010 Turno 2,2010, 2
Maranhão,VOTOS EM BRANCO,41114,Nulos e Brancos 2010 Turno 2,2010, 2
Piauí,VOTOS EM BRANCO,26645,Nulos e Brancos 2010 Turno 2,2010, 2
Ceará,VOTOS EM BRANCO,91042,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Norte,VOTOS EM BRANCO,40639,Nulos e Brancos 2010 Turno 2,2010, 2
Paraíba,VOTOS EM BRANCO,53447,Nulos e Brancos 2010 Turno 2,2010, 2
Pernambuco,VOTOS EM BRANCO,133692,Nulos e Brancos 2010 Turno 2,2010, 2
Alagoas,VOTOS EM BRANCO,32120,Nulos e Brancos 2010 Turno 2,2010, 2
Sergipe,VOTOS EM BRANCO,23787,Nulos e Brancos 2010 Turno 2,2010, 2
Bahia,VOTOS EM BRANCO,146826,Nulos e Brancos 2010 Turno 2,2010, 2
Minas Gerais,VOTOS EM BRANCO,297028,Nulos e Brancos 2010 Turno 2,2010, 2
Espirito Santo,VOTOS EM BRANCO,52573,Nulos e Brancos 2010 Turno 2,2010, 2
Rio de Janeiro ,VOTOS EM BRANCO,313497,Nulos e Brancos 2010 Turno 2,2010, 2
São Paulo,VOTOS EM BRANCO,618538,Nulos e Brancos 2010 Turno 2,2010, 2
Paraná,VOTOS EM BRANCO,112620,Nulos e Brancos 2010 Turno 2,2010, 2
Santa Catarina,VOTOS EM BRANCO,67252,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Sul,VOTOS EM BRANCO,148409,Nulos e Brancos 2010 Turno 2,2010, 2
M. G. do Sul,VOTOS EM BRANCO,19080,Nulos e Brancos 2010 Turno 2,2010, 2
Mato Grosso,VOTOS EM BRANCO,20082,Nulos e Brancos 2010 Turno 2,2010, 2
Goiás,VOTOS EM BRANCO,61595,Nulos e Brancos 2010 Turno 2,2010, 2
Distrito Federal,VOTOS EM BRANCO,45821,Nulos e Brancos 2010 Turno 2,2010, 2
Rondônia,VOTOS NULOS,56082,Nulos e Brancos 2010 Turno 2,2010, 2
Acre,VOTOS NULOS,12585,Nulos e Brancos 2010 Turno 2,2010, 2
Amazonas,VOTOS NULOS,37204,Nulos e Brancos 2010 Turno 2,2010, 2
Roraima,VOTOS NULOS,5996,Nulos e Brancos 2010 Turno 2,2010, 2
Pará,VOTOS NULOS,79571,Nulos e Brancos 2010 Turno 2,2010, 2
Amapá,VOTOS NULOS,17106,Nulos e Brancos 2010 Turno 2,2010, 2
Tocantins,VOTOS NULOS,22523,Nulos e Brancos 2010 Turno 2,2010, 2
Maranhão,VOTOS NULOS,103364,Nulos e Brancos 2010 Turno 2,2010, 2
Piauí,VOTOS NULOS,128569,Nulos e Brancos 2010 Turno 2,2010, 2
Ceará,VOTOS NULOS,177247,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Norte,VOTOS NULOS,75128,Nulos e Brancos 2010 Turno 2,2010, 2
Paraíba,VOTOS NULOS,166383,Nulos e Brancos 2010 Turno 2,2010, 2
Pernambuco,VOTOS NULOS,177561,Nulos e Brancos 2010 Turno 2,2010, 2
Alagoas,VOTOS NULOS,89922,Nulos e Brancos 2010 Turno 2,2010, 2
Sergipe,VOTOS NULOS,44462,Nulos e Brancos 2010 Turno 2,2010, 2
Bahia,VOTOS NULOS,342716,Nulos e Brancos 2010 Turno 2,2010, 2
Minas Gerais,VOTOS NULOS,529422,Nulos e Brancos 2010 Turno 2,2010, 2
Espirito Santo,VOTOS NULOS,62285,Nulos e Brancos 2010 Turno 2,2010, 2
Rio de Janeiro ,VOTOS NULOS,676712,Nulos e Brancos 2010 Turno 2,2010, 2
São Paulo,VOTOS NULOS,1099361,Nulos e Brancos 2010 Turno 2,2010, 2
Paraná,VOTOS NULOS,174761,Nulos e Brancos 2010 Turno 2,2010, 2
Santa Catarina,VOTOS NULOS,116970,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Sul,VOTOS NULOS,168223,Nulos e Brancos 2010 Turno 2,2010, 2
M. G. do Sul,VOTOS NULOS,33765,Nulos e Brancos 2010 Turno 2,2010, 2
Mato Grosso,VOTOS NULOS,35725,Nulos e Brancos 2010 Turno 2,2010, 2
Goiás,VOTOS NULOS,159963,Nulos e Brancos 2010 Turno 2,2010, 2
Distrito Federal,VOTOS NULOS,92195,Nulos e Brancos 2010 Turno 2,2010, 2
Rondônia,VOTOS NOS CANDIDATOS,732873,Nulos e Brancos 2010 Turno 2,2010, 2
Acre,VOTOS NOS CANDIDATOS,319735,Nulos e Brancos 2010 Turno 2,2010, 2
Amazonas,VOTOS NOS CANDIDATOS,1416940,Nulos e Brancos 2010 Turno 2,2010, 2
Roraima,VOTOS NOS CANDIDATOS,213176,Nulos e Brancos 2010 Turno 2,2010, 2
Pará,VOTOS NOS CANDIDATOS,3367597,Nulos e Brancos 2010 Turno 2,2010, 2
Amapá,VOTOS NOS CANDIDATOS,317004,Nulos e Brancos 2010 Turno 2,2010, 2
Tocantins,VOTOS NOS CANDIDATOS,664585,Nulos e Brancos 2010 Turno 2,2010, 2
Maranhão,VOTOS NOS CANDIDATOS,2900595,Nulos e Brancos 2010 Turno 2,2010, 2
Piauí,VOTOS NOS CANDIDATOS,1589472,Nulos e Brancos 2010 Turno 2,2010, 2
Ceará,VOTOS NOS CANDIDATOS,4251299,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Norte,VOTOS NOS CANDIDATOS,1645498,Nulos e Brancos 2010 Turno 2,2010, 2
Paraíba,VOTOS NOS CANDIDATOS,1997310,Nulos e Brancos 2010 Turno 2,2010, 2
Pernambuco,VOTOS NOS CANDIDATOS,4571188,Nulos e Brancos 2010 Turno 2,2010, 2
Alagoas,VOTOS NOS CANDIDATOS,1374604,Nulos e Brancos 2010 Turno 2,2010, 2
Sergipe,VOTOS NOS CANDIDATOS,1062142,Nulos e Brancos 2010 Turno 2,2010, 2
Bahia,VOTOS NOS CANDIDATOS,6685663,Nulos e Brancos 2010 Turno 2,2010, 2
Minas Gerais,VOTOS NOS CANDIDATOS,10642419,Nulos e Brancos 2010 Turno 2,2010, 2
Espirito Santo,VOTOS NOS CANDIDATOS,1879469,Nulos e Brancos 2010 Turno 2,2010, 2
Rio de Janeiro ,VOTOS NOS CANDIDATOS,8157968,Nulos e Brancos 2010 Turno 2,2010, 2
São Paulo,VOTOS NOS CANDIDATOS,22770930,Nulos e Brancos 2010 Turno 2,2010, 2
Paraná,VOTOS NOS CANDIDATOS,5819302,Nulos e Brancos 2010 Turno 2,2010, 2
Santa Catarina,VOTOS NOS CANDIDATOS,3586361,Nulos e Brancos 2010 Turno 2,2010, 2
R. G. do Sul,VOTOS NOS CANDIDATOS,6354968,Nulos e Brancos 2010 Turno 2,2010, 2
M. G. do Sul,VOTOS NOS CANDIDATOS,1237588,Nulos e Brancos 2010 Turno 2,2010, 2
Mato Grosso,VOTOS NOS CANDIDATOS,1492652,Nulos e Brancos 2010 Turno 2,2010, 2
Goiás,VOTOS NOS CANDIDATOS,2936546,Nulos e Brancos 2010 Turno 2,2010, 2
Distrito Federal,VOTOS NOS CANDIDATOS,1341973,Nulos e Brancos 2010 Turno 2,2010, 2
Rondônia,COMPARECIMENTO,885929,Nulos e Brancos 2014 Turno 1,2014, 1
Acre,COMPARECIMENTO,418772,Nulos e Brancos 2014 Turno 1,2014, 1
Amazonas,COMPARECIMENTO,1791817,Nulos e Brancos 2014 Turno 1,2014, 1
Roraima,COMPARECIMENTO,262194,Nulos e Brancos 2014 Turno 1,2014, 1
Pará,COMPARECIMENTO,4091843,Nulos e Brancos 2014 Turno 1,2014, 1
Amapá,COMPARECIMENTO,407846,Nulos e Brancos 2014 Turno 1,2014, 1
Tocantins,COMPARECIMENTO,801084,Nulos e Brancos 2014 Turno 1,2014, 1
Maranhão,COMPARECIMENTO,3433672,Nulos e Brancos 2014 Turno 1,2014, 1
Piauí,COMPARECIMENTO,1901414,Nulos e Brancos 2014 Turno 1,2014, 1
Ceará,COMPARECIMENTO,5007565,Nulos e Brancos 2014 Turno 1,2014, 1
R. G. do Norte,COMPARECIMENTO,1935105,Nulos e Brancos 2014 Turno 1,2014, 1
Paraíba,COMPARECIMENTO,2334522,Nulos e Brancos 2014 Turno 1,2014, 1
Pernambuco,COMPARECIMENTO,5304380,Nulos e Brancos 2014 Turno 1,2014, 1
Alagoas,COMPARECIMENTO,1612496,Nulos e Brancos 2014 Turno 1,2014, 1
Sergipe,COMPARECIMENTO,1239891,Nulos e Brancos 2014 Turno 1,2014, 1
Bahia,COMPARECIMENTO,7818832,Nulos e Brancos 2014 Turno 1,2014, 1
Minas Gerais,COMPARECIMENTO,12186182,Nulos e Brancos 2014 Turno 1,2014, 1
Espirito Santo,COMPARECIMENTO,2150247,Nulos e Brancos 2014 Turno 1,2014, 1
Rio de Janeiro ,COMPARECIMENTO,9693862,Nulos e Brancos 2014 Turno 1,2014, 1
São Paulo,COMPARECIMENTO,25736781,Nulos e Brancos 2014 Turno 1,2014, 1
Paraná,COMPARECIMENTO,6536251,Nulos e Brancos 2014 Turno 1,2014, 1
Santa Catarina,COMPARECIMENTO,4058912,Nulos e Brancos 2014 Turno 1,2014, 1
R. G. do Sul,COMPARECIMENTO,6976843,Nulos e Brancos 2014 Turno 1,2014, 1
M. G. do Sul,COMPARECIMENTO,1444320,Nulos e Brancos 2014 Turno 1,2014, 1
Mato Grosso,COMPARECIMENTO,1686876,Nulos e Brancos 2014 Turno 1,2014, 1
Goiás,COMPARECIMENTO,3514438,Nulos e Brancos 2014 Turno 1,2014, 1
Distrito Federal,COMPARECIMENTO,1674508,Nulos e Brancos 2014 Turno 1,2014, 1
Rondônia,ABSTENÇÃO,240573,Nulos e Brancos 2014 Turno 1,2014, 1
Acre,ABSTENÇÃO,87748,Nulos e Brancos 2014 Turno 1,2014, 1
Amazonas,ABSTENÇÃO,433813,Nulos e Brancos 2014 Turno 1,2014, 1
Roraima,ABSTENÇÃO,37217,Nulos e Brancos 2014 Turno 1,2014, 1
Pará,ABSTENÇÃO,1094107,Nulos e Brancos 2014 Turno 1,2014, 1
Amapá,ABSTENÇÃO,47522,Nulos e Brancos 2014 Turno 1,2014, 1
Tocantins,ABSTENÇÃO,195295,Nulos e Brancos 2014 Turno 1,2014, 1
Maranhão,ABSTENÇÃO,1062192,Nulos e Brancos 2014 Turno 1,2014, 1
Piauí,ABSTENÇÃO,443062,Nulos e Brancos 2014 Turno 1,2014, 1
Ceará,ABSTENÇÃO,1261344,Nulos e Brancos 2014 Turno 1,2014, 1
R. G. do Norte,ABSTENÇÃO,391478,Nulos e Brancos 2014 Turno 1,2014, 1
Paraíba,ABSTENÇÃO,500260,Nulos e Brancos 2014 Turno 1,2014, 1
Pernambuco,ABSTENÇÃO,1049479,Nulos e Brancos 2014 Turno 1,2014, 1
Alagoas,ABSTENÇÃO,382657,Nulos e Brancos 2014 Turno 1,2014, 1
Sergipe,ABSTENÇÃO,213706,Nulos e Brancos 2014 Turno 1,2014, 1
Bahia,ABSTENÇÃO,2360558,Nulos e Brancos 2014 Turno 1,2014, 1
Minas Gerais,ABSTENÇÃO,3050396,Nulos e Brancos 2014 Turno 1,2014, 1
Espirito Santo,ABSTENÇÃO,501374,Nulos e Brancos 2014 Turno 1,2014, 1
Rio de Janeiro ,ABSTENÇÃO,2440581,Nulos e Brancos 2014 Turno 1,2014, 1
São Paulo,ABSTENÇÃO,6242936,Nulos e Brancos 2014 Turno 1,2014, 1
Paraná,ABSTENÇÃO,1324920,Nulos e Brancos 2014 Turno 1,2014, 1
Santa Catarina,ABSTENÇÃO,796820,Nulos e Brancos 2014 Turno 1,2014, 1
R. G. do Sul,ABSTENÇÃO,1408386,Nulos e Brancos 2014 Turno 1,2014, 1
M. G. do Sul,ABSTENÇÃO,373191,Nulos e Brancos 2014 Turno 1,2014, 1
Mato Grosso,ABSTENÇÃO,501407,Nulos e Brancos 2014 Turno 1,2014, 1
Goiás,ABSTENÇÃO,815396,Nulos e Brancos 2014 Turno 1,2014, 1
Distrito Federal,ABSTENÇÃO,221189,Nulos e Brancos 2014 Turno 1,2014, 1
Rondônia,VOTOS EM BRANCO,20624,Nulos e Brancos 2014 Turno 1,2014, 1
Acre,VOTOS EM BRANCO,4343,Nulos e Brancos 2014 Turno 1,2014, 1
Amazonas,VOTOS EM BRANCO,36064,Nulos e Brancos 2014 Turno 1,2014, 1
Roraima,VOTOS EM BRANCO,3749,Nulos e Brancos 2014 Turno 1,2014, 1
Pará,VOTOS EM BRANCO,84927,Nulos e Brancos 2014 Turno 1,2014, 1
Amapá,VOTOS EM BRANCO,5042,Nulos e Brancos 2014 Turno 1,2014, 1
Tocantins,VOTOS EM BRANCO,14279,Nulos e Brancos 2014 Turno 1,2014, 1
Maranhão,VOTOS EM BRANCO,76761,Nulos e Brancos 2014 Turno 1,2014, 1
Piauí,VOTOS EM BRANCO,37303,Nulos e Brancos 2014 Turno 1,2014, 1
Ceará,VOTOS EM BRANCO,158501,Nulos e Brancos 2014 Turno 1,2014, 1
R. G. do Norte,VOTOS EM BRANCO,84976,Nulos e Brancos 2014 Turno 1,2014, 1
Paraíba,VOTOS EM BRANCO,95337,Nulos e Brancos 2014 Turno 1,2014, 1
Pernambuco,VOTOS EM BRANCO,219837,Nulos e Brancos 2014 Turno 1,2014, 1
Alagoas,VOTOS EM BRANCO,71609,Nulos e Brancos 2014 Turno 1,2014, 1
