estado,nome,partido,coligacao,votos,porcentagem,cargo,ano,turno
Goiás,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,1247510,1.84,Presidente,1998,Turno 1
Distrito Federal,Fernando Henrique Cardoso ,PSDB,PSDB PFL PPB PTB PSD,391201,0.58,Presidente,1998,Turno 1
Rondônia,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,103927,0.15,Presidente,1998,Turno 1
Acre,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,59690,0.09,Presidente,1998,Turno 1
Amazonas,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,211507,0.31,Presidente,1998,Turno 1
Roraima,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,20601,0.03,Presidente,1998,Turno 1
Pará,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,530722,0.78,Presidente,1998,Turno 1
Amapá,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,62394,0.09,Presidente,1998,Turno 1
Tocantins,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,66607,0.1,Presidente,1998,Turno 1
Maranhão,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,444912,0.66,Presidente,1998,Turno 1
Piauí,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,270465,0.4,Presidente,1998,Turno 1
Ceará,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,872290,1.29,Presidente,1998,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,267883,0.4,Presidente,1998,Turno 1
Paraíba,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,402293,0.59,Presidente,1998,Turno 1
Pernambuco,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,890971,1.32,Presidente,1998,Turno 1
Alagoas,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,161584,0.24,Presidente,1998,Turno 1
Sergipe,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,221565,0.33,Presidente,1998,Turno 1
Bahia,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,1372797,2.03,Presidente,1998,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,2129100,3.14,Presidente,1998,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,263636,0.39,Presidente,1998,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,2851274,4.21,Presidente,1998,Turno 1
São Paulo,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,4688677,6.93,Presidente,1998,Turno 1
Paraná,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,1168853,1.73,Presidente,1998,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,929698,1.37,Presidente,1998,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,2460551,3.63,Presidente,1998,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,210120,0.31,Presidente,1998,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,149462,0.22,Presidente,1998,Turno 1
Goiás,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,371175,0.55,Presidente,1998,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva ,PT,PT PDT PSB PCdoB,287579,0.42,Presidente,1998,Turno 1
Rondônia,Ciro Gomes ,PPS,PPS,39398,0.06,Presidente,1998,Turno 1
Acre,Ciro Gomes ,PPS,PPS,26909,0.04,Presidente,1998,Turno 1
Amazonas,Ciro Gomes ,PPS,PPS,128811,0.19,Presidente,1998,Turno 1
Roraima,Ciro Gomes ,PPS,PPS,20138,0.03,Presidente,1998,Turno 1
Pará,Ciro Gomes ,PPS,PPS,165670,0.24,Presidente,1998,Turno 1
Amapá,Ciro Gomes ,PPS,PPS,25349,0.04,Presidente,1998,Turno 1
Tocantins,Ciro Gomes ,PPS,PPS,47566,0.07,Presidente,1998,Turno 1
Maranhão,Ciro Gomes ,PPS,PPS,246268,0.36,Presidente,1998,Turno 1
Piauí,Ciro Gomes ,PPS,PPS,185997,0.27,Presidente,1998,Turno 1
Ceará,Ciro Gomes ,PPS,PPS,909402,1.34,Presidente,1998,Turno 1
R. G. do Norte,Ciro Gomes ,PPS,PPS,193496,0.29,Presidente,1998,Turno 1
Paraíba,Ciro Gomes ,PPS,PPS,191878,0.28,Presidente,1998,Turno 1
Pernambuco,Ciro Gomes ,PPS,PPS,212168,0.31,Presidente,1998,Turno 1
Alagoas,Ciro Gomes ,PPS,PPS,146729,0.22,Presidente,1998,Turno 1
Sergipe,Ciro Gomes ,PPS,PPS,71233,0.11,Presidente,1998,Turno 1
Bahia,Ciro Gomes ,PPS,PPS,327923,0.48,Presidente,1998,Turno 1
Minas Gerais,Ciro Gomes ,PPS,PPS,883377,1.3,Presidente,1998,Turno 1
Espírito Santo,Ciro Gomes ,PPS,PPS,134675,0.2,Presidente,1998,Turno 1
Rio de Janeiro,Ciro Gomes ,PPS,PPS,708279,1.05,Presidente,1998,Turno 1
São Paulo,Ciro Gomes ,PPS,PPS,1208718,1.79,Presidente,1998,Turno 1
Paraná,Ciro Gomes ,PPS,PPS,400966,0.59,Presidente,1998,Turno 1
Santa Catarina,Ciro Gomes ,PPS,PPS,252659,0.37,Presidente,1998,Turno 1
R. G. do Sul,Ciro Gomes ,PPS,PPS,277866,0.41,Presidente,1998,Turno 1
M. G. do Sul,Ciro Gomes ,PPS,PPS,89951,0.13,Presidente,1998,Turno 1
Mato Grosso,Ciro Gomes ,PPS,PPS,67668,0.1,Presidente,1998,Turno 1
Goiás,Ciro Gomes ,PPS,PPS,195851,0.29,Presidente,1998,Turno 1
Distrito Federal,Ciro Gomes ,PPS,PPS,265838,0.39,Presidente,1998,Turno 1
Rondônia,Enéas Carneiro ,PRONA,PRONA,7218,0.01,Presidente,1998,Turno 1
Acre,Enéas Carneiro ,PRONA,PRONA,10362,0.02,Presidente,1998,Turno 1
Amazonas,Enéas Carneiro ,PRONA,PRONA,16093,0.02,Presidente,1998,Turno 1
Roraima,Enéas Carneiro ,PRONA,PRONA,2353,0,Presidente,1998,Turno 1
Pará,Enéas Carneiro ,PRONA,PRONA,30538,0.05,Presidente,1998,Turno 1
Amapá,Enéas Carneiro ,PRONA,PRONA,3237,0,Presidente,1998,Turno 1
Tocantins,Enéas Carneiro ,PRONA,PRONA,7131,0.01,Presidente,1998,Turno 1
Maranhão,Enéas Carneiro ,PRONA,PRONA,24910,0.04,Presidente,1998,Turno 1
Piauí,Enéas Carneiro ,PRONA,PRONA,12497,0.02,Presidente,1998,Turno 1
Ceará,Enéas Carneiro ,PRONA,PRONA,12294,0.02,Presidente,1998,Turno 1
R. G. do Norte,Enéas Carneiro ,PRONA,PRONA,14427,0.02,Presidente,1998,Turno 1
Paraíba,Enéas Carneiro ,PRONA,PRONA,15889,0.02,Presidente,1998,Turno 1
Pernambuco,Enéas Carneiro ,PRONA,PRONA,32393,0.05,Presidente,1998,Turno 1
Alagoas,Enéas Carneiro ,PRONA,PRONA,6664,0.01,Presidente,1998,Turno 1
Sergipe,Enéas Carneiro ,PRONA,PRONA,11503,0.02,Presidente,1998,Turno 1
Bahia,Enéas Carneiro ,PRONA,PRONA,90575,0.13,Presidente,1998,Turno 1
Minas Gerais,Enéas Carneiro ,PRONA,PRONA,156826,0.23,Presidente,1998,Turno 1
Espírito Santo,Enéas Carneiro ,PRONA,PRONA,18836,0.03,Presidente,1998,Turno 1
Rio de Janeiro,Enéas Carneiro ,PRONA,PRONA,233921,0.35,Presidente,1998,Turno 1
São Paulo,Enéas Carneiro ,PRONA,PRONA,389592,0.58,Presidente,1998,Turno 1
Paraná,Enéas Carneiro ,PRONA,PRONA,61334,0.09,Presidente,1998,Turno 1
Santa Catarina,Enéas Carneiro ,PRONA,PRONA,55133,0.08,Presidente,1998,Turno 1
R. G. do Sul,Enéas Carneiro ,PRONA,PRONA,161750,0.24,Presidente,1998,Turno 1
M. G. do Sul,Enéas Carneiro ,PRONA,PRONA,11981,0.02,Presidente,1998,Turno 1
Mato Grosso,Enéas Carneiro ,PRONA,PRONA,12012,0.02,Presidente,1998,Turno 1
Goiás,Enéas Carneiro ,PRONA,PRONA,34222,0.05,Presidente,1998,Turno 1
Distrito Federal,Enéas Carneiro ,PRONA,PRONA,13092,0.02,Presidente,1998,Turno 1
Rondônia,Ivan Frota ,PMN,PMN,1597,0,Presidente,1998,Turno 1
Acre,Ivan Frota ,PMN,PMN,1461,0,Presidente,1998,Turno 1
Amazonas,Ivan Frota ,PMN,PMN,3308,0,Presidente,1998,Turno 1
Roraima,Ivan Frota ,PMN,PMN,119,0,Presidente,1998,Turno 1
Pará,Ivan Frota ,PMN,PMN,10772,0.02,Presidente,1998,Turno 1
Amapá,Ivan Frota ,PMN,PMN,129,0,Presidente,1998,Turno 1
Tocantins,Ivan Frota ,PMN,PMN,2434,0,Presidente,1998,Turno 1
Maranhão,Ivan Frota ,PMN,PMN,11295,0.02,Presidente,1998,Turno 1
Piauí,Ivan Frota ,PMN,PMN,13034,0.02,Presidente,1998,Turno 1
Ceará,Ivan Frota ,PMN,PMN,10852,0.02,Presidente,1998,Turno 1
R. G. do Norte,Ivan Frota ,PMN,PMN,7962,0.01,Presidente,1998,Turno 1
Paraíba,Ivan Frota ,PMN,PMN,7483,0.01,Presidente,1998,Turno 1
Pernambuco,Ivan Frota ,PMN,PMN,18635,0.03,Presidente,1998,Turno 1
Alagoas,Ivan Frota ,PMN,PMN,4064,0.01,Presidente,1998,Turno 1
Sergipe,Ivan Frota ,PMN,PMN,6818,0.01,Presidente,1998,Turno 1
Bahia,Ivan Frota ,PMN,PMN,19285,0.03,Presidente,1998,Turno 1
Minas Gerais,Ivan Frota ,PMN,PMN,36302,0.05,Presidente,1998,Turno 1
Espírito Santo,Ivan Frota ,PMN,PMN,6945,0.01,Presidente,1998,Turno 1
Rio de Janeiro,Ivan Frota ,PMN,PMN,12596,0.02,Presidente,1998,Turno 1
São Paulo,Ivan Frota ,PMN,PMN,25335,0.04,Presidente,1998,Turno 1
Paraná,Ivan Frota ,PMN,PMN,11013,0.02,Presidente,1998,Turno 1
Santa Catarina,Ivan Frota ,PMN,PMN,7159,0.01,Presidente,1998,Turno 1
R. G. do Sul,Ivan Frota ,PMN,PMN,15796,0.02,Presidente,1998,Turno 1
M. G. do Sul,Ivan Frota ,PMN,PMN,3193,0,Presidente,1998,Turno 1
Mato Grosso,Ivan Frota ,PMN,PMN,3520,0.01,Presidente,1998,Turno 1
Goiás,Ivan Frota ,PMN,PMN,8801,0.01,Presidente,1998,Turno 1
Distrito Federal,Ivan Frota ,PMN,PMN,1368,0,Presidente,1998,Turno 1
Rondônia,Alfredo Sirkis ,PV,PV,1067,0,Presidente,1998,Turno 1
Acre,Alfredo Sirkis ,PV,PV,808,0,Presidente,1998,Turno 1
Amazonas,Alfredo Sirkis ,PV,PV,2506,0,Presidente,1998,Turno 1
Roraima,Alfredo Sirkis ,PV,PV,121,0,Presidente,1998,Turno 1
Pará,Alfredo Sirkis ,PV,PV,6473,0.01,Presidente,1998,Turno 1
Amapá,Alfredo Sirkis ,PV,PV,324,0,Presidente,1998,Turno 1
Tocantins,Alfredo Sirkis ,PV,PV,1624,0,Presidente,1998,Turno 1
Maranhão,Alfredo Sirkis ,PV,PV,11015,0.02,Presidente,1998,Turno 1
Piauí,Alfredo Sirkis ,PV,PV,4878,0.01,Presidente,1998,Turno 1
Ceará,Alfredo Sirkis ,PV,PV,8398,0.01,Presidente,1998,Turno 1
R. G. do Norte,Alfredo Sirkis ,PV,PV,5804,0.01,Presidente,1998,Turno 1
Paraíba,Alfredo Sirkis ,PV,PV,8411,0.01,Presidente,1998,Turno 1
Pernambuco,Alfredo Sirkis ,PV,PV,8337,0.01,Presidente,1998,Turno 1
Alagoas,Alfredo Sirkis ,PV,PV,1317,0,Presidente,1998,Turno 1
Sergipe,Alfredo Sirkis ,PV,PV,2721,0,Presidente,1998,Turno 1
Bahia,Alfredo Sirkis ,PV,PV,13988,0.02,Presidente,1998,Turno 1
Minas Gerais,Alfredo Sirkis ,PV,PV,28466,0.04,Presidente,1998,Turno 1
Espírito Santo,Alfredo Sirkis ,PV,PV,3470,0.01,Presidente,1998,Turno 1
Rio de Janeiro,Alfredo Sirkis ,PV,PV,15185,0.02,Presidente,1998,Turno 1
São Paulo,Alfredo Sirkis ,PV,PV,40949,0.06,Presidente,1998,Turno 1
Paraná,Alfredo Sirkis ,PV,PV,12694,0.02,Presidente,1998,Turno 1
Santa Catarina,Alfredo Sirkis ,PV,PV,8797,0.01,Presidente,1998,Turno 1
R. G. do Sul,Alfredo Sirkis ,PV,PV,11886,0.02,Presidente,1998,Turno 1
M. G. do Sul,Alfredo Sirkis ,PV,PV,2508,0,Presidente,1998,Turno 1
Mato Grosso,Alfredo Sirkis ,PV,PV,1924,0,Presidente,1998,Turno 1
Goiás,Alfredo Sirkis ,PV,PV,7456,0.01,Presidente,1998,Turno 1
Distrito Federal,Alfredo Sirkis ,PV,PV,1739,0,Presidente,1998,Turno 1
Rondônia,José Maria deAlmeida ,PSTU,PSTU,1232,0,Presidente,1998,Turno 1
Acre,José Maria deAlmeida ,PSTU,PSTU,655,0,Presidente,1998,Turno 1
Amazonas,José Maria deAlmeida ,PSTU,PSTU,2765,0,Presidente,1998,Turno 1
Roraima,José Maria deAlmeida ,PSTU,PSTU,75,0,Presidente,1998,Turno 1
Pará,José Maria deAlmeida ,PSTU,PSTU,8952,0.01,Presidente,1998,Turno 1
Amapá,José Maria deAlmeida ,PSTU,PSTU,445,0,Presidente,1998,Turno 1
Tocantins,José Maria deAlmeida ,PSTU,PSTU,1677,0,Presidente,1998,Turno 1
Maranhão,José Maria deAlmeida ,PSTU,PSTU,9534,0.01,Presidente,1998,Turno 1
Piauí,José Maria deAlmeida ,PSTU,PSTU,7336,0.01,Presidente,1998,Turno 1
Ceará,José Maria deAlmeida ,PSTU,PSTU,9136,0.01,Presidente,1998,Turno 1
R. G. do Norte,José Maria deAlmeida ,PSTU,PSTU,4553,0.01,Presidente,1998,Turno 1
Paraíba,José Maria deAlmeida ,PSTU,PSTU,10039,0.01,Presidente,1998,Turno 1
Pernambuco,José Maria deAlmeida ,PSTU,PSTU,13970,0.02,Presidente,1998,Turno 1
Alagoas,José Maria deAlmeida ,PSTU,PSTU,1385,0,Presidente,1998,Turno 1
Sergipe,José Maria deAlmeida ,PSTU,PSTU,3279,0,Presidente,1998,Turno 1
Bahia,José Maria deAlmeida ,PSTU,PSTU,15069,0.02,Presidente,1998,Turno 1
Minas Gerais,José Maria deAlmeida ,PSTU,PSTU,29689,0.04,Presidente,1998,Turno 1
Espírito Santo,José Maria deAlmeida ,PSTU,PSTU,2631,0,Presidente,1998,Turno 1
Rio de Janeiro,José Maria deAlmeida ,PSTU,PSTU,8319,0.01,Presidente,1998,Turno 1
São Paulo,José Maria deAlmeida ,PSTU,PSTU,35102,0.05,Presidente,1998,Turno 1
Paraná,José Maria deAlmeida ,PSTU,PSTU,10113,0.01,Presidente,1998,Turno 1
Santa Catarina,José Maria deAlmeida ,PSTU,PSTU,5253,0.01,Presidente,1998,Turno 1
R. G. do Sul,José Maria deAlmeida ,PSTU,PSTU,9454,0.01,Presidente,1998,Turno 1
M. G. do Sul,José Maria deAlmeida ,PSTU,PSTU,2207,0,Presidente,1998,Turno 1
Mato Grosso,José Maria deAlmeida ,PSTU,PSTU,2024,0,Presidente,1998,Turno 1
Goiás,José Maria deAlmeida ,PSTU,PSTU,6894,0.01,Presidente,1998,Turno 1
Distrito Federal,José Maria deAlmeida ,PSTU,PSTU,826,0,Presidente,1998,Turno 1
Rondônia,João de Jesus ,PTdoB,PTdoB,1469,0,Presidente,1998,Turno 1
Acre,João de Jesus ,PTdoB,PTdoB,972,0,Presidente,1998,Turno 1
Amazonas,João de Jesus ,PTdoB,PTdoB,2161,0,Presidente,1998,Turno 1
Roraima,João de Jesus ,PTdoB,PTdoB,171,0,Presidente,1998,Turno 1
Pará,João de Jesus ,PTdoB,PTdoB,5723,0.01,Presidente,1998,Turno 1
Amapá,João de Jesus ,PTdoB,PTdoB,187,0,Presidente,1998,Turno 1
Tocantins,João de Jesus ,PTdoB,PTdoB,1938,0,Presidente,1998,Turno 1
Maranhão,João de Jesus ,PTdoB,PTdoB,8961,0.01,Presidente,1998,Turno 1
Piauí,João de Jesus ,PTdoB,PTdoB,8451,0.01,Presidente,1998,Turno 1
Ceará,João de Jesus ,PTdoB,PTdoB,6473,0.01,Presidente,1998,Turno 1
R. G. do Norte,João de Jesus ,PTdoB,PTdoB,3849,0.01,Presidente,1998,Turno 1
Paraíba,João de Jesus ,PTdoB,PTdoB,5363,0.01,Presidente,1998,Turno 1
Pernambuco,João de Jesus ,PTdoB,PTdoB,11779,0.02,Presidente,1998,Turno 1
Alagoas,João de Jesus ,PTdoB,PTdoB,1111,0,Presidente,1998,Turno 1
Sergipe,João de Jesus ,PTdoB,PTdoB,4296,0.01,Presidente,1998,Turno 1
Bahia,João de Jesus ,PTdoB,PTdoB,20293,0.03,Presidente,1998,Turno 1
Minas Gerais,João de Jesus ,PTdoB,PTdoB,25916,0.04,Presidente,1998,Turno 1
Espírito Santo,João de Jesus ,PTdoB,PTdoB,2969,0,Presidente,1998,Turno 1
Rio de Janeiro,João de Jesus ,PTdoB,PTdoB,14272,0.02,Presidente,1998,Turno 1
São Paulo,João de Jesus ,PTdoB,PTdoB,29141,0.04,Presidente,1998,Turno 1
Paraná,João de Jesus ,PTdoB,PTdoB,13350,0.02,Presidente,1998,Turno 1
Santa Catarina,João de Jesus ,PTdoB,PTdoB,8931,0.01,Presidente,1998,Turno 1
R. G. do Sul,João de Jesus ,PTdoB,PTdoB,10862,0.02,Presidente,1998,Turno 1
M. G. do Sul,João de Jesus ,PTdoB,PTdoB,2312,0,Presidente,1998,Turno 1
Mato Grosso,João de Jesus ,PTdoB,PTdoB,1957,0,Presidente,1998,Turno 1
Goiás,João de Jesus ,PTdoB,PTdoB,5468,0.01,Presidente,1998,Turno 1
Distrito Federal,João de Jesus ,PTdoB,PTdoB,455,0,Presidente,1998,Turno 1
Rondônia,José Maria Eymael ,PSDC,PSDC,1069,0,Presidente,1998,Turno 1
Acre,José Maria Eymael ,PSDC,PSDC,508,0,Presidente,1998,Turno 1
Amazonas,José Maria Eymael ,PSDC,PSDC,2689,0,Presidente,1998,Turno 1
Roraima,José Maria Eymael ,PSDC,PSDC,26,0,Presidente,1998,Turno 1
Pará,José Maria Eymael ,PSDC,PSDC,5432,0.01,Presidente,1998,Turno 1
Amapá,José Maria Eymael ,PSDC,PSDC,60,0,Presidente,1998,Turno 1
Tocantins,José Maria Eymael ,PSDC,PSDC,1195,0,Presidente,1998,Turno 1
Maranhão,José Maria Eymael ,PSDC,PSDC,7030,0.01,Presidente,1998,Turno 1
Piauí,José Maria Eymael ,PSDC,PSDC,6346,0.01,Presidente,1998,Turno 1
Ceará,José Maria Eymael ,PSDC,PSDC,6160,0.01,Presidente,1998,Turno 1
R. G. do Norte,José Maria Eymael ,PSDC,PSDC,4945,0.01,Presidente,1998,Turno 1
Paraíba,José Maria Eymael ,PSDC,PSDC,4309,0.01,Presidente,1998,Turno 1
Pernambuco,José Maria Eymael ,PSDC,PSDC,13002,0.02,Presidente,1998,Turno 1
Alagoas,José Maria Eymael ,PSDC,PSDC,371,0,Presidente,1998,Turno 1
Sergipe,José Maria Eymael ,PSDC,PSDC,2205,0,Presidente,1998,Turno 1
Bahia,José Maria Eymael ,PSDC,PSDC,11305,0.02,Presidente,1998,Turno 1
Minas Gerais,José Maria Eymael ,PSDC,PSDC,19839,0.03,Presidente,1998,Turno 1
Espírito Santo,José Maria Eymael ,PSDC,PSDC,2505,0,Presidente,1998,Turno 1
Rio de Janeiro,José Maria Eymael ,PSDC,PSDC,8581,0.01,Presidente,1998,Turno 1
São Paulo,José Maria Eymael ,PSDC,PSDC,41457,0.06,Presidente,1998,Turno 1
Paraná,José Maria Eymael ,PSDC,PSDC,7275,0.01,Presidente,1998,Turno 1
Santa Catarina,José Maria Eymael ,PSDC,PSDC,4892,0.01,Presidente,1998,Turno 1
R. G. do Sul,José Maria Eymael ,PSDC,PSDC,12880,0.02,Presidente,1998,Turno 1
M. G. do Sul,José Maria Eymael ,PSDC,PSDC,1665,0,Presidente,1998,Turno 1
Mato Grosso,José Maria Eymael ,PSDC,PSDC,1591,0,Presidente,1998,Turno 1
Goiás,José Maria Eymael ,PSDC,PSDC,3569,0.01,Presidente,1998,Turno 1
Distrito Federal,José Maria Eymael ,PSDC,PSDC,908,0,Presidente,1998,Turno 1
Rondônia,Theresa Ruiz ,PTN,PTN,1793,0,Presidente,1998,Turno 1
Acre,Theresa Ruiz ,PTN,PTN,467,0,Presidente,1998,Turno 1
Amazonas,Theresa Ruiz ,PTN,PTN,2726,0,Presidente,1998,Turno 1
Roraima,Theresa Ruiz ,PTN,PTN,442,0,Presidente,1998,Turno 1
Pará,Theresa Ruiz ,PTN,PTN,5387,0.01,Presidente,1998,Turno 1
Amapá,Theresa Ruiz ,PTN,PTN,588,0,Presidente,1998,Turno 1
Tocantins,Theresa Ruiz ,PTN,PTN,814,0,Presidente,1998,Turno 1
Maranhão,Theresa Ruiz ,PTN,PTN,4221,0.01,Presidente,1998,Turno 1
Piauí,Theresa Ruiz ,PTN,PTN,3960,0.01,Presidente,1998,Turno 1
Ceará,Theresa Ruiz ,PTN,PTN,4113,0.01,Presidente,1998,Turno 1
R. G. do Norte,Theresa Ruiz ,PTN,PTN,3146,0,Presidente,1998,Turno 1
Paraíba,Theresa Ruiz ,PTN,PTN,2885,0,Presidente,1998,Turno 1
Pernambuco,Theresa Ruiz ,PTN,PTN,7035,0.01,Presidente,1998,Turno 1
Alagoas,Theresa Ruiz ,PTN,PTN,915,0,Presidente,1998,Turno 1
Sergipe,Theresa Ruiz ,PTN,PTN,2238,0,Presidente,1998,Turno 1
Bahia,Theresa Ruiz ,PTN,PTN,8787,0.01,Presidente,1998,Turno 1
Minas Gerais,Theresa Ruiz ,PTN,PTN,25673,0.04,Presidente,1998,Turno 1
Espírito Santo,Theresa Ruiz ,PTN,PTN,3210,0,Presidente,1998,Turno 1
Rio de Janeiro,Theresa Ruiz ,PTN,PTN,18967,0.03,Presidente,1998,Turno 1
São Paulo,Theresa Ruiz ,PTN,PTN,28388,0.04,Presidente,1998,Turno 1
Paraná,Theresa Ruiz ,PTN,PTN,12273,0.02,Presidente,1998,Turno 1
Santa Catarina,Theresa Ruiz ,PTN,PTN,5770,0.01,Presidente,1998,Turno 1
R. G. do Sul,Theresa Ruiz ,PTN,PTN,9650,0.01,Presidente,1998,Turno 1
M. G. do Sul,Theresa Ruiz ,PTN,PTN,3025,0,Presidente,1998,Turno 1
Mato Grosso,Theresa Ruiz ,PTN,PTN,2198,0,Presidente,1998,Turno 1
Goiás,Theresa Ruiz ,PTN,PTN,5142,0.01,Presidente,1998,Turno 1
Distrito Federal,Theresa Ruiz ,PTN,PTN,2240,0,Presidente,1998,Turno 1
Rondônia,Sérgio Bueno ,PSC,PSC,4409,0.01,Presidente,1998,Turno 1
Acre,Sérgio Bueno ,PSC,PSC,283,0,Presidente,1998,Turno 1
Amazonas,Sérgio Bueno ,PSC,PSC,1209,0,Presidente,1998,Turno 1
Roraima,Sérgio Bueno ,PSC,PSC,40,0,Presidente,1998,Turno 1
Pará,Sérgio Bueno ,PSC,PSC,3273,0,Presidente,1998,Turno 1
Amapá,Sérgio Bueno ,PSC,PSC,226,0,Presidente,1998,Turno 1
Tocantins,Sérgio Bueno ,PSC,PSC,787,0,Presidente,1998,Turno 1
Maranhão,Sérgio Bueno ,PSC,PSC,4883,0.01,Presidente,1998,Turno 1
Piauí,Sérgio Bueno ,PSC,PSC,3770,0.01,Presidente,1998,Turno 1
Ceará,Sérgio Bueno ,PSC,PSC,5986,0.01,Presidente,1998,Turno 1
R. G. do Norte,Sérgio Bueno ,PSC,PSC,2175,0,Presidente,1998,Turno 1
Paraíba,Sérgio Bueno ,PSC,PSC,2200,0,Presidente,1998,Turno 1
Pernambuco,Sérgio Bueno ,PSC,PSC,9435,0.01,Presidente,1998,Turno 1
Alagoas,Sérgio Bueno ,PSC,PSC,467,0,Presidente,1998,Turno 1
Sergipe,Sérgio Bueno ,PSC,PSC,2198,0,Presidente,1998,Turno 1
Bahia,Sérgio Bueno ,PSC,PSC,15688,0.02,Presidente,1998,Turno 1
Minas Gerais,Sérgio Bueno ,PSC,PSC,14230,0.02,Presidente,1998,Turno 1
Espírito Santo,Sérgio Bueno ,PSC,PSC,2263,0,Presidente,1998,Turno 1
Rio de Janeiro,Sérgio Bueno ,PSC,PSC,11041,0.02,Presidente,1998,Turno 1
São Paulo,Sérgio Bueno ,PSC,PSC,17084,0.03,Presidente,1998,Turno 1
Paraná,Sérgio Bueno ,PSC,PSC,9243,0.01,Presidente,1998,Turno 1
Santa Catarina,Sérgio Bueno ,PSC,PSC,2962,0,Presidente,1998,Turno 1
R. G. do Sul,Sérgio Bueno ,PSC,PSC,4517,0.01,Presidente,1998,Turno 1
M. G. do Sul,Sérgio Bueno ,PSC,PSC,812,0,Presidente,1998,Turno 1
Mato Grosso,Sérgio Bueno ,PSC,PSC,1114,0,Presidente,1998,Turno 1
Goiás,Sérgio Bueno ,PSC,PSC,2842,0,Presidente,1998,Turno 1
Distrito Federal,Sérgio Bueno ,PSC,PSC,1409,0,Presidente,1998,Turno 1
Rondônia,Vasco Neto ,PSN,PSN,607,0,Presidente,1998,Turno 1
Acre,Vasco Neto ,PSN,PSN,603,0,Presidente,1998,Turno 1
Amazonas,Vasco Neto ,PSN,PSN,959,0,Presidente,1998,Turno 1
Roraima,Vasco Neto ,PSN,PSN,42,0,Presidente,1998,Turno 1
Pará,Vasco Neto ,PSN,PSN,3028,0,Presidente,1998,Turno 1
Amapá,Vasco Neto ,PSN,PSN,102,0,Presidente,1998,Turno 1
Tocantins,Vasco Neto ,PSN,PSN,854,0,Presidente,1998,Turno 1
Maranhão,Vasco Neto ,PSN,PSN,4638,0.01,Presidente,1998,Turno 1
Piauí,Vasco Neto ,PSN,PSN,4251,0.01,Presidente,1998,Turno 1
Ceará,Vasco Neto ,PSN,PSN,6030,0.01,Presidente,1998,Turno 1
R. G. do Norte,Vasco Neto ,PSN,PSN,2699,0,Presidente,1998,Turno 1
Paraíba,Vasco Neto ,PSN,PSN,3663,0.01,Presidente,1998,Turno 1
Pernambuco,Vasco Neto ,PSN,PSN,6233,0.01,Presidente,1998,Turno 1
Alagoas,Vasco Neto ,PSN,PSN,1173,0,Presidente,1998,Turno 1
Sergipe,Vasco Neto ,PSN,PSN,2190,0,Presidente,1998,Turno 1
Bahia,Vasco Neto ,PSN,PSN,10669,0.02,Presidente,1998,Turno 1
Minas Gerais,Vasco Neto ,PSN,PSN,14139,0.02,Presidente,1998,Turno 1
Espírito Santo,Vasco Neto ,PSN,PSN,2336,0,Presidente,1998,Turno 1
Rio de Janeiro,Vasco Neto ,PSN,PSN,6676,0.01,Presidente,1998,Turno 1
São Paulo,Vasco Neto ,PSN,PSN,17647,0.03,Presidente,1998,Turno 1
Paraná,Vasco Neto ,PSN,PSN,7263,0.01,Presidente,1998,Turno 1
Santa Catarina,Vasco Neto ,PSN,PSN,3085,0,Presidente,1998,Turno 1
R. G. do Sul,Vasco Neto ,PSN,PSN,4889,0.01,Presidente,1998,Turno 1
