estado,nome,partido,coligacao,votos,porcentagem,cargo,ano,turno
Rio de Janeiro,Affonso Camargo ,PTB,PTB,42282,0.06,Presidente,1989,Turno 1
São Paulo,Affonso Camargo ,PTB,PTB,58096,0.09,Presidente,1989,Turno 1
Paraná,Affonso Camargo ,PTB,PTB,86065,0.13,Presidente,1989,Turno 1
Santa Catarina,Affonso Camargo ,PTB,PTB,12713,0.02,Presidente,1989,Turno 1
R. G. do Sul,Affonso Camargo ,PTB,PTB,15646,0.02,Presidente,1989,Turno 1
M. G. do Sul,Affonso Camargo ,PTB,PTB,4317,0.01,Presidente,1989,Turno 1
Mato Grosso,Affonso Camargo ,PTB,PTB,4073,0.01,Presidente,1989,Turno 1
Goiás,Affonso Camargo ,PTB,PTB,7623,0.01,Presidente,1989,Turno 1
Distrito Federal,Affonso Camargo ,PTB,PTB,6732,0.01,Presidente,1989,Turno 1
Rondônia,Enéas Carneiro ,PRONA,PRONA,2029,0,Presidente,1989,Turno 1
Acre,Enéas Carneiro ,PRONA,PRONA,1058,0,Presidente,1989,Turno 1
Amazonas,Enéas Carneiro ,PRONA,PRONA,2837,0,Presidente,1989,Turno 1
Roraima,Enéas Carneiro ,PRONA,PRONA,210,0,Presidente,1989,Turno 1
Pará,Enéas Carneiro ,PRONA,PRONA,8135,0.01,Presidente,1989,Turno 1
Amapá,Enéas Carneiro ,PRONA,PRONA,533,0,Presidente,1989,Turno 1
Tocantins,Enéas Carneiro ,PRONA,PRONA,1421,0,Presidente,1989,Turno 1
Maranhão,Enéas Carneiro ,PRONA,PRONA,8531,0.01,Presidente,1989,Turno 1
Piauí,Enéas Carneiro ,PRONA,PRONA,5011,0.01,Presidente,1989,Turno 1
Ceará,Enéas Carneiro ,PRONA,PRONA,11596,0.02,Presidente,1989,Turno 1
R. G. do Norte,Enéas Carneiro ,PRONA,PRONA,6695,0.01,Presidente,1989,Turno 1
Paraíba,Enéas Carneiro ,PRONA,PRONA,6997,0.01,Presidente,1989,Turno 1
Pernambuco,Enéas Carneiro ,PRONA,PRONA,14359,0.02,Presidente,1989,Turno 1
Alagoas,Enéas Carneiro ,PRONA,PRONA,3376,0,Presidente,1989,Turno 1
Sergipe,Enéas Carneiro ,PRONA,PRONA,2919,0,Presidente,1989,Turno 1
Bahia,Enéas Carneiro ,PRONA,PRONA,31655,0.05,Presidente,1989,Turno 1
Minas Gerais,Enéas Carneiro ,PRONA,PRONA,65344,0.1,Presidente,1989,Turno 1
Espírito Santo,Enéas Carneiro ,PRONA,PRONA,7495,0.01,Presidente,1989,Turno 1
Rio de Janeiro,Enéas Carneiro ,PRONA,PRONA,40916,0.06,Presidente,1989,Turno 1
São Paulo,Enéas Carneiro ,PRONA,PRONA,77823,0.12,Presidente,1989,Turno 1
Paraná,Enéas Carneiro ,PRONA,PRONA,11267,0.02,Presidente,1989,Turno 1
Santa Catarina,Enéas Carneiro ,PRONA,PRONA,10521,0.02,Presidente,1989,Turno 1
R. G. do Sul,Enéas Carneiro ,PRONA,PRONA,22787,0.03,Presidente,1989,Turno 1
M. G. do Sul,Enéas Carneiro ,PRONA,PRONA,2986,0,Presidente,1989,Turno 1
Mato Grosso,Enéas Carneiro ,PRONA,PRONA,2747,0,Presidente,1989,Turno 1
Goiás,Enéas Carneiro ,PRONA,PRONA,8257,0.01,Presidente,1989,Turno 1
Distrito Federal,Enéas Carneiro ,PRONA,PRONA,3069,0,Presidente,1989,Turno 1
Rondônia,Marronzinho ,PSP,PSP,1609,0,Presidente,1989,Turno 1
Acre,Marronzinho ,PSP,PSP,468,0,Presidente,1989,Turno 1
Amazonas,Marronzinho ,PSP,PSP,1983,0,Presidente,1989,Turno 1
Roraima,Marronzinho ,PSP,PSP,184,0,Presidente,1989,Turno 1
Pará,Marronzinho ,PSP,PSP,6051,0.01,Presidente,1989,Turno 1
Amapá,Marronzinho ,PSP,PSP,436,0,Presidente,1989,Turno 1
Tocantins,Marronzinho ,PSP,PSP,855,0,Presidente,1989,Turno 1
Maranhão,Marronzinho ,PSP,PSP,8254,0.01,Presidente,1989,Turno 1
Piauí,Marronzinho ,PSP,PSP,4886,0.01,Presidente,1989,Turno 1
Ceará,Marronzinho ,PSP,PSP,13790,0.02,Presidente,1989,Turno 1
R. G. do Norte,Marronzinho ,PSP,PSP,4482,0.01,Presidente,1989,Turno 1
Paraíba,Marronzinho ,PSP,PSP,8124,0.01,Presidente,1989,Turno 1
Pernambuco,Marronzinho ,PSP,PSP,14444,0.02,Presidente,1989,Turno 1
Alagoas,Marronzinho ,PSP,PSP,2941,0,Presidente,1989,Turno 1
Sergipe,Marronzinho ,PSP,PSP,5661,0.01,Presidente,1989,Turno 1
Bahia,Marronzinho ,PSP,PSP,24301,0.04,Presidente,1989,Turno 1
Minas Gerais,Marronzinho ,PSP,PSP,38093,0.06,Presidente,1989,Turno 1
Espírito Santo,Marronzinho ,PSP,PSP,5459,0.01,Presidente,1989,Turno 1
Rio de Janeiro,Marronzinho ,PSP,PSP,16466,0.02,Presidente,1989,Turno 1
São Paulo,Marronzinho ,PSP,PSP,37525,0.06,Presidente,1989,Turno 1
Paraná,Marronzinho ,PSP,PSP,13761,0.02,Presidente,1989,Turno 1
Santa Catarina,Marronzinho ,PSP,PSP,6095,0.01,Presidente,1989,Turno 1
R. G. do Sul,Marronzinho ,PSP,PSP,10302,0.02,Presidente,1989,Turno 1
M. G. do Sul,Marronzinho ,PSP,PSP,2355,0,Presidente,1989,Turno 1
Mato Grosso,Marronzinho ,PSP,PSP,2877,0,Presidente,1989,Turno 1
Goiás,Marronzinho ,PSP,PSP,5255,0.01,Presidente,1989,Turno 1
Distrito Federal,Marronzinho ,PSP,PSP,1722,0,Presidente,1989,Turno 1
Rondônia,Paulo Gontijo  ,PP,PP,1002,0,Presidente,1989,Turno 1
Acre,Paulo Gontijo  ,PP,PP,503,0,Presidente,1989,Turno 1
Amazonas,Paulo Gontijo  ,PP,PP,1542,0,Presidente,1989,Turno 1
Roraima,Paulo Gontijo  ,PP,PP,214,0,Presidente,1989,Turno 1
Pará,Paulo Gontijo  ,PP,PP,5726,0.01,Presidente,1989,Turno 1
Amapá,Paulo Gontijo  ,PP,PP,240,0,Presidente,1989,Turno 1
Tocantins,Paulo Gontijo  ,PP,PP,2064,0,Presidente,1989,Turno 1
Maranhão,Paulo Gontijo  ,PP,PP,12196,0.02,Presidente,1989,Turno 1
Piauí,Paulo Gontijo  ,PP,PP,9002,0.01,Presidente,1989,Turno 1
Ceará,Paulo Gontijo  ,PP,PP,24984,0.04,Presidente,1989,Turno 1
R. G. do Norte,Paulo Gontijo  ,PP,PP,6189,0.01,Presidente,1989,Turno 1
Paraíba,Paulo Gontijo  ,PP,PP,8694,0.01,Presidente,1989,Turno 1
Pernambuco,Paulo Gontijo  ,PP,PP,15011,0.02,Presidente,1989,Turno 1
Alagoas,Paulo Gontijo  ,PP,PP,9346,0.01,Presidente,1989,Turno 1
Sergipe,Paulo Gontijo  ,PP,PP,4507,0.01,Presidente,1989,Turno 1
Bahia,Paulo Gontijo  ,PP,PP,22799,0.03,Presidente,1989,Turno 1
Minas Gerais,Paulo Gontijo  ,PP,PP,23099,0.03,Presidente,1989,Turno 1
Espírito Santo,Paulo Gontijo  ,PP,PP,2615,0,Presidente,1989,Turno 1
Rio de Janeiro,Paulo Gontijo  ,PP,PP,5030,0.01,Presidente,1989,Turno 1
São Paulo,Paulo Gontijo  ,PP,PP,17311,0.03,Presidente,1989,Turno 1
Paraná,Paulo Gontijo  ,PP,PP,9939,0.01,Presidente,1989,Turno 1
Santa Catarina,Paulo Gontijo  ,PP,PP,2812,0,Presidente,1989,Turno 1
R. G. do Sul,Paulo Gontijo  ,PP,PP,4462,0.01,Presidente,1989,Turno 1
M. G. do Sul,Paulo Gontijo  ,PP,PP,2037,0,Presidente,1989,Turno 1
Mato Grosso,Paulo Gontijo  ,PP,PP,2402,0,Presidente,1989,Turno 1
Goiás,Paulo Gontijo  ,PP,PP,4147,0.01,Presidente,1989,Turno 1
Distrito Federal,Paulo Gontijo  ,PP,PP,835,0,Presidente,1989,Turno 1
Rondônia,Zamir ,PCN,PCN,1366,0,Presidente,1989,Turno 1
Acre,Zamir ,PCN,PCN,1428,0,Presidente,1989,Turno 1
Amazonas,Zamir ,PCN,PCN,1486,0,Presidente,1989,Turno 1
Roraima,Zamir ,PCN,PCN,130,0,Presidente,1989,Turno 1
Pará,Zamir ,PCN,PCN,5123,0.01,Presidente,1989,Turno 1
Amapá,Zamir ,PCN,PCN,325,0,Presidente,1989,Turno 1
Tocantins,Zamir ,PCN,PCN,1172,0,Presidente,1989,Turno 1
Maranhão,Zamir ,PCN,PCN,8452,0.01,Presidente,1989,Turno 1
Piauí,Zamir ,PCN,PCN,5809,0.01,Presidente,1989,Turno 1
Ceará,Zamir ,PCN,PCN,10436,0.02,Presidente,1989,Turno 1
R. G. do Norte,Zamir ,PCN,PCN,6293,0.01,Presidente,1989,Turno 1
Paraíba,Zamir ,PCN,PCN,8136,0.01,Presidente,1989,Turno 1
Pernambuco,Zamir ,PCN,PCN,13966,0.02,Presidente,1989,Turno 1
Alagoas,Zamir ,PCN,PCN,2411,0,Presidente,1989,Turno 1
Sergipe,Zamir ,PCN,PCN,2317,0,Presidente,1989,Turno 1
Bahia,Zamir ,PCN,PCN,31096,0.05,Presidente,1989,Turno 1
Minas Gerais,Zamir ,PCN,PCN,28554,0.04,Presidente,1989,Turno 1
Espírito Santo,Zamir ,PCN,PCN,3714,0.01,Presidente,1989,Turno 1
Rio de Janeiro,Zamir ,PCN,PCN,7103,0.01,Presidente,1989,Turno 1
São Paulo,Zamir ,PCN,PCN,18517,0.03,Presidente,1989,Turno 1
Paraná,Zamir ,PCN,PCN,8857,0.01,Presidente,1989,Turno 1
Santa Catarina,Zamir ,PCN,PCN,4195,0.01,Presidente,1989,Turno 1
R. G. do Sul,Zamir ,PCN,PCN,5410,0.01,Presidente,1989,Turno 1
M. G. do Sul,Zamir ,PCN,PCN,2053,0,Presidente,1989,Turno 1
Mato Grosso,Zamir ,PCN,PCN,2622,0,Presidente,1989,Turno 1
Goiás,Zamir ,PCN,PCN,5245,0.01,Presidente,1989,Turno 1
Distrito Federal,Zamir ,PCN,PCN,944,0,Presidente,1989,Turno 1
Rondônia,Lívia Maria ,PN,PN,1168,0,Presidente,1989,Turno 1
Acre,Lívia Maria ,PN,PN,466,0,Presidente,1989,Turno 1
Amazonas,Lívia Maria ,PN,PN,2075,0,Presidente,1989,Turno 1
Roraima,Lívia Maria ,PN,PN,179,0,Presidente,1989,Turno 1
Pará,Lívia Maria ,PN,PN,6208,0.01,Presidente,1989,Turno 1
Amapá,Lívia Maria ,PN,PN,330,0,Presidente,1989,Turno 1
Tocantins,Lívia Maria ,PN,PN,1554,0,Presidente,1989,Turno 1
Maranhão,Lívia Maria ,PN,PN,6900,0.01,Presidente,1989,Turno 1
Piauí,Lívia Maria ,PN,PN,6154,0.01,Presidente,1989,Turno 1
Ceará,Lívia Maria ,PN,PN,15096,0.02,Presidente,1989,Turno 1
R. G. do Norte,Lívia Maria ,PN,PN,3715,0.01,Presidente,1989,Turno 1
Paraíba,Lívia Maria ,PN,PN,5729,0.01,Presidente,1989,Turno 1
Pernambuco,Lívia Maria ,PN,PN,9996,0.01,Presidente,1989,Turno 1
Alagoas,Lívia Maria ,PN,PN,5298,0.01,Presidente,1989,Turno 1
Sergipe,Lívia Maria ,PN,PN,3260,0,Presidente,1989,Turno 1
Bahia,Lívia Maria ,PN,PN,16925,0.03,Presidente,1989,Turno 1
Minas Gerais,Lívia Maria ,PN,PN,21691,0.03,Presidente,1989,Turno 1
Espírito Santo,Lívia Maria ,PN,PN,3063,0,Presidente,1989,Turno 1
Rio de Janeiro,Lívia Maria ,PN,PN,9276,0.01,Presidente,1989,Turno 1
São Paulo,Lívia Maria ,PN,PN,26758,0.04,Presidente,1989,Turno 1
Paraná,Lívia Maria ,PN,PN,12378,0.02,Presidente,1989,Turno 1
Santa Catarina,Lívia Maria ,PN,PN,4104,0.01,Presidente,1989,Turno 1
R. G. do Sul,Lívia Maria ,PN,PN,6320,0.01,Presidente,1989,Turno 1
M. G. do Sul,Lívia Maria ,PN,PN,2617,0,Presidente,1989,Turno 1
Mato Grosso,Lívia Maria ,PN,PN,2437,0,Presidente,1989,Turno 1
Goiás,Lívia Maria ,PN,PN,5025,0.01,Presidente,1989,Turno 1
Distrito Federal,Lívia Maria ,PN,PN,1174,0,Presidente,1989,Turno 1
Rondônia,Eudes Mattar ,PLP,PLP,1238,0,Presidente,1989,Turno 1
Acre,Eudes Mattar ,PLP,PLP,443,0,Presidente,1989,Turno 1
Amazonas,Eudes Mattar ,PLP,PLP,1048,0,Presidente,1989,Turno 1
Roraima,Eudes Mattar ,PLP,PLP,92,0,Presidente,1989,Turno 1
Pará,Eudes Mattar ,PLP,PLP,3541,0.01,Presidente,1989,Turno 1
Amapá,Eudes Mattar ,PLP,PLP,215,0,Presidente,1989,Turno 1
Tocantins,Eudes Mattar ,PLP,PLP,888,0,Presidente,1989,Turno 1
Maranhão,Eudes Mattar ,PLP,PLP,7535,0.01,Presidente,1989,Turno 1
Piauí,Eudes Mattar ,PLP,PLP,6507,0.01,Presidente,1989,Turno 1
Ceará,Eudes Mattar ,PLP,PLP,8831,0.01,Presidente,1989,Turno 1
R. G. do Norte,Eudes Mattar ,PLP,PLP,4736,0.01,Presidente,1989,Turno 1
Paraíba,Eudes Mattar ,PLP,PLP,8750,0.01,Presidente,1989,Turno 1
Pernambuco,Eudes Mattar ,PLP,PLP,15121,0.02,Presidente,1989,Turno 1
Alagoas,Eudes Mattar ,PLP,PLP,2968,0,Presidente,1989,Turno 1
Sergipe,Eudes Mattar ,PLP,PLP,1945,0,Presidente,1989,Turno 1
Bahia,Eudes Mattar ,PLP,PLP,24557,0.04,Presidente,1989,Turno 1
Minas Gerais,Eudes Mattar ,PLP,PLP,32474,0.05,Presidente,1989,Turno 1
Espírito Santo,Eudes Mattar ,PLP,PLP,3241,0,Presidente,1989,Turno 1
Rio de Janeiro,Eudes Mattar ,PLP,PLP,4046,0.01,Presidente,1989,Turno 1
São Paulo,Eudes Mattar ,PLP,PLP,13589,0.02,Presidente,1989,Turno 1
Paraná,Eudes Mattar ,PLP,PLP,7006,0.01,Presidente,1989,Turno 1
Santa Catarina,Eudes Mattar ,PLP,PLP,2215,0,Presidente,1989,Turno 1
R. G. do Sul,Eudes Mattar ,PLP,PLP,2347,0,Presidente,1989,Turno 1
M. G. do Sul,Eudes Mattar ,PLP,PLP,1325,0,Presidente,1989,Turno 1
Mato Grosso,Eudes Mattar ,PLP,PLP,1776,0,Presidente,1989,Turno 1
Goiás,Eudes Mattar ,PLP,PLP,5126,0.01,Presidente,1989,Turno 1
Distrito Federal,Eudes Mattar ,PLP,PLP,776,0,Presidente,1989,Turno 1
Rondônia,Fernando Gabeira ,PV,PV,776,0,Presidente,1989,Turno 1
Acre,Fernando Gabeira ,PV,PV,297,0,Presidente,1989,Turno 1
Amazonas,Fernando Gabeira ,PV,PV,1063,0,Presidente,1989,Turno 1
Roraima,Fernando Gabeira ,PV,PV,118,0,Presidente,1989,Turno 1
Pará,Fernando Gabeira ,PV,PV,3151,0,Presidente,1989,Turno 1
Amapá,Fernando Gabeira ,PV,PV,204,0,Presidente,1989,Turno 1
Tocantins,Fernando Gabeira ,PV,PV,540,0,Presidente,1989,Turno 1
Maranhão,Fernando Gabeira ,PV,PV,4043,0.01,Presidente,1989,Turno 1
Piauí,Fernando Gabeira ,PV,PV,3291,0,Presidente,1989,Turno 1
Ceará,Fernando Gabeira ,PV,PV,10031,0.01,Presidente,1989,Turno 1
R. G. do Norte,Fernando Gabeira ,PV,PV,2347,0,Presidente,1989,Turno 1
Paraíba,Fernando Gabeira ,PV,PV,3935,0.01,Presidente,1989,Turno 1
Pernambuco,Fernando Gabeira ,PV,PV,5681,0.01,Presidente,1989,Turno 1
Alagoas,Fernando Gabeira ,PV,PV,1953,0,Presidente,1989,Turno 1
Sergipe,Fernando Gabeira ,PV,PV,1622,0,Presidente,1989,Turno 1
Bahia,Fernando Gabeira ,PV,PV,10188,0.02,Presidente,1989,Turno 1
Minas Gerais,Fernando Gabeira ,PV,PV,14104,0.02,Presidente,1989,Turno 1
Espírito Santo,Fernando Gabeira ,PV,PV,2100,0,Presidente,1989,Turno 1
Rio de Janeiro,Fernando Gabeira ,PV,PV,12090,0.02,Presidente,1989,Turno 1
São Paulo,Fernando Gabeira ,PV,PV,21229,0.03,Presidente,1989,Turno 1
Paraná,Fernando Gabeira ,PV,PV,7533,0.01,Presidente,1989,Turno 1
Santa Catarina,Fernando Gabeira ,PV,PV,4185,0.01,Presidente,1989,Turno 1
R. G. do Sul,Fernando Gabeira ,PV,PV,9178,0.01,Presidente,1989,Turno 1
M. G. do Sul,Fernando Gabeira ,PV,PV,1225,0,Presidente,1989,Turno 1
Mato Grosso,Fernando Gabeira ,PV,PV,1451,0,Presidente,1989,Turno 1
Goiás,Fernando Gabeira ,PV,PV,2580,0,Presidente,1989,Turno 1
Distrito Federal,Fernando Gabeira ,PV,PV,870,0,Presidente,1989,Turno 1
Rondônia,Celso Brandt ,PMN,PMN,782,0,Presidente,1989,Turno 1
Acre,Celso Brandt ,PMN,PMN,288,0,Presidente,1989,Turno 1
Amazonas,Celso Brandt ,PMN,PMN,1309,0,Presidente,1989,Turno 1
Roraima,Celso Brandt ,PMN,PMN,128,0,Presidente,1989,Turno 1
Pará,Celso Brandt ,PMN,PMN,2991,0,Presidente,1989,Turno 1
Amapá,Celso Brandt ,PMN,PMN,191,0,Presidente,1989,Turno 1
Tocantins,Celso Brandt ,PMN,PMN,505,0,Presidente,1989,Turno 1
Maranhão,Celso Brandt ,PMN,PMN,3253,0,Presidente,1989,Turno 1
Piauí,Celso Brandt ,PMN,PMN,2528,0,Presidente,1989,Turno 1
Ceará,Celso Brandt ,PMN,PMN,5793,0.01,Presidente,1989,Turno 1
R. G. do Norte,Celso Brandt ,PMN,PMN,1717,0,Presidente,1989,Turno 1
Paraíba,Celso Brandt ,PMN,PMN,2590,0,Presidente,1989,Turno 1
Pernambuco,Celso Brandt ,PMN,PMN,4267,0.01,Presidente,1989,Turno 1
Alagoas,Celso Brandt ,PMN,PMN,1344,0,Presidente,1989,Turno 1
Sergipe,Celso Brandt ,PMN,PMN,1255,0,Presidente,1989,Turno 1
Bahia,Celso Brandt ,PMN,PMN,8425,0.01,Presidente,1989,Turno 1
Minas Gerais,Celso Brandt ,PMN,PMN,14128,0.02,Presidente,1989,Turno 1
Espírito Santo,Celso Brandt ,PMN,PMN,2014,0,Presidente,1989,Turno 1
Rio de Janeiro,Celso Brandt ,PMN,PMN,8230,0.01,Presidente,1989,Turno 1
São Paulo,Celso Brandt ,PMN,PMN,22737,0.03,Presidente,1989,Turno 1
Paraná,Celso Brandt ,PMN,PMN,9170,0.01,Presidente,1989,Turno 1
Santa Catarina,Celso Brandt ,PMN,PMN,4151,0.01,Presidente,1989,Turno 1
R. G. do Sul,Celso Brandt ,PMN,PMN,5147,0.01,Presidente,1989,Turno 1
M. G. do Sul,Celso Brandt ,PMN,PMN,1301,0,Presidente,1989,Turno 1
Mato Grosso,Celso Brandt ,PMN,PMN,1431,0,Presidente,1989,Turno 1
Goiás,Celso Brandt ,PMN,PMN,3075,0,Presidente,1989,Turno 1
Distrito Federal,Celso Brandt ,PMN,PMN,1144,0,Presidente,1989,Turno 1
Rondônia,Antônio Pedreira ,PPB,PPB,581,0,Presidente,1989,Turno 1
Acre,Antônio Pedreira ,PPB,PPB,259,0,Presidente,1989,Turno 1
Amazonas,Antônio Pedreira ,PPB,PPB,738,0,Presidente,1989,Turno 1
Roraima,Antônio Pedreira ,PPB,PPB,83,0,Presidente,1989,Turno 1
Pará,Antônio Pedreira ,PPB,PPB,2695,0,Presidente,1989,Turno 1
Amapá,Antônio Pedreira ,PPB,PPB,155,0,Presidente,1989,Turno 1
Tocantins,Antônio Pedreira ,PPB,PPB,417,0,Presidente,1989,Turno 1
Maranhão,Antônio Pedreira ,PPB,PPB,3440,0.01,Presidente,1989,Turno 1
Piauí,Antônio Pedreira ,PPB,PPB,2572,0,Presidente,1989,Turno 1
Ceará,Antônio Pedreira ,PPB,PPB,6153,0.01,Presidente,1989,Turno 1
R. G. do Norte,Antônio Pedreira ,PPB,PPB,2107,0,Presidente,1989,Turno 1
Paraíba,Antônio Pedreira ,PPB,PPB,2993,0,Presidente,1989,Turno 1
Pernambuco,Antônio Pedreira ,PPB,PPB,4549,0.01,Presidente,1989,Turno 1
Alagoas,Antônio Pedreira ,PPB,PPB,1566,0,Presidente,1989,Turno 1
Sergipe,Antônio Pedreira ,PPB,PPB,1295,0,Presidente,1989,Turno 1
Bahia,Antônio Pedreira ,PPB,PPB,8529,0.01,Presidente,1989,Turno 1
Minas Gerais,Antônio Pedreira ,PPB,PPB,11481,0.02,Presidente,1989,Turno 1
Espírito Santo,Antônio Pedreira ,PPB,PPB,1598,0,Presidente,1989,Turno 1
Rio de Janeiro,Antônio Pedreira ,PPB,PPB,5481,0.01,Presidente,1989,Turno 1
São Paulo,Antônio Pedreira ,PPB,PPB,11147,0.02,Presidente,1989,Turno 1
Paraná,Antônio Pedreira ,PPB,PPB,5954,0.01,Presidente,1989,Turno 1
Santa Catarina,Antônio Pedreira ,PPB,PPB,2762,0,Presidente,1989,Turno 1
R. G. do Sul,Antônio Pedreira ,PPB,PPB,4780,0.01,Presidente,1989,Turno 1
M. G. do Sul,Antônio Pedreira ,PPB,PPB,1071,0,Presidente,1989,Turno 1
Mato Grosso,Antônio Pedreira ,PPB,PPB,1082,0,Presidente,1989,Turno 1
Goiás,Antônio Pedreira ,PPB,PPB,2090,0,Presidente,1989,Turno 1
Distrito Federal,Antônio Pedreira ,PPB,PPB,522,0,Presidente,1989,Turno 1
Rondônia,Manoel Horta ,PDCdoB,PDCdoB,552,0,Presidente,1989,Turno 1
Acre,Manoel Horta ,PDCdoB,PDCdoB,290,0,Presidente,1989,Turno 1
Amazonas,Manoel Horta ,PDCdoB,PDCdoB,745,0,Presidente,1989,Turno 1
Roraima,Manoel Horta ,PDCdoB,PDCdoB,86,0,Presidente,1989,Turno 1
Pará,Manoel Horta ,PDCdoB,PDCdoB,2422,0,Presidente,1989,Turno 1
Amapá,Manoel Horta ,PDCdoB,PDCdoB,136,0,Presidente,1989,Turno 1
Tocantins,Manoel Horta ,PDCdoB,PDCdoB,496,0,Presidente,1989,Turno 1
Maranhão,Manoel Horta ,PDCdoB,PDCdoB,3309,0,Presidente,1989,Turno 1
Piauí,Manoel Horta ,PDCdoB,PDCdoB,2783,0,Presidente,1989,Turno 1
Ceará,Manoel Horta ,PDCdoB,PDCdoB,7263,0.01,Presidente,1989,Turno 1
R. G. do Norte,Manoel Horta ,PDCdoB,PDCdoB,1984,0,Presidente,1989,Turno 1
Paraíba,Manoel Horta ,PDCdoB,PDCdoB,3163,0,Presidente,1989,Turno 1
Pernambuco,Manoel Horta ,PDCdoB,PDCdoB,4081,0.01,Presidente,1989,Turno 1
Alagoas,Manoel Horta ,PDCdoB,PDCdoB,1542,0,Presidente,1989,Turno 1
Sergipe,Manoel Horta ,PDCdoB,PDCdoB,1184,0,Presidente,1989,Turno 1
Bahia,Manoel Horta ,PDCdoB,PDCdoB,7942,0.01,Presidente,1989,Turno 1
Minas Gerais,Manoel Horta ,PDCdoB,PDCdoB,10197,0.02,Presidente,1989,Turno 1
Espírito Santo,Manoel Horta ,PDCdoB,PDCdoB,1376,0,Presidente,1989,Turno 1
Rio de Janeiro,Manoel Horta ,PDCdoB,PDCdoB,4539,0.01,Presidente,1989,Turno 1
São Paulo,Manoel Horta ,PDCdoB,PDCdoB,12060,0.02,Presidente,1989,Turno 1
Paraná,Manoel Horta ,PDCdoB,PDCdoB,5128,0.01,Presidente,1989,Turno 1
Santa Catarina,Manoel Horta ,PDCdoB,PDCdoB,2488,0,Presidente,1989,Turno 1
R. G. do Sul,Manoel Horta ,PDCdoB,PDCdoB,5365,0.01,Presidente,1989,Turno 1
M. G. do Sul,Manoel Horta ,PDCdoB,PDCdoB,850,0,Presidente,1989,Turno 1
Mato Grosso,Manoel Horta ,PDCdoB,PDCdoB,1029,0,Presidente,1989,Turno 1
Goiás,Manoel Horta ,PDCdoB,PDCdoB,1899,0,Presidente,1989,Turno 1
Distrito Federal,Manoel Horta ,PDCdoB,PDCdoB,371,0,Presidente,1989,Turno 1
Rondônia,Fernando Collor de Mello ,PRR,PRR PST PSL,234272,0.35,Presidente,1989,Turno 2
Acre,Fernando Collor de Mello ,PRR,PRR PST PSL,89103,0.13,Presidente,1989,Turno 2
Amazonas,Fernando Collor de Mello ,PRR,PRR PST PSL,397103,0.6,Presidente,1989,Turno 2
Roraima,Fernando Collor de Mello ,PRR,PRR PST PSL,39916,0.06,Presidente,1989,Turno 2
Pará,Fernando Collor de Mello ,PRR,PRR PST PSL,1105829,1.67,Presidente,1989,Turno 2
Amapá,Fernando Collor de Mello ,PRR,PRR PST PSL,53780,0.08,Presidente,1989,Turno 2
Tocantins,Fernando Collor de Mello ,PRR,PRR PST PSL,227029,0.34,Presidente,1989,Turno 2
Maranhão,Fernando Collor de Mello ,PRR,PRR PST PSL,867254,1.31,Presidente,1989,Turno 2
Piauí,Fernando Collor de Mello ,PRR,PRR PST PSL,590593,0.89,Presidente,1989,Turno 2
Ceará,Fernando Collor de Mello ,PRR,PRR PST PSL,1478449,2.23,Presidente,1989,Turno 2
R. G. do Norte,Fernando Collor de Mello ,PRR,PRR PST PSL,535195,0.81,Presidente,1989,Turno 2
Paraíba,Fernando Collor de Mello ,PRR,PRR PST PSL,740208,1.12,Presidente,1989,Turno 2
Pernambuco,Fernando Collor de Mello ,PRR,PRR PST PSL,1455753,2.2,Presidente,1989,Turno 2
Alagoas,Fernando Collor de Mello ,PRR,PRR PST PSL,682989,1.03,Presidente,1989,Turno 2
Sergipe,Fernando Collor de Mello ,PRR,PRR PST PSL,403480,0.61,Presidente,1989,Turno 2
Bahia,Fernando Collor de Mello ,PRR,PRR PST PSL,2118307,3.2,Presidente,1989,Turno 2
Minas Gerais,Fernando Collor de Mello ,PRR,PRR PST PSL,4186656,6.33,Presidente,1989,Turno 2
Espírito Santo,Fernando Collor de Mello ,PRR,PRR PST PSL,689981,1.04,Presidente,1989,Turno 2
Rio de Janeiro,Fernando Collor de Mello ,PRR,PRR PST PSL,1941598,2.93,Presidente,1989,Turno 2
São Paulo,Fernando Collor de Mello ,PRR,PRR PST PSL,9270503,14.01,Presidente,1989,Turno 2
Paraná,Fernando Collor de Mello ,PRR,PRR PST PSL,2793426,4.22,Presidente,1989,Turno 2
Santa Catarina,Fernando Collor de Mello ,PRR,PRR PST PSL,1167689,1.77,Presidente,1989,Turno 2
R. G. do Sul,Fernando Collor de Mello ,PRR,PRR PST PSL,1532826,2.32,Presidente,1989,Turno 2
M. G. do Sul,Fernando Collor de Mello ,PRR,PRR PST PSL,579064,0.88,Presidente,1989,Turno 2
Mato Grosso,Fernando Collor de Mello ,PRR,PRR PST PSL,475046,0.72,Presidente,1989,Turno 2
Goiás,Fernando Collor de Mello ,PRR,PRR PST PSL,1160446,1.75,Presidente,1989,Turno 2
Distrito Federal,Fernando Collor de Mello ,PRR,PRR PST PSL,268962,0.41,Presidente,1989,Turno 2
Rondônia,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,136123,0.21,Presidente,1989,Turno 2
Acre,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,39695,0.06,Presidente,1989,Turno 2
Amazonas,Luiz Inácio Lula da Silva ,PT,PT PSB PCdoB,197431,0.3,Presidente,1989,Turno 2
