estado,ano,turno,situacao,quantidade,proporcao
R. G. do Norte,2010,1,DEMAIS,609952,0.27167962442903815
R. G. do Norte,2010,1,VALIDOS,1635163,0.7283203755709619
R. G. do Norte,2010,2,DEMAIS,599676,0.26709555695905973
R. G. do Norte,2010,2,VALIDOS,1645498,0.7329044430409403
R. G. do Norte,2014,1,DEMAIS,662513,0.28475794759954837
R. G. do Norte,2014,1,VALIDOS,1664070,0.7152420524004517
R. G. do Norte,2014,2,DEMAIS,609072,0.2617796591593353
R. G. do Norte,2014,2,VALIDOS,1717587,0.7382203408406647
R. G. do Sul,1989,1,DEMAIS,493272,0.08653194890729013
R. G. do Sul,1989,1,VALIDOS,5207189,0.9134680510927099
R. G. do Sul,1989,2,DEMAIS,493272,0.08653194890729013
R. G. do Sul,1989,2,VALIDOS,5207189,0.9134680510927099
R. G. do Sul,1994,1,DEMAIS,1485561,0.23595235784632865
R. G. do Sul,1994,1,VALIDOS,4810460,0.7640476421536714
R. G. do Sul,1998,1,DEMAIS,1829171,0.2671852799785921
R. G. do Sul,1998,1,VALIDOS,5016906,0.7328147200214079
R. G. do Sul,2002,1,DEMAIS,1448379,0.1970010360250262
R. G. do Sul,2002,1,VALIDOS,5903760,0.8029989639749738
R. G. do Sul,2002,2,DEMAIS,1446676,0.19676940275476293
R. G. do Sul,2002,2,VALIDOS,5905463,0.803230597245237
R. G. do Sul,2006,1,DEMAIS,9294425,0.5995952175468606
R. G. do Sul,2006,1,VALIDOS,6206741,0.4004047824531393
R. G. do Sul,2006,2,DEMAIS,9203592,0.5937354648030994
R. G. do Sul,2006,2,VALIDOS,6297574,0.40626453519690064
R. G. do Sul,2010,1,DEMAIS,1701789,0.20990175823769203
R. G. do Sul,2010,1,VALIDOS,6405761,0.7900982417623079
R. G. do Sul,2010,2,DEMAIS,1752817,0.21618937848006575
R. G. do Sul,2010,2,VALIDOS,6354968,0.7838106215199342
R. G. do Sul,2014,1,DEMAIS,2017845,0.24064280176486533
R. G. do Sul,2014,1,VALIDOS,6367384,0.7593571982351347
R. G. do Sul,2014,2,DEMAIS,1935841,0.23085146826914912
R. G. do Sul,2014,2,VALIDOS,6449815,0.7691485317308508
Rio de Janeiro,1989,1,DEMAIS,795044,0.09699743074736228
Rio de Janeiro,1989,1,VALIDOS,7401503,0.9030025692526378
Rio de Janeiro,1989,2,DEMAIS,795044,0.09699743074736228
Rio de Janeiro,1989,2,VALIDOS,7401503,0.9030025692526378
Rio de Janeiro,1994,1,DEMAIS,2553065,0.2796539258501104
Rio de Janeiro,1994,1,VALIDOS,6576308,0.7203460741498896
Rio de Janeiro,1998,1,DEMAIS,3234442,0.3243579162500765
Rio de Janeiro,1998,1,VALIDOS,6737388,0.6756420837499235
Rio de Janeiro,2002,1,DEMAIS,2037513,0.1994917911732275
Rio de Janeiro,2002,1,VALIDOS,8176005,0.8005082088267725
Rio de Janeiro,2002,2,DEMAIS,2212942,0.21666794928055153
Rio de Janeiro,2002,2,VALIDOS,8000576,0.7833320507194484
Rio de Janeiro ,2006,1,DEMAIS,13460053,0.6179272286587093
Rio de Janeiro ,2006,1,VALIDOS,8322533,0.3820727713412907
Rio de Janeiro ,2006,2,DEMAIS,13843815,0.6355450633822816
Rio de Janeiro ,2006,2,VALIDOS,7938771,0.3644549366177184
Rio de Janeiro ,2010,1,DEMAIS,3039008,0.2623434241622751
Rio de Janeiro ,2010,1,VALIDOS,8545075,0.7376565758377249
Rio de Janeiro ,2010,2,DEMAIS,3426467,0.29578196951340313
Rio de Janeiro ,2010,2,VALIDOS,8157968,0.7042180304865969
Rio de Janeiro ,2014,1,DEMAIS,3794315,0.31268967187039404
Rio de Janeiro ,2014,1,VALIDOS,8340128,0.6873103281296059
Rio de Janeiro ,2014,2,DEMAIS,3965690,0.32679874290490096
Rio de Janeiro ,2014,2,VALIDOS,8169271,0.673201257095099
Rondônia,1989,1,DEMAIS,171047,0.30665619660762916
Rondônia,1989,1,VALIDOS,386734,0.6933438033923709
Rondônia,1989,2,DEMAIS,171047,0.30665619660762916
Rondônia,1989,2,VALIDOS,386734,0.6933438033923709
Rondônia,1994,1,DEMAIS,282605,0.40834919162451033
Rondônia,1994,1,VALIDOS,409462,0.5916508083754897
Rondônia,1998,1,DEMAIS,348650,0.416956178043218
Rondônia,1998,1,VALIDOS,487529,0.583043821956782
Rondônia,2002,1,DEMAIS,253574,0.2873213263912888
Rondônia,2002,1,VALIDOS,628971,0.7126786736087112
Rondônia,2002,2,DEMAIS,280961,0.31844482149313547
Rondônia,2002,2,VALIDOS,601330,0.6815551785068645
Rondônia,2006,1,DEMAIS,1245842,0.6300844298833438
Rondônia,2006,1,VALIDOS,731420,0.36991557011665627
Rondônia,2006,2,DEMAIS,1259129,0.6368043284096898
Rondônia,2006,2,VALIDOS,718133,0.36319567159031024
Rondônia,2010,1,DEMAIS,288684,0.2677094963777927
Rondônia,2010,1,VALIDOS,789664,0.7322905036222073
Rondônia,2010,2,DEMAIS,345529,0.3204083449400131
Rondônia,2010,2,VALIDOS,732873,0.6795916550599869
Rondônia,2014,1,DEMAIS,298820,0.26526362136951376
Rondônia,2014,1,VALIDOS,827682,0.7347363786304862
Rondônia,2014,2,DEMAIS,320138,0.28417759834963985
Rondônia,2014,2,VALIDOS,806404,0.7158224016503602
Roraima,1989,1,DEMAIS,19204,0.26306488952206136
Roraima,1989,1,VALIDOS,53797,0.7369351104779387
Roraima,1989,2,DEMAIS,19204,0.26306488952206136
Roraima,1989,2,VALIDOS,53797,0.7369351104779387
Roraima,1994,1,DEMAIS,35174,0.29339049779794474
Roraima,1994,1,VALIDOS,84714,0.7066095022020552
Roraima,1998,1,DEMAIS,54724,0.3207361387879498
Roraima,1998,1,VALIDOS,115896,0.6792638612120502
Roraima,2002,1,DEMAIS,48507,0.23262070553029868
Roraima,2002,1,VALIDOS,160017,0.7673792944697013
Roraima,2002,2,DEMAIS,49745,0.23855767201856862
Roraima,2002,2,VALIDOS,158779,0.7614423279814314
Roraima,2006,1,DEMAIS,278170,0.5954083117861607
Roraima,2006,1,VALIDOS,189022,0.4045916882138393
Roraima,2006,2,DEMAIS,293370,0.6279431154643059
Roraima,2006,2,VALIDOS,173822,0.3720568845356941
Roraima,2010,1,DEMAIS,48975,0.18032297971987804
Roraima,2010,1,VALIDOS,222621,0.8196770202801219
Roraima,2010,2,DEMAIS,58427,0.21511912607739975
Roraima,2010,2,VALIDOS,213176,0.7848808739226003
Roraima,2014,1,DEMAIS,49821,0.16639669217229827
Roraima,2014,1,VALIDOS,249590,0.8336033078277018
Roraima,2014,2,DEMAIS,62613,0.20911498602293108
Roraima,2014,2,VALIDOS,236806,0.7908850139770689
Santa Catarina,1989,1,DEMAIS,318854,0.11679993084036286
Santa Catarina,1989,1,VALIDOS,2411062,0.8832000691596371
Santa Catarina,1989,2,DEMAIS,318854,0.11679993084036286
Santa Catarina,1989,2,VALIDOS,2411062,0.8832000691596371
Santa Catarina,2006,1,DEMAIS,4999368,0.5996610287405886
Santa Catarina,2006,1,VALIDOS,3337622,0.40033897125941137
Santa Catarina,2006,2,DEMAIS,5078870,0.6091970843194007
Santa Catarina,2006,2,VALIDOS,3258120,0.3908029156805993
Santa Catarina,2010,1,DEMAIS,913589,0.20137663394550862
Santa Catarina,2010,1,VALIDOS,3623129,0.7986233660544914
Santa Catarina,2010,2,DEMAIS,950468,0.20950051236226888
Santa Catarina,2010,2,VALIDOS,3586361,0.7904994876377311
Santa Catarina,2014,1,DEMAIS,1147812,0.23638289757342457
Santa Catarina,2014,1,VALIDOS,3707920,0.7636171024265754
Santa Catarina,2014,2,DEMAIS,1033064,0.21274185015458352
Santa Catarina,2014,2,VALIDOS,3822887,0.7872581498454165
Santa Catarina,1994,1,DEMAIS,780877,0.24732507941937548
Santa Catarina,1994,1,VALIDOS,2376413,0.7526749205806246
Santa Catarina,1998,1,DEMAIS,977219,0.2778707755406816
Santa Catarina,1998,1,VALIDOS,2539592,0.7221292244593184
Santa Catarina,2002,1,DEMAIS,779517,0.20417032698494017
Santa Catarina,2002,1,VALIDOS,3038457,0.7958296730150598
Santa Catarina,2002,2,DEMAIS,832788,0.21812301498124398
Santa Catarina,2002,2,VALIDOS,2985186,0.781876985018756
São Paulo,1989,1,DEMAIS,1759636,0.09511042117768896
São Paulo,1989,1,VALIDOS,16741344,0.904889578822311
São Paulo,1989,2,DEMAIS,1759636,0.09511042117768896
São Paulo,1989,2,VALIDOS,16741344,0.904889578822311
São Paulo,1994,1,DEMAIS,5204668,0.25052564403036326
São Paulo,1994,1,VALIDOS,15570323,0.7494743559696367
São Paulo,1998,1,DEMAIS,7062216,0.30282602392329605
São Paulo,1998,1,VALIDOS,16258818,0.697173976076704
São Paulo,2002,1,DEMAIS,5906150,0.23020942093900684
São Paulo,2002,1,VALIDOS,19749403,0.7697905790609931
São Paulo,2002,2,DEMAIS,5318084,0.20728783355400682
São Paulo,2002,2,VALIDOS,20337469,0.7927121664459932
São Paulo,2006,1,DEMAIS,34065947,0.607506965226387
São Paulo,2006,1,VALIDOS,22009043,0.39249303477361297
São Paulo,2006,2,DEMAIS,33693754,0.600864427917035
São Paulo,2006,2,VALIDOS,22381714,0.3991355720829651
São Paulo,2010,1,DEMAIS,6863424,0.2265924980561889
São Paulo,2010,1,VALIDOS,23426299,0.7734075019438111
São Paulo,2010,2,DEMAIS,7519513,0.24824704610625867
São Paulo,2010,2,VALIDOS,22770930,0.7517529538937413
São Paulo,2014,1,DEMAIS,9021207,0.282091520697322
São Paulo,2014,1,VALIDOS,22958510,0.717908479302678
São Paulo,2014,2,DEMAIS,8196169,0.25628372312035197
São Paulo,2014,2,VALIDOS,23784672,0.743716276879648
Sergipe,1989,1,DEMAIS,182192,0.2347620256394067
Sergipe,1989,1,VALIDOS,593879,0.7652379743605933
Sergipe,1989,2,DEMAIS,182192,0.2347620256394067
Sergipe,1989,2,VALIDOS,593879,0.7652379743605933
Sergipe,1994,1,DEMAIS,370204,0.3928952736334248
Sergipe,1994,1,VALIDOS,572042,0.6071047263665752
Sergipe,1998,1,DEMAIS,453649,0.41960323288978835
Sergipe,1998,1,VALIDOS,627489,0.5803967671102116
Sergipe,2002,1,DEMAIS,340302,0.29644761497404465
Sergipe,2002,1,VALIDOS,807631,0.7035523850259553
Sergipe,2002,2,DEMAIS,294021,0.2561308020590052
Sergipe,2002,2,VALIDOS,853912,0.7438691979409948
Sergipe,2006,1,DEMAIS,1593105,0.6128340456306235
Sergipe,2006,1,VALIDOS,1006465,0.38716595436937645
Sergipe,2006,2,DEMAIS,1583336,0.6090761164346411
Sergipe,2006,2,VALIDOS,1016234,0.3909238835653589
Sergipe,2010,1,DEMAIS,362080,0.2540316866081915
Sergipe,2010,1,VALIDOS,1063254,0.7459683133918085
Sergipe,2010,2,DEMAIS,363217,0.2548249248084167
Sergipe,2010,2,VALIDOS,1062142,0.7451750751915833
Sergipe,2014,1,DEMAIS,358381,0.2465477020109425
Sergipe,2014,1,VALIDOS,1095216,0.7534522979890574
Sergipe,2014,2,DEMAIS,301158,0.20717608915042518
Sergipe,2014,2,VALIDOS,1152475,0.7928239108495748
Tocantins,1989,1,DEMAIS,175060,0.3772357022798776
Tocantins,1989,1,VALIDOS,289e3,0.6227642977201224
Tocantins,1989,2,DEMAIS,175060,0.3772357022798776
Tocantins,1989,2,VALIDOS,289e3,0.6227642977201224
Tocantins,1994,1,DEMAIS,303060,0.4676325043629344
Tocantins,1994,1,VALIDOS,345013,0.5323674956370655
Tocantins,1998,1,DEMAIS,226324,0.36249887882321286
Tocantins,1998,1,VALIDOS,398020,0.6375011211767871
Tocantins,2002,1,DEMAIS,262730,0.3345187211053773
Tocantins,2002,1,VALIDOS,522667,0.6654812788946227
Tocantins,2002,2,DEMAIS,251643,0.3204022933624651
Tocantins,2002,2,VALIDOS,533754,0.6795977066375349
Tocantins,2006,1,DEMAIS,1096528,0.6211018569706637
Tocantins,2006,1,VALIDOS,668928,0.37889814302933633
Tocantins,2006,2,DEMAIS,1127816,0.6388241904641068
Tocantins,2006,2,VALIDOS,637640,0.3611758095358933
Tocantins,2010,1,DEMAIS,237042,0.25006909967866014
Tocantins,2010,1,VALIDOS,710864,0.7499309003213399
Tocantins,2010,2,DEMAIS,283343,0.2989077229494223
Tocantins,2010,2,VALIDOS,664585,0.7010922770505776
Tocantins,2014,1,DEMAIS,263119,0.2640752163584339
Tocantins,2014,1,VALIDOS,733260,0.7359247836415661
Tocantins,2014,2,DEMAIS,275880,0.27687953512178964
Tocantins,2014,2,VALIDOS,720510,0.7231204648782104
