estado,partido,votos,eleicao,ano
Espirito Santo,PROS,70668,Camara dos Deputados 2014,2014
Rio de Janeiro ,PROS,176910,Camara dos Deputados 2014,2014
São Paulo,PROS,134473,Camara dos Deputados 2014,2014
Paraná,PROS,3215,Camara dos Deputados 2014,2014
Santa Catarina,PROS,775,Camara dos Deputados 2014,2014
R. G. do Sul,PROS,12034,Camara dos Deputados 2014,2014
M. G. do Sul,PROS,16671,Camara dos Deputados 2014,2014
Mato Grosso,PROS,109722,Camara dos Deputados 2014,2014
Goiás,PROS,74601,Camara dos Deputados 2014,2014
Distrito Federal,PROS,85017,Camara dos Deputados 2014,2014
Rondônia,PPS,480,Camara dos Deputados 2014,2014
Acre,PPS,3725,Camara dos Deputados 2014,2014
Amazonas,PPS,115373,Camara dos Deputados 2014,2014
Roraima,PPS,793,Camara dos Deputados 2014,2014
Pará,PPS,88357,Camara dos Deputados 2014,2014
Amapá,PPS,4137,Camara dos Deputados 2014,2014
Tocantins,PPS,1560,Camara dos Deputados 2014,2014
Maranhão,PPS,172782,Camara dos Deputados 2014,2014
Piauí,PPS,4370,Camara dos Deputados 2014,2014
Ceará,PPS,159098,Camara dos Deputados 2014,2014
R. G. do Norte,PPS,3579,Camara dos Deputados 2014,2014
Paraíba,PPS,4846,Camara dos Deputados 2014,2014
Pernambuco,PPS,40376,Camara dos Deputados 2014,2014
Alagoas,PPS,26139,Camara dos Deputados 2014,2014
Sergipe,PPS,7049,Camara dos Deputados 2014,2014
Bahia,PPS,46899,Camara dos Deputados 2014,2014
Minas Gerais,PPS,160587,Camara dos Deputados 2014,2014
Espirito Santo,PPS,29124,Camara dos Deputados 2014,2014
Rio de Janeiro ,PPS,39302,Camara dos Deputados 2014,2014
São Paulo,PPS,515419,Camara dos Deputados 2014,2014
Paraná,PPS,263128,Camara dos Deputados 2014,2014
Santa Catarina,PPS,82946,Camara dos Deputados 2014,2014
R. G. do Sul,PPS,21341,Camara dos Deputados 2014,2014
M. G. do Sul,PPS,7293,Camara dos Deputados 2014,2014
Mato Grosso,PPS,947,Camara dos Deputados 2014,2014
Goiás,PPS,94843,Camara dos Deputados 2014,2014
Distrito Federal,PPS,61196,Camara dos Deputados 2014,2014
Rondônia,PC do B,9550,Camara dos Deputados 2014,2014
Acre,PC do B,18109,Camara dos Deputados 2014,2014
Amazonas,PC do B,61162,Camara dos Deputados 2014,2014
Roraima,PC do B,1084,Camara dos Deputados 2014,2014
Pará,PC do B,20949,Camara dos Deputados 2014,2014
Amapá,PC do B,11358,Camara dos Deputados 2014,2014
Tocantins,PC do B,308,Camara dos Deputados 2014,2014
Maranhão,PC do B,210574,Camara dos Deputados 2014,2014
Piauí,PC do B,72131,Camara dos Deputados 2014,2014
Ceará,PC do B,142236,Camara dos Deputados 2014,2014
R. G. do Norte,PC do B,9118,Camara dos Deputados 2014,2014
Paraíba,PC do B,4808,Camara dos Deputados 2014,2014
Pernambuco,PC do B,129290,Camara dos Deputados 2014,2014
Alagoas,PC do B,585,Camara dos Deputados 2014,2014
Sergipe,PC do B,37740,Camara dos Deputados 2014,2014
Bahia,PC do B,288152,Camara dos Deputados 2014,2014
Minas Gerais,PC do B,137066,Camara dos Deputados 2014,2014
Espirito Santo,PC do B,2268,Camara dos Deputados 2014,2014
Rio de Janeiro ,PC do B,94924,Camara dos Deputados 2014,2014
São Paulo,PC do B,213564,Camara dos Deputados 2014,2014
Paraná,PC do B,116641,Camara dos Deputados 2014,2014
Santa Catarina,PC do B,89826,Camara dos Deputados 2014,2014
R. G. do Sul,PC do B,193099,Camara dos Deputados 2014,2014
M. G. do Sul,PC do B,2376,Camara dos Deputados 2014,2014
Mato Grosso,PC do B,3508,Camara dos Deputados 2014,2014
Goiás,PC do B,35594,Camara dos Deputados 2014,2014
Distrito Federal,PC do B,6995,Camara dos Deputados 2014,2014
Rondônia,PSOL,6830,Camara dos Deputados 2014,2014
Acre,PSOL,637,Camara dos Deputados 2014,2014
Amazonas,PSOL,5560,Camara dos Deputados 2014,2014
Roraima,PSOL,498,Camara dos Deputados 2014,2014
Pará,PSOL,222900,Camara dos Deputados 2014,2014
Amapá,PSOL,7909,Camara dos Deputados 2014,2014
Tocantins,PSOL,1770,Camara dos Deputados 2014,2014
Maranhão,PSOL,7501,Camara dos Deputados 2014,2014
Piauí,PSOL,4431,Camara dos Deputados 2014,2014
Ceará,PSOL,36747,Camara dos Deputados 2014,2014
R. G. do Norte,PSOL,12321,Camara dos Deputados 2014,2014
Paraíba,PSOL,60910,Camara dos Deputados 2014,2014
Pernambuco,PSOL,17987,Camara dos Deputados 2014,2014
Alagoas,PSOL,11681,Camara dos Deputados 2014,2014
Sergipe,PSOL,8145,Camara dos Deputados 2014,2014
Bahia,PSOL,53225,Camara dos Deputados 2014,2014
Minas Gerais,PSOL,56280,Camara dos Deputados 2014,2014
Espirito Santo,PSOL,10889,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSOL,531415,Camara dos Deputados 2014,2014
São Paulo,PSOL,429816,Camara dos Deputados 2014,2014
Paraná,PSOL,27320,Camara dos Deputados 2014,2014
Santa Catarina,PSOL,38271,Camara dos Deputados 2014,2014
R. G. do Sul,PSOL,72383,Camara dos Deputados 2014,2014
M. G. do Sul,PSOL,5844,Camara dos Deputados 2014,2014
Mato Grosso,PSOL,88500,Camara dos Deputados 2014,2014
Goiás,PSOL,5847,Camara dos Deputados 2014,2014
Distrito Federal,PSOL,19853,Camara dos Deputados 2014,2014
Rondônia,PHS,614,Camara dos Deputados 2014,2014
Acre,PHS,6160,Camara dos Deputados 2014,2014
Amazonas,PHS,19680,Camara dos Deputados 2014,2014
Roraima,PHS,6868,Camara dos Deputados 2014,2014
Pará,PHS,5491,Camara dos Deputados 2014,2014
Amapá,PHS,667,Camara dos Deputados 2014,2014
Tocantins,PHS,8462,Camara dos Deputados 2014,2014
Maranhão,PHS,15424,Camara dos Deputados 2014,2014
Piauí,PHS,10243,Camara dos Deputados 2014,2014
Ceará,PHS,118789,Camara dos Deputados 2014,2014
R. G. do Norte,PHS,25781,Camara dos Deputados 2014,2014
Paraíba,PHS,6680,Camara dos Deputados 2014,2014
Pernambuco,PHS,80710,Camara dos Deputados 2014,2014
Alagoas,PHS,2237,Camara dos Deputados 2014,2014
Sergipe,PHS,1025,Camara dos Deputados 2014,2014
Bahia,PHS,0,Camara dos Deputados 2014,2014
Minas Gerais,PHS,201122,Camara dos Deputados 2014,2014
Espirito Santo,PHS,16982,Camara dos Deputados 2014,2014
Rio de Janeiro ,PHS,112376,Camara dos Deputados 2014,2014
São Paulo,PHS,167151,Camara dos Deputados 2014,2014
Paraná,PHS,94179,Camara dos Deputados 2014,2014
Santa Catarina,PHS,3082,Camara dos Deputados 2014,2014
R. G. do Sul,PHS,3042,Camara dos Deputados 2014,2014
M. G. do Sul,PHS,8446,Camara dos Deputados 2014,2014
Mato Grosso,PHS,4078,Camara dos Deputados 2014,2014
Goiás,PHS,0,Camara dos Deputados 2014,2014
Distrito Federal,PHS,7375,Camara dos Deputados 2014,2014
Rondônia,PT do B,6130,Camara dos Deputados 2014,2014
Acre,PT do B,1555,Camara dos Deputados 2014,2014
Amazonas,PT do B,289,Camara dos Deputados 2014,2014
Roraima,PT do B,1917,Camara dos Deputados 2014,2014
Pará,PT do B,14940,Camara dos Deputados 2014,2014
Amapá,PT do B,11171,Camara dos Deputados 2014,2014
Tocantins,PT do B,244,Camara dos Deputados 2014,2014
Maranhão,PT do B,100408,Camara dos Deputados 2014,2014
Piauí,PT do B,1504,Camara dos Deputados 2014,2014
Ceará,PT do B,55900,Camara dos Deputados 2014,2014
R. G. do Norte,PT do B,744,Camara dos Deputados 2014,2014
Paraíba,PT do B,15536,Camara dos Deputados 2014,2014
Pernambuco,PT do B,3930,Camara dos Deputados 2014,2014
Alagoas,PT do B,27780,Camara dos Deputados 2014,2014
Sergipe,PT do B,659,Camara dos Deputados 2014,2014
Bahia,PT do B,12325,Camara dos Deputados 2014,2014
Minas Gerais,PT do B,400856,Camara dos Deputados 2014,2014
Espirito Santo,PT do B,3623,Camara dos Deputados 2014,2014
Rio de Janeiro ,PT do B,77477,Camara dos Deputados 2014,2014
São Paulo,PT do B,33906,Camara dos Deputados 2014,2014
Paraná,PT do B,6925,Camara dos Deputados 2014,2014
Santa Catarina,PT do B,22688,Camara dos Deputados 2014,2014
R. G. do Sul,PT do B,4215,Camara dos Deputados 2014,2014
M. G. do Sul,PT do B,3978,Camara dos Deputados 2014,2014
Mato Grosso,PT do B,3229,Camara dos Deputados 2014,2014
Goiás,PT do B,0,Camara dos Deputados 2014,2014
Distrito Federal,PT do B,568,Camara dos Deputados 2014,2014
Rondônia,PSL,846,Camara dos Deputados 2014,2014
Acre,PSL,118,Camara dos Deputados 2014,2014
Amazonas,PSL,3402,Camara dos Deputados 2014,2014
Roraima,PSL,148,Camara dos Deputados 2014,2014
Pará,PSL,9249,Camara dos Deputados 2014,2014
Amapá,PSL,0,Camara dos Deputados 2014,2014
Tocantins,PSL,2414,Camara dos Deputados 2014,2014
Maranhão,PSL,155329,Camara dos Deputados 2014,2014
Piauí,PSL,499,Camara dos Deputados 2014,2014
Ceará,PSL,148005,Camara dos Deputados 2014,2014
R. G. do Norte,PSL,7619,Camara dos Deputados 2014,2014
Paraíba,PSL,7641,Camara dos Deputados 2014,2014
Pernambuco,PSL,97144,Camara dos Deputados 2014,2014
Alagoas,PSL,553,Camara dos Deputados 2014,2014
Sergipe,PSL,1744,Camara dos Deputados 2014,2014
Bahia,PSL,22483,Camara dos Deputados 2014,2014
Minas Gerais,PSL,84112,Camara dos Deputados 2014,2014
Espirito Santo,PSL,3518,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSL,142426,Camara dos Deputados 2014,2014
São Paulo,PSL,91971,Camara dos Deputados 2014,2014
Paraná,PSL,9792,Camara dos Deputados 2014,2014
Santa Catarina,PSL,824,Camara dos Deputados 2014,2014
R. G. do Sul,PSL,11633,Camara dos Deputados 2014,2014
M. G. do Sul,PSL,5179,Camara dos Deputados 2014,2014
Mato Grosso,PSL,1018,Camara dos Deputados 2014,2014
Goiás,PSL,0,Camara dos Deputados 2014,2014
Distrito Federal,PSL,1043,Camara dos Deputados 2014,2014
Rondônia,PRP,1157,Camara dos Deputados 2014,2014
Acre,PRP,11963,Camara dos Deputados 2014,2014
Amazonas,PRP,13777,Camara dos Deputados 2014,2014
Roraima,PRP,1009,Camara dos Deputados 2014,2014
Pará,PRP,7538,Camara dos Deputados 2014,2014
Amapá,PRP,5130,Camara dos Deputados 2014,2014
Tocantins,PRP,1500,Camara dos Deputados 2014,2014
Maranhão,PRP,93090,Camara dos Deputados 2014,2014
Piauí,PRP,5465,Camara dos Deputados 2014,2014
Ceará,PRP,7739,Camara dos Deputados 2014,2014
R. G. do Norte,PRP,3228,Camara dos Deputados 2014,2014
Paraíba,PRP,4197,Camara dos Deputados 2014,2014
Pernambuco,PRP,24617,Camara dos Deputados 2014,2014
Alagoas,PRP,69104,Camara dos Deputados 2014,2014
Sergipe,PRP,1328,Camara dos Deputados 2014,2014
Bahia,PRP,62072,Camara dos Deputados 2014,2014
Minas Gerais,PRP,77427,Camara dos Deputados 2014,2014
Espirito Santo,PRP,47327,Camara dos Deputados 2014,2014
Rio de Janeiro ,PRP,53457,Camara dos Deputados 2014,2014
São Paulo,PRP,85054,Camara dos Deputados 2014,2014
Paraná,PRP,7031,Camara dos Deputados 2014,2014
Santa Catarina,PRP,10785,Camara dos Deputados 2014,2014
R. G. do Sul,PRP,3764,Camara dos Deputados 2014,2014
M. G. do Sul,PRP,9965,Camara dos Deputados 2014,2014
Mato Grosso,PRP,0,Camara dos Deputados 2014,2014
Goiás,PRP,110254,Camara dos Deputados 2014,2014
Distrito Federal,PRP,6847,Camara dos Deputados 2014,2014
Rondônia,PTN,598,Camara dos Deputados 2014,2014
Acre,PTN,848,Camara dos Deputados 2014,2014
Amazonas,PTN,23579,Camara dos Deputados 2014,2014
Roraima,PTN,103,Camara dos Deputados 2014,2014
Pará,PTN,1427,Camara dos Deputados 2014,2014
Amapá,PTN,0,Camara dos Deputados 2014,2014
Tocantins,PTN,556,Camara dos Deputados 2014,2014
Maranhão,PTN,3429,Camara dos Deputados 2014,2014
Piauí,PTN,577,Camara dos Deputados 2014,2014
Ceará,PTN,23656,Camara dos Deputados 2014,2014
R. G. do Norte,PTN,1940,Camara dos Deputados 2014,2014
Paraíba,PTN,27567,Camara dos Deputados 2014,2014
Pernambuco,PTN,6556,Camara dos Deputados 2014,2014
Alagoas,PTN,0,Camara dos Deputados 2014,2014
Sergipe,PTN,0,Camara dos Deputados 2014,2014
Bahia,PTN,116601,Camara dos Deputados 2014,2014
Minas Gerais,PTN,120020,Camara dos Deputados 2014,2014
Espirito Santo,PTN,1273,Camara dos Deputados 2014,2014
Rio de Janeiro ,PTN,14064,Camara dos Deputados 2014,2014
São Paulo,PTN,163321,Camara dos Deputados 2014,2014
Paraná,PTN,205121,Camara dos Deputados 2014,2014
Santa Catarina,PTN,3530,Camara dos Deputados 2014,2014
R. G. do Sul,PTN,0,Camara dos Deputados 2014,2014
M. G. do Sul,PTN,6157,Camara dos Deputados 2014,2014
Mato Grosso,PTN,213,Camara dos Deputados 2014,2014
Goiás,PTN,1243,Camara dos Deputados 2014,2014
Distrito Federal,PTN,803,Camara dos Deputados 2014,2014
Rondônia,PEN,1663,Camara dos Deputados 2014,2014
Acre,PEN,310,Camara dos Deputados 2014,2014
Amazonas,PEN,644,Camara dos Deputados 2014,2014
Roraima,PEN,6688,Camara dos Deputados 2014,2014
Pará,PEN,8113,Camara dos Deputados 2014,2014
Amapá,PEN,1736,Camara dos Deputados 2014,2014
Tocantins,PEN,620,Camara dos Deputados 2014,2014
Maranhão,PEN,132982,Camara dos Deputados 2014,2014
Piauí,PEN,2088,Camara dos Deputados 2014,2014
Ceará,PEN,11588,Camara dos Deputados 2014,2014
R. G. do Norte,PEN,9081,Camara dos Deputados 2014,2014
Paraíba,PEN,4498,Camara dos Deputados 2014,2014
Pernambuco,PEN,742,Camara dos Deputados 2014,2014
Alagoas,PEN,0,Camara dos Deputados 2014,2014
Sergipe,PEN,3286,Camara dos Deputados 2014,2014
Bahia,PEN,77126,Camara dos Deputados 2014,2014
Minas Gerais,PEN,19440,Camara dos Deputados 2014,2014
Espirito Santo,PEN,5207,Camara dos Deputados 2014,2014
Rio de Janeiro ,PEN,101516,Camara dos Deputados 2014,2014
São Paulo,PEN,176184,Camara dos Deputados 2014,2014
Paraná,PEN,8195,Camara dos Deputados 2014,2014
Santa Catarina,PEN,892,Camara dos Deputados 2014,2014
R. G. do Sul,PEN,7716,Camara dos Deputados 2014,2014
M. G. do Sul,PEN,944,Camara dos Deputados 2014,2014
Mato Grosso,PEN,6913,Camara dos Deputados 2014,2014
Goiás,PEN,0,Camara dos Deputados 2014,2014
Distrito Federal,PEN,79811,Camara dos Deputados 2014,2014
Rondônia,PSDC,10065,Camara dos Deputados 2014,2014
Acre,PSDC,3632,Camara dos Deputados 2014,2014
Amazonas,PSDC,1006,Camara dos Deputados 2014,2014
Roraima,PSDC,4163,Camara dos Deputados 2014,2014
Pará,PSDC,0,Camara dos Deputados 2014,2014
Amapá,PSDC,17004,Camara dos Deputados 2014,2014
Tocantins,PSDC,1298,Camara dos Deputados 2014,2014
Maranhão,PSDC,97831,Camara dos Deputados 2014,2014
Piauí,PSDC,895,Camara dos Deputados 2014,2014
Ceará,PSDC,17190,Camara dos Deputados 2014,2014
R. G. do Norte,PSDC,11906,Camara dos Deputados 2014,2014
Paraíba,PSDC,942,Camara dos Deputados 2014,2014
Pernambuco,PSDC,10189,Camara dos Deputados 2014,2014
Alagoas,PSDC,2194,Camara dos Deputados 2014,2014
Sergipe,PSDC,97,Camara dos Deputados 2014,2014
Bahia,PSDC,4747,Camara dos Deputados 2014,2014
Minas Gerais,PSDC,76019,Camara dos Deputados 2014,2014
Espirito Santo,PSDC,3183,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSDC,128335,Camara dos Deputados 2014,2014
São Paulo,PSDC,30083,Camara dos Deputados 2014,2014
Paraná,PSDC,77145,Camara dos Deputados 2014,2014
Santa Catarina,PSDC,2250,Camara dos Deputados 2014,2014
R. G. do Sul,PSDC,494,Camara dos Deputados 2014,2014
M. G. do Sul,PSDC,1782,Camara dos Deputados 2014,2014
Mato Grosso,PSDC,0,Camara dos Deputados 2014,2014
Goiás,PSDC,3434,Camara dos Deputados 2014,2014
Distrito Federal,PSDC,4052,Camara dos Deputados 2014,2014
Rondônia,PMN,997,Camara dos Deputados 2014,2014
Acre,PMN,1346,Camara dos Deputados 2014,2014
Amazonas,PMN,3835,Camara dos Deputados 2014,2014
Roraima,PMN,11978,Camara dos Deputados 2014,2014
Pará,PMN,8233,Camara dos Deputados 2014,2014
Amapá,PMN,82,Camara dos Deputados 2014,2014
Tocantins,PMN,1399,Camara dos Deputados 2014,2014
Maranhão,PMN,44459,Camara dos Deputados 2014,2014
Piauí,PMN,1237,Camara dos Deputados 2014,2014
Ceará,PMN,16242,Camara dos Deputados 2014,2014
R. G. do Norte,PMN,73531,Camara dos Deputados 2014,2014
Paraíba,PMN,4773,Camara dos Deputados 2014,2014
Pernambuco,PMN,8064,Camara dos Deputados 2014,2014
Alagoas,PMN,8657,Camara dos Deputados 2014,2014
Sergipe,PMN,3646,Camara dos Deputados 2014,2014
Bahia,PMN,6918,Camara dos Deputados 2014,2014
Minas Gerais,PMN,152518,Camara dos Deputados 2014,2014
Espirito Santo,PMN,1650,Camara dos Deputados 2014,2014
Rio de Janeiro ,PMN,31456,Camara dos Deputados 2014,2014
São Paulo,PMN,33061,Camara dos Deputados 2014,2014
Paraná,PMN,4312,Camara dos Deputados 2014,2014
Santa Catarina,PMN,6233,Camara dos Deputados 2014,2014
R. G. do Sul,PMN,3507,Camara dos Deputados 2014,2014
M. G. do Sul,PMN,3093,Camara dos Deputados 2014,2014
Mato Grosso,PMN,6269,Camara dos Deputados 2014,2014
Goiás,PMN,0,Camara dos Deputados 2014,2014
Distrito Federal,PMN,30281,Camara dos Deputados 2014,2014
Rondônia,PRTB,280,Camara dos Deputados 2014,2014
Acre,PRTB,0,Camara dos Deputados 2014,2014
Amazonas,PRTB,91,Camara dos Deputados 2014,2014
Roraima,PRTB,4508,Camara dos Deputados 2014,2014
Pará,PRTB,404,Camara dos Deputados 2014,2014
Amapá,PRTB,6445,Camara dos Deputados 2014,2014
Tocantins,PRTB,1161,Camara dos Deputados 2014,2014
Maranhão,PRTB,13953,Camara dos Deputados 2014,2014
Piauí,PRTB,0,Camara dos Deputados 2014,2014
Ceará,PRTB,7437,Camara dos Deputados 2014,2014
R. G. do Norte,PRTB,1340,Camara dos Deputados 2014,2014
Paraíba,PRTB,9834,Camara dos Deputados 2014,2014
Pernambuco,PRTB,18614,Camara dos Deputados 2014,2014
Alagoas,PRTB,179135,Camara dos Deputados 2014,2014
Sergipe,PRTB,3113,Camara dos Deputados 2014,2014
Bahia,PRTB,23392,Camara dos Deputados 2014,2014
Minas Gerais,PRTB,5127,Camara dos Deputados 2014,2014
Espirito Santo,PRTB,2774,Camara dos Deputados 2014,2014
Rio de Janeiro ,PRTB,114802,Camara dos Deputados 2014,2014
São Paulo,PRTB,33397,Camara dos Deputados 2014,2014
Paraná,PRTB,3873,Camara dos Deputados 2014,2014
Santa Catarina,PRTB,756,Camara dos Deputados 2014,2014
R. G. do Sul,PRTB,4249,Camara dos Deputados 2014,2014
M. G. do Sul,PRTB,796,Camara dos Deputados 2014,2014
Mato Grosso,PRTB,619,Camara dos Deputados 2014,2014
Goiás,PRTB,4420,Camara dos Deputados 2014,2014
Distrito Federal,PRTB,13670,Camara dos Deputados 2014,2014
Rondônia,PTC,1835,Camara dos Deputados 2014,2014
Acre,PTC,94,Camara dos Deputados 2014,2014
Amazonas,PTC,12026,Camara dos Deputados 2014,2014
Roraima,PTC,590,Camara dos Deputados 2014,2014
Pará,PTC,3387,Camara dos Deputados 2014,2014
Amapá,PTC,1710,Camara dos Deputados 2014,2014
Tocantins,PTC,226,Camara dos Deputados 2014,2014
Maranhão,PTC,37981,Camara dos Deputados 2014,2014
Piauí,PTC,3157,Camara dos Deputados 2014,2014
Ceará,PTC,21830,Camara dos Deputados 2014,2014
R. G. do Norte,PTC,4527,Camara dos Deputados 2014,2014
Paraíba,PTC,792,Camara dos Deputados 2014,2014
Pernambuco,PTC,1445,Camara dos Deputados 2014,2014
Alagoas,PTC,2551,Camara dos Deputados 2014,2014
Sergipe,PTC,2235,Camara dos Deputados 2014,2014
Bahia,PTC,65047,Camara dos Deputados 2014,2014
Minas Gerais,PTC,81528,Camara dos Deputados 2014,2014
Espirito Santo,PTC,6819,Camara dos Deputados 2014,2014
Rio de Janeiro ,PTC,28546,Camara dos Deputados 2014,2014
São Paulo,PTC,27927,Camara dos Deputados 2014,2014
Paraná,PTC,11824,Camara dos Deputados 2014,2014
Santa Catarina,PTC,2215,Camara dos Deputados 2014,2014
R. G. do Sul,PTC,2341,Camara dos Deputados 2014,2014
M. G. do Sul,PTC,7583,Camara dos Deputados 2014,2014
Mato Grosso,PTC,5013,Camara dos Deputados 2014,2014
Goiás,PTC,0,Camara dos Deputados 2014,2014
Distrito Federal,PTC,4888,Camara dos Deputados 2014,2014
Rondônia,PSTU,244,Camara dos Deputados 2014,2014
Acre,PSTU,0,Camara dos Deputados 2014,2014
Amazonas,PSTU,1656,Camara dos Deputados 2014,2014
Roraima,PSTU,152,Camara dos Deputados 2014,2014
Pará,PSTU,8867,Camara dos Deputados 2014,2014
Amapá,PSTU,2173,Camara dos Deputados 2014,2014
Tocantins,PSTU,0,Camara dos Deputados 2014,2014
Maranhão,PSTU,9428,Camara dos Deputados 2014,2014
Piauí,PSTU,3492,Camara dos Deputados 2014,2014
Ceará,PSTU,11804,Camara dos Deputados 2014,2014
R. G. do Norte,PSTU,12551,Camara dos Deputados 2014,2014
Paraíba,PSTU,0,Camara dos Deputados 2014,2014
Pernambuco,PSTU,5436,Camara dos Deputados 2014,2014
Alagoas,PSTU,2046,Camara dos Deputados 2014,2014
Sergipe,PSTU,15926,Camara dos Deputados 2014,2014
Bahia,PSTU,9991,Camara dos Deputados 2014,2014
Minas Gerais,PSTU,18648,Camara dos Deputados 2014,2014
Espirito Santo,PSTU,522,Camara dos Deputados 2014,2014
Rio de Janeiro ,PSTU,13881,Camara dos Deputados 2014,2014
São Paulo,PSTU,33176,Camara dos Deputados 2014,2014
Paraná,PSTU,5713,Camara dos Deputados 2014,2014
Santa Catarina,PSTU,8530,Camara dos Deputados 2014,2014
R. G. do Sul,PSTU,15671,Camara dos Deputados 2014,2014
M. G. do Sul,PSTU,1727,Camara dos Deputados 2014,2014
Mato Grosso,PSTU,0,Camara dos Deputados 2014,2014
Goiás,PSTU,2104,Camara dos Deputados 2014,2014
Distrito Federal,PSTU,4735,Camara dos Deputados 2014,2014
Rondônia,PPL,0,Camara dos Deputados 2014,2014
Acre,PPL,693,Camara dos Deputados 2014,2014
Amazonas,PPL,656,Camara dos Deputados 2014,2014
Roraima,PPL,1140,Camara dos Deputados 2014,2014
Pará,PPL,4849,Camara dos Deputados 2014,2014
Amapá,PPL,8056,Camara dos Deputados 2014,2014
Tocantins,PPL,169,Camara dos Deputados 2014,2014
Maranhão,PPL,5969,Camara dos Deputados 2014,2014
Piauí,PPL,2812,Camara dos Deputados 2014,2014
Ceará,PPL,6427,Camara dos Deputados 2014,2014
R. G. do Norte,PPL,0,Camara dos Deputados 2014,2014
Paraíba,PPL,2706,Camara dos Deputados 2014,2014
Pernambuco,PPL,8175,Camara dos Deputados 2014,2014
Alagoas,PPL,1746,Camara dos Deputados 2014,2014
Sergipe,PPL,1077,Camara dos Deputados 2014,2014
Bahia,PPL,9849,Camara dos Deputados 2014,2014
Minas Gerais,PPL,15855,Camara dos Deputados 2014,2014
